partid,cfp,co2
P17238,0.2554,0.2554
P13713,0.4521,0.4521
P15023,0.4679,0.4679
P19196,0.8574,0.8574
P11269,0.176,0.176
P6900,0.6822,0.6822
P1646,0.2426,0.2426
P9804,0.5551,0.5551
P15990,0.1319,0.1319
P21029,0.2563,0.2563
P20465,0.4705,0.4705
P2935,0.1946,0.1946
P16170,0.4307,0.4307
P21397,0.8752,0.8752
P4171,0.97,0.97
P18004,0.3802,0.3802
P2963,0.3963,0.3963
P20101,0.2323,0.2323
P11245,0.2567,0.2567
P16883,0.5689,0.5689
P19215,0.8229,0.8229
P14087,0.928,0.928
P3670,0.4018,0.4018
P13288,0.9696,0.9696
P18239,0.7669,0.7669
P6485,0.4754,0.4754
P5721,0.5674,0.5674
P20238,0.8204,0.8204
P21388,0.5322,0.5322
P8637,0.4306,0.4306
P5986,0.7148,0.7148
P22005,0.8301,0.8301
P11736,0.4612,0.4612
P8287,0.1226,0.1226
P14407,0.7849,0.7849
P338,0.5548,0.5548
P542,0.6962,0.6962
P6839,0.9808,0.9808
P19058,0.5907,0.5907
P17913,0.2492,0.2492
P3564,0.44,0.44
P13717,0.7512,0.7512
P17199,0.9761,0.9761
P10164,0.6419,0.6419
P19772,0.6873,0.6873
P8344,0.4021,0.4021
P10572,0.3387,0.3387
P10442,0.7476,0.7476
P19220,0.1805,0.1805
P7364,0.5946,0.5946
P6253,0.307,0.307
P18218,0.1017,0.1017
P2738,0.9969,0.9969
P546,0.6936,0.6936
P3011,0.601,0.601
P13474,0.3161,0.3161
P21027,0.8125,0.8125
P18120,0.7824,0.7824
P18774,0.1157,0.1157
P17290,0.4191,0.4191
P1080,0.8681,0.8681
P12990,0.3008,0.3008
P16623,0.4334,0.4334
P16975,0.2892,0.2892
P19655,0.2079,0.2079
P18558,0.3672,0.3672
P21989,0.6003,0.6003
P4888,0.1184,0.1184
P12313,0.5373,0.5373
P11679,0.223,0.223
P20074,0.5317,0.5317
P2542,0.6791,0.6791
P9174,0.8517,0.8517
P15031,0.6979,0.6979
P15505,0.7549,0.7549
P22462,0.7825,0.7825
P15311,0.6178,0.6178
P1776,0.7017,0.7017
P3158,0.8175,0.8175
P20193,0.577,0.577
P15900,0.6926,0.6926
P12482,0.137,0.137
P10947,0.9756,0.9756
P9380,0.7474,0.7474
P12931,0.273,0.273
P1119,0.2706,0.2706
P9940,0.5291,0.5291
P6367,0.8902,0.8902
P6004,0.6372,0.6372
P4529,0.4812,0.4812
P11936,0.4133,0.4133
P21025,0.2302,0.2302
P11897,0.1972,0.1972
P4209,0.2718,0.2718
P22463,0.4233,0.4233
P20632,0.4205,0.4205
P13944,0.7417,0.7417
P10661,0.8718,0.8718
P6727,0.1053,0.1053
P2769,0.8239,0.8239
P561,0.1978,0.1978
P20353,0.7581,0.7581
P22730,0.8607,0.8607
P17190,0.5854,0.5854
P449,0.3002,0.3002
P16590,0.861,0.861
P9527,0.7272,0.7272
P17537,0.6874,0.6874
P1738,0.4709,0.4709
P742,0.482,0.482
P1464,0.4827,0.4827
P2417,0.2709,0.2709
P6168,0.4352,0.4352
P814,0.4959,0.4959
P16574,0.5512,0.5512
P22222,0.8313,0.8313
P8849,0.7565,0.7565
P18000,0.9872,0.9872
P2438,0.6802,0.6802
P16438,0.1815,0.1815
P11073,0.3421,0.3421
P67,0.7456,0.7456
P20234,0.4101,0.4101
P2918,0.7137,0.7137
P5125,0.4372,0.4372
P19978,0.4904,0.4904
P18018,0.7042,0.7042
P12041,0.7069,0.7069
P4815,0.8396,0.8396
P15454,0.8088,0.8088
P16986,0.9953,0.9953
P12552,0.6658,0.6658
P5929,0.1515,0.1515
P11163,0.6658,0.6658
P18669,0.83,0.83
P13091,0.564,0.564
P1819,0.3512,0.3512
P12026,0.552,0.552
P18482,0.4439,0.4439
P21914,0.6711,0.6711
P2353,0.8454,0.8454
P8083,0.4187,0.4187
P22827,0.8066,0.8066
P20541,0.8985,0.8985
P3582,0.1758,0.1758
P3231,0.4328,0.4328
P4872,0.9994,0.9994
P10405,0.6928,0.6928
P1327,0.7935,0.7935
P18443,0.345,0.345
P11216,0.9235,0.9235
