partid,cfp,co2
P1994,0.6482,0.6482
P1756,0.5225,0.5225
P1987,0.6952,0.6952
P1767,0.5221,0.5221
P535,0.2202,0.2202
P1840,0.5235,0.5235
P1455,0.7825,0.7825
P981,0.4701,0.4701
P1558,0.9789,0.9789
P936,0.2802,0.2802
P1180,0.1337,0.1337
P97,0.3116,0.3116
P880,0.9956,0.9956
P1225,0.726,0.726
P358,0.3496,0.3496
P272,0.2765,0.2765
P493,0.8647,0.8647
P1146,0.655,0.655
P1173,0.3123,0.3123
P1654,0.3542,0.3542
P1953,0.7116,0.7116
P1042,0.6201,0.6201
P164,0.8559,0.8559
P690,0.4135,0.4135
P707,0.3379,0.3379
P1696,0.7813,0.7813
P732,0.2666,0.2666
P1524,0.2468,0.2468
P1201,0.686,0.686
P896,0.1133,0.1133
P1109,0.8815,0.8815
P747,0.3507,0.3507
P1871,0.6207,0.6207
P790,0.1487,0.1487
P1375,0.3377,0.3377
P1912,0.4669,0.4669
P130,0.5264,0.5264
P179,0.8306,0.8306
P158,0.9136,0.9136
P1403,0.2469,0.2469
P242,0.4445,0.4445
P821,0.1749,0.1749
P702,0.5715,0.5715
P485,0.7626,0.7626
P644,0.4921,0.4921
P1975,0.7302,0.7302
P149,0.6841,0.6841
P229,0.8306,0.8306
P1916,0.7533,0.7533
P484,0.7,0.7
P1214,0.5193,0.5193
P931,0.2011,0.2011
P1740,0.1731,0.1731
P1060,0.5086,0.5086
P271,0.4065,0.4065
P159,0.9516,0.9516
P1728,0.7779,0.7779
P226,0.4784,0.4784
P1315,0.262,0.262
P7,0.9152,0.9152
P1244,0.3064,0.3064
P221,0.116,0.116
P771,0.81,0.81
P228,0.6256,0.6256
P1323,0.8966,0.8966
P991,0.9337,0.9337
P621,0.2085,0.2085
P143,0.7446,0.7446
P341,0.54,0.54
P444,0.5281,0.5281
P1221,0.7324,0.7324
P1336,0.7797,0.7797
P1706,0.6257,0.6257
P1880,0.4795,0.4795
P622,0.9575,0.9575
P174,0.421,0.421
P349,0.1279,0.1279
P1804,0.1563,0.1563
P569,0.3685,0.3685
P1212,0.3942,0.3942
P1985,0.1112,0.1112
P1913,0.1299,0.1299
P116,0.7585,0.7585
P320,0.2641,0.2641
P756,0.313,0.313
P1097,0.1655,0.1655
P643,0.1974,0.1974
P1663,0.5254,0.5254
P1818,0.8993,0.8993
P1658,0.2638,0.2638
P518,0.2627,0.2627
P1759,0.3386,0.3386
P1794,0.8379,0.8379
P1489,0.851,0.851
P343,0.6593,0.6593
P769,0.6148,0.6148
P587,0.3541,0.3541
P1928,0.9452,0.9452
P215,0.3281,0.3281
P712,0.4052,0.4052
P118,0.6603,0.6603
P1811,0.7967,0.7967
P958,0.297,0.297
P1661,0.3148,0.3148
P1539,0.3368,0.3368
P45,0.7606,0.7606
P1413,0.3023,0.3023
P1519,0.9507,0.9507
P450,0.7223,0.7223
P297,0.6479,0.6479
P198,0.4644,0.4644
P182,0.5864,0.5864
P950,0.5539,0.5539
P204,0.6443,0.6443
P1085,0.4643,0.4643
P1277,0.1912,0.1912
P1454,0.7091,0.7091
P1784,0.7857,0.7857
P1217,0.3388,0.3388
P907,0.2507,0.2507
P994,0.4241,0.4241
P1218,0.103,0.103
P1247,0.7948,0.7948
P498,0.2409,0.2409
P870,0.7376,0.7376
P1357,0.2755,0.2755
P828,0.5442,0.5442
P1286,0.8963,0.8963
P1449,0.7711,0.7711
P224,0.159,0.159
P593,0.62,0.62
P1643,0.3004,0.3004
P965,0.5104,0.5104
P192,0.6454,0.6454
P519,0.6521,0.6521
P472,0.8453,0.8453
P81,0.68,0.68
P1164,0.385,0.385
P1867,0.3294,0.3294
P50,0.6336,0.6336
P384,0.4017,0.4017
P859,0.6528,0.6528
P188,0.8591,0.8591
P742,0.2117,0.2117
P138,0.7326,0.7326
P1553,0.875,0.875
P1121,0.755,0.755
P1965,0.1826,0.1826
P1076,0.4547,0.4547
P1946,0.2195,0.2195
P590,0.1794,0.1794
P1078,0.2458,0.2458
P1574,0.9946,0.9946
P274,0.8636,0.8636
P1803,0.9808,0.9808
P1523,0.5844,0.5844
P979,0.2973,0.2973
P417,0.5206,0.5206
P1970,0.1007,0.1007
P365,0.4824,0.4824
P1879,0.551,0.551
P111,0.8032,0.8032
P201,0.932,0.932
P974,0.9659,0.9659
P1530,0.5475,0.5475
P1723,0.9232,0.9232
P552,0.9399,0.9399
P1618,0.1762,0.1762
P674,0.2107,0.2107
P815,0.413,0.413
P1101,0.6936,0.6936
P1176,0.5882,0.5882
P506,0.3315,0.3315
P534,0.6363,0.6363
P1220,0.6263,0.6263
P1000,0.4188,0.4188
P478,0.1146,0.1146
P561,0.6247,0.6247
P339,0.1841,0.1841
P293,0.6063,0.6063
P1198,0.6261,0.6261
P447,0.8135,0.8135
P1612,0.5281,0.5281
P1708,0.261,0.261
P313,0.2963,0.2963
P1299,0.7256,0.7256
P598,0.9419,0.9419
P671,0.2433,0.2433
P1619,0.4328,0.4328
P1647,0.5407,0.5407
P448,0.4551,0.4551
P1546,0.7447,0.7447
P1833,0.6258,0.6258
P1287,0.6959,0.6959
P808,0.6145,0.6145
P193,0.9845,0.9845
P79,0.7181,0.7181
P1393,0.5081,0.5081
P323,0.1197,0.1197
P1493,0.4138,0.4138
P1435,0.1576,0.1576
P1254,0.7812,0.7812
P170,0.3513,0.3513
P1312,0.8618,0.8618
P99,0.9562,0.9562
P845,0.7379,0.7379
P1722,0.8517,0.8517
P414,0.2895,0.2895
P1956,0.3719,0.3719
P1257,0.4945,0.4945
P657,0.5633,0.5633
P1945,0.571,0.571
P745,0.2159,0.2159
P1921,0.4394,0.4394
P1585,0.8549,0.8549
P1358,0.6939,0.6939
P805,0.3089,0.3089
P1009,0.1723,0.1723
P1379,0.1915,0.1915
P499,0.4234,0.4234
P718,0.5538,0.5538
P1918,0.555,0.555
P1443,0.5127,0.5127
P582,0.9538,0.9538
P1796,0.8306,0.8306
P209,0.8895,0.8895
P804,0.9727,0.9727
P328,0.8451,0.8451
P1025,0.7362,0.7362
P1340,0.5048,0.5048
P1858,0.8073,0.8073
P260,0.457,0.457
P1420,0.956,0.956
P941,0.2467,0.2467
P1986,0.54,0.54
P101,0.4692,0.4692
P1303,0.408,0.408
P1888,0.6829,0.6829
P1717,0.2474,0.2474
P1694,0.3129,0.3129
P1075,0.3708,0.3708
P924,0.3066,0.3066
P847,0.136,0.136
P555,0.1344,0.1344
P780,0.3167,0.3167
P1481,0.8887,0.8887
P550,0.935,0.935
P24,0.2113,0.2113
P952,0.3983,0.3983
P1808,0.5131,0.5131
P791,0.8838,0.8838
P20,0.2361,0.2361
P1592,0.6002,0.6002
P1755,0.2538,0.2538
P469,0.469,0.469
P1638,0.1831,0.1831
P236,0.916,0.916
P855,0.2028,0.2028
P329,0.5914,0.5914
P681,0.6843,0.6843
P476,0.1693,0.1693
P1406,0.4667,0.4667
P1004,0.4273,0.4273
P766,0.9463,0.9463
P905,0.1467,0.1467
P1492,0.8685,0.8685
P276,0.1587,0.1587
P69,0.8358,0.8358
P1981,0.3839,0.3839
P961,0.9999,0.9999
P1367,0.868,0.868
P251,0.1154,0.1154
P839,0.699,0.699
P1532,0.9417,0.9417
P1772,0.2057,0.2057
P280,0.8679,0.8679
P1055,0.5829,0.5829
P163,0.5207,0.5207
P967,0.9798,0.9798
P336,0.5645,0.5645
P762,0.3069,0.3069
P1202,0.4985,0.4985
P665,0.7492,0.7492
P1820,0.6742,0.6742
P1713,0.1679,0.1679
P1959,0.1004,0.1004
P1026,0.1172,0.1172
P546,0.9405,0.9405
P35,0.9895,0.9895
P651,0.6164,0.6164
P1614,0.4331,0.4331
P324,0.397,0.397
P613,0.119,0.119
P1283,0.6173,0.6173
P1310,0.9523,0.9523
P227,0.1903,0.1903
P1028,0.6035,0.6035
P1460,0.8256,0.8256
P1135,0.2573,0.2573
P568,0.3864,0.3864
P996,0.194,0.194
P1347,0.6017,0.6017
P1021,0.5824,0.5824
P435,0.2491,0.2491
P774,0.8447,0.8447
P1032,0.8511,0.8511
P431,0.2721,0.2721
P126,0.3313,0.3313
P437,0.6344,0.6344
P190,0.1265,0.1265
P347,0.8235,0.8235
P984,0.3192,0.3192
P509,0.1159,0.1159
P1666,0.2954,0.2954
P1207,0.2435,0.2435
P1431,0.2539,0.2539
P1424,0.1412,0.1412
P151,0.1835,0.1835
P544,0.2672,0.2672
P64,0.7972,0.7972
P1531,0.9812,0.9812
P932,0.9921,0.9921
P372,0.8371,0.8371
P796,0.8326,0.8326
P1726,0.5947,0.5947
P1195,0.3846,0.3846
P1979,0.3997,0.3997
P1049,0.1691,0.1691
P292,0.4154,0.4154
P511,0.7192,0.7192
P1408,0.6003,0.6003
P1163,0.9623,0.9623
P1070,0.2828,0.2828
P739,0.7891,0.7891
P574,0.9184,0.9184
P1253,0.5664,0.5664
P160,0.6426,0.6426
