partid,cfp,co2
P725,0.3701,0.3701
P1791,0.1856,0.1856
P463,0.8654,0.8654
P112,0.6443,0.6443
P1263,0.737,0.737
P421,0.7697,0.7697
P834,0.4499,0.4499
P392,0.3149,0.3149
P1246,0.8772,0.8772
P1768,0.5812,0.5812
P1016,0.2974,0.2974
P1813,0.7049,0.7049
P425,0.4506,0.4506
P1898,0.6159,0.6159
P1700,0.4696,0.4696
P525,0.2044,0.2044
P647,0.7829,0.7829
P1088,0.5838,0.5838
P1968,0.7766,0.7766
P1433,0.8076,0.8076
P356,0.2741,0.2741
P440,0.4666,0.4666
P883,0.9211,0.9211
P205,0.436,0.436
P1092,0.7737,0.7737
P1548,0.3706,0.3706
P1685,0.6766,0.6766
P1138,0.9522,0.9522
P51,0.5336,0.5336
P508,0.2069,0.2069
P1634,0.7371,0.7371
P1897,0.194,0.194
P207,0.9025,0.9025
P41,0.2818,0.2818
P899,0.7552,0.7552
P1683,0.2274,0.2274
P781,0.2257,0.2257
P1780,0.6739,0.6739
P1122,0.9919,0.9919
P724,0.6623,0.6623
P240,0.4529,0.4529
P1370,0.5376,0.5376
P1584,0.9441,0.9441
P998,0.6089,0.6089
P607,0.2673,0.2673
P1801,0.6056,0.6056
P128,0.2339,0.2339
P1429,0.5815,0.5815
P1655,0.2334,0.2334
P1892,0.791,0.791
P283,0.5891,0.5891
P678,0.3188,0.3188
P304,0.6507,0.6507
P287,0.3364,0.3364
P368,0.8612,0.8612
P1501,0.1952,0.1952
P581,0.633,0.633
P865,0.7397,0.7397
P999,0.7713,0.7713
P515,0.339,0.339
P1131,0.5709,0.5709
P1922,0.5663,0.5663
P277,0.412,0.412
P903,0.5014,0.5014
P971,0.4203,0.4203
P107,0.3209,0.3209
P1521,0.7188,0.7188
P954,0.555,0.555
P1622,0.2789,0.2789
P1960,0.9108,0.9108
P1167,0.4198,0.4198
P1285,0.7868,0.7868
P549,0.3121,0.3121
P1363,0.1733,0.1733
P1961,0.3528,0.3528
P1033,0.2488,0.2488
P1069,0.72,0.72
P1822,0.9495,0.9495
P481,0.4504,0.4504
P614,0.445,0.445
P1716,0.4558,0.4558
P487,0.1584,0.1584
P243,0.599,0.599
P180,0.5552,0.5552
P1572,0.9509,0.9509
P439,0.2716,0.2716
P869,0.974,0.974
P937,0.7689,0.7689
P616,0.9596,0.9596
P1620,0.9624,0.9624
P906,0.7258,0.7258
P1906,0.9732,0.9732
P1497,0.6662,0.6662
P1508,0.4559,0.4559
P1761,0.8082,0.8082
P1766,0.1402,0.1402
P1423,0.6757,0.6757
P1415,0.8709,0.8709
P1957,0.9661,0.9661
P1947,0.2372,0.2372
P1551,0.9648,0.9648
P233,0.3078,0.3078
P793,0.8933,0.8933
P53,0.8027,0.8027
P148,0.9534,0.9534
P1064,0.5914,0.5914
P300,0.2253,0.2253
P57,0.644,0.644
P338,0.6845,0.6845
P426,0.5816,0.5816
P807,0.4346,0.4346
P927,0.9528,0.9528
P1605,0.9435,0.9435
P547,0.6178,0.6178
P1278,0.3584,0.3584
P98,0.3951,0.3951
P15,0.2516,0.2516
P677,0.5008,0.5008
P1451,0.4504,0.4504
P1613,0.1936,0.1936
P486,0.8535,0.8535
P308,0.9964,0.9964
P399,0.5087,0.5087
P93,0.7264,0.7264
P479,0.611,0.611
P1249,0.2557,0.2557
P1516,0.2497,0.2497
P1348,0.6207,0.6207
P556,0.7877,0.7877
P1866,0.8185,0.8185
P121,0.7485,0.7485
P1264,0.4307,0.4307
P1019,0.3435,0.3435
P1120,0.9638,0.9638
P696,0.2198,0.2198
P1371,0.9296,0.9296
P661,0.9332,0.9332
P1194,0.9085,0.9085
P1353,0.3963,0.3963
P186,0.8306,0.8306
P84,0.8747,0.8747
P1130,0.1145,0.1145
P491,0.1431,0.1431
P545,0.89,0.89
P850,0.8961,0.8961
P249,0.7749,0.7749
P1537,0.3525,0.3525
P1311,0.9923,0.9923
P1639,0.8402,0.8402
P1872,0.1137,0.1137
P505,0.1226,0.1226
P337,0.2149,0.2149
P1753,0.7388,0.7388
P978,0.6005,0.6005
P1382,0.5847,0.5847
P214,0.7154,0.7154
P1063,0.3245,0.3245
P1327,0.3995,0.3995
P750,0.5763,0.5763
P239,0.5553,0.5553
P698,0.3281,0.3281
P1050,0.2356,0.2356
P200,0.4184,0.4184
P666,0.9124,0.9124
P1806,0.1749,0.1749
P115,0.7258,0.7258
P11,0.3637,0.3637
P1799,0.2687,0.2687
P1318,0.2202,0.2202
P285,0.6533,0.6533
P1636,0.3984,0.3984
P1068,0.5726,0.5726
P1269,0.4252,0.4252
P1934,0.8846,0.8846
P1383,0.8804,0.8804
P892,0.5222,0.5222
P925,0.7915,0.7915
P1944,0.8644,0.8644
P152,0.5864,0.5864
P529,0.8932,0.8932
P458,0.3572,0.3572
P1416,0.7191,0.7191
P570,0.2926,0.2926
P1232,0.1657,0.1657
P1581,0.9437,0.9437
P86,0.1628,0.1628
P1939,0.2204,0.2204
P1982,0.3813,0.3813
P380,0.8239,0.8239
P154,0.9476,0.9476
P262,0.9542,0.9542
P782,0.39,0.39
P1559,0.1005,0.1005
P1610,0.2923,0.2923
P162,0.4618,0.4618
P1439,0.2404,0.2404
P764,0.9387,0.9387
P934,0.5839,0.5839
P1927,0.4137,0.4137
P1469,0.4904,0.4904
P1554,0.3362,0.3362
P1117,0.6237,0.6237
P1255,0.2049,0.2049
P1746,0.7061,0.7061
P1039,0.7897,0.7897
P1148,0.3221,0.3221
P754,0.4906,0.4906
P1450,0.9549,0.9549
P330,0.249,0.249
P1629,0.7381,0.7381
P1275,0.6853,0.6853
P501,0.3448,0.3448
P632,0.1143,0.1143
P969,0.8015,0.8015
P1104,0.4974,0.4974
P258,0.3985,0.3985
P404,0.9711,0.9711
P75,0.9362,0.9362
P168,0.1281,0.1281
P1902,0.4661,0.4661
P959,0.9798,0.9798
P862,0.7264,0.7264
P1903,0.3839,0.3839
P312,0.4909,0.4909
P1115,0.6771,0.6771
P1080,0.9605,0.9605
P992,0.7197,0.7197
P1503,0.5638,0.5638
P817,0.5197,0.5197
P592,0.8379,0.8379
P1012,0.3814,0.3814
P837,0.3831,0.3831
P922,0.9481,0.9481
P1388,0.5759,0.5759
P1317,0.8567,0.8567
P1365,0.4533,0.4533
P894,0.9255,0.9255
P37,0.9792,0.9792
P885,0.9743,0.9743
P1111,0.5136,0.5136
P831,0.8089,0.8089
P539,0.5125,0.5125
P217,0.1914,0.1914
P436,0.9682,0.9682
P172,0.6639,0.6639
P1369,0.734,0.734
P1774,0.1868,0.1868
P408,0.7263,0.7263
P521,0.2866,0.2866
P305,0.5731,0.5731
P1129,0.9708,0.9708
P210,0.1032,0.1032
P1571,0.9602,0.9602
P494,0.6424,0.6424
P948,0.2065,0.2065
P783,0.6082,0.6082
P914,0.5577,0.5577
P1422,0.3044,0.3044
P875,0.8425,0.8425
P1851,0.3532,0.3532
P685,0.6088,0.6088
P1552,0.1288,0.1288
P814,0.8044,0.8044
P1438,0.7359,0.7359
P72,0.7102,0.7102
P1389,0.1521,0.1521
P1010,0.3857,0.3857
P352,0.6069,0.6069
P28,0.1768,0.1768
P184,0.1215,0.1215
P867,0.8142,0.8142
P211,0.8999,0.8999
P409,0.3698,0.3698
P150,0.7258,0.7258
P664,0.9208,0.9208
P993,0.3467,0.3467
P1048,0.9969,0.9969
P758,0.2105,0.2105
P1345,0.3416,0.3416
P234,0.3446,0.3446
P88,0.8813,0.8813
P1260,0.5678,0.5678
P889,0.5179,0.5179
P1606,0.4147,0.4147
P857,0.4211,0.4211
P1596,0.2522,0.2522
P522,0.5829,0.5829
P663,0.7932,0.7932
P1197,0.4962,0.4962
P397,0.3031,0.3031
P454,0.5119,0.5119
P383,0.3249,0.3249
P601,0.1302,0.1302
P1082,0.949,0.949
P103,0.9918,0.9918
P1702,0.8096,0.8096
P639,0.4335,0.4335
P1637,0.4917,0.4917
P565,0.8418,0.8418
P985,0.4495,0.4495
P135,0.733,0.733
P1177,0.1376,0.1376
P1325,0.1545,0.1545
P367,0.925,0.925
P1770,0.6899,0.6899
P684,0.9498,0.9498
P1118,0.2512,0.2512
P1237,0.6954,0.6954
P1445,0.8489,0.8489
P80,0.338,0.338
P693,0.6808,0.6808
P1742,0.6434,0.6434
P1709,0.4503,0.4503
P730,0.5362,0.5362
P1352,0.4503,0.4503
P877,0.4388,0.4388
P1992,0.1598,0.1598
P1183,0.407,0.407
P1267,0.3249,0.3249
P1282,0.6404,0.6404
P1628,0.7701,0.7701
P1907,0.3779,0.3779
P919,0.7158,0.7158
P1215,0.2448,0.2448
P1894,0.7828,0.7828
P710,0.4313,0.4313
P1845,0.2709,0.2709
P166,0.1318,0.1318
P1869,0.4569,0.4569
P704,0.6282,0.6282
P38,0.3748,0.3748
P378,0.97,0.97
P854,0.1399,0.1399
P1190,0.7348,0.7348
P731,0.133,0.133
P1027,0.3266,0.3266
P1108,0.23,0.23
P1480,0.4929,0.4929
P1373,0.8886,0.8886
P1920,0.9903,0.9903
P132,0.4251,0.4251
P926,0.2203,0.2203
P1971,0.1608,0.1608
P389,0.2075,0.2075
P572,0.2261,0.2261
P708,0.6929,0.6929
P85,0.9664,0.9664
P1701,0.3208,0.3208
P1158,0.541,0.541
P861,0.3634,0.3634
P1,0.3714,0.3714
P1056,0.394,0.394
P71,0.3543,0.3543
P1693,0.6484,0.6484
P153,0.2712,0.2712
P1943,0.8923,0.8923
P1304,0.1545,0.1545
P1631,0.9039,0.9039
P579,0.2265,0.2265
P1066,0.9308,0.9308
P1372,0.619,0.619
P596,0.5356,0.5356
P1738,0.4438,0.4438
P33,0.7935,0.7935
P1302,0.328,0.328
P1844,0.4058,0.4058
P264,0.9377,0.9377
P1072,0.7794,0.7794
P366,0.6679,0.6679
P687,0.8087,0.8087
P530,0.2392,0.2392
P1054,0.4055,0.4055
P1476,0.4933,0.4933
P496,0.6129,0.6129
P900,0.7979,0.7979
P617,0.2788,0.2788
P1499,0.4778,0.4778
P270,0.8304,0.8304
P278,0.9436,0.9436
P106,0.7911,0.7911
P465,0.5371,0.5371
P1611,0.1757,0.1757
P1142,0.2304,0.2304
P1110,0.1152,0.1152
P726,0.7648,0.7648
P1162,0.6281,0.6281
P1882,0.9657,0.9657
P453,0.6254,0.6254
P364,0.5356,0.5356
P1430,0.2015,0.2015
P490,0.1248,0.1248
P811,0.6075,0.6075
P301,0.7667,0.7667
P1676,0.2837,0.2837
P1125,0.9279,0.9279
P1234,0.9885,0.9885
P527,0.4807,0.4807
P385,0.3008,0.3008
P591,0.2988,0.2988
P483,0.3917,0.3917
P334,0.162,0.162
P181,0.7151,0.7151
P282,0.8689,0.8689
P1988,0.3522,0.3522
P1707,0.298,0.298
P355,0.7853,0.7853
P1351,0.1423,0.1423
P177,0.4769,0.4769
P1855,0.9294,0.9294
P468,0.9588,0.9588
P1409,0.6056,0.6056
P1038,0.5924,0.5924
P1955,0.3105,0.3105
P1541,0.2046,0.2046
P1743,0.7361,0.7361
P856,0.4804,0.4804
P641,0.9215,0.9215
P1829,0.1763,0.1763
P1569,0.6663,0.6663
P1037,0.8721,0.8721
P1821,0.9983,0.9983
P1145,0.64,0.64
P1178,0.844,0.844
P576,0.389,0.389
P429,0.2136,0.2136
P1181,0.6462,0.6462
P1210,0.8925,0.8925
P1526,0.5866,0.5866
P1641,0.88,0.88
P1419,0.8432,0.8432
P1265,0.8911,0.8911
P379,0.2966,0.2966
P833,0.1499,0.1499
P191,0.1596,0.1596
P1703,0.5759,0.5759
P1689,0.8088,0.8088
P492,0.4688,0.4688
P1578,0.9628,0.9628
P1868,0.584,0.584
P1402,0.9443,0.9443
P795,0.894,0.894
P1270,0.2592,0.2592
P1091,0.9841,0.9841
P1911,0.8541,0.8541
P871,0.288,0.288
P340,0.8338,0.8338
P1513,0.2836,0.2836
P1616,0.8288,0.8288
P1714,0.1611,0.1611
P1859,0.9678,0.9678
P902,0.8989,0.8989
P1238,0.7754,0.7754
P1405,0.1704,0.1704
P102,0.4751,0.4751
P40,0.8573,0.8573
P377,0.9601,0.9601
P317,0.8367,0.8367
P1865,0.7934,0.7934
P1182,0.6886,0.6886
P1458,0.6797,0.6797
P688,0.7568,0.7568
P1036,0.957,0.957
P212,0.8965,0.8965
P1671,0.397,0.397
P589,0.1608,0.1608
P1333,0.8716,0.8716
P820,0.672,0.672
P798,0.1217,0.1217
P245,0.5561,0.5561
P114,0.3242,0.3242
P1139,0.9563,0.9563
P891,0.9514,0.9514
P1478,0.4475,0.4475
P1754,0.3245,0.3245
P250,0.6546,0.6546
P1124,0.7028,0.7028
P548,0.6012,0.6012
P488,0.7201,0.7201
P1208,0.3573,0.3573
P640,0.687,0.687
P1488,0.5472,0.5472
P1434,0.3615,0.3615
P1250,0.1842,0.1842
P913,0.5517,0.5517
P928,0.1177,0.1177
P691,0.603,0.603
P257,0.4641,0.4641
P145,0.4617,0.4617
P1600,0.524,0.524
P142,0.7419,0.7419
P1300,0.6487,0.6487
P19,0.8304,0.8304
P553,0.942,0.942
P62,0.4929,0.4929
P682,0.1776,0.1776
P836,0.9478,0.9478
P1015,0.9862,0.9862
P1189,0.483,0.483
P1598,0.7515,0.7515
P500,0.8836,0.8836
P715,0.2226,0.2226
P1841,0.8158,0.8158
P1690,0.7547,0.7547
P963,0.709,0.709
P1051,0.1487,0.1487
P1385,0.1817,0.1817
P1228,0.9193,0.9193
P1718,0.1008,0.1008
P818,0.1957,0.1957
P876,0.9246,0.9246
P543,0.7606,0.7606
P695,0.7829,0.7829
P1881,0.3317,0.3317
P252,0.1776,0.1776
P471,0.3849,0.3849
P1061,0.5961,0.5961
P512,0.8414,0.8414
P299,0.8379,0.8379
P1831,0.4217,0.4217
P947,0.1273,0.1273
P1904,0.5719,0.5719
P1346,0.1833,0.1833
P1668,0.1537,0.1537
P187,0.5579,0.5579
P424,0.2224,0.2224
P1338,0.7901,0.7901
P1874,0.8871,0.8871
P178,0.9689,0.9689
P388,0.9699,0.9699
P1087,0.33,0.33
P203,0.2351,0.2351
P1332,0.311,0.311
P1563,0.2112,0.2112
P171,0.4314,0.4314
P61,0.9141,0.9141
P1279,0.845,0.845
P1850,0.3362,0.3362
P1256,0.2504,0.2504
P96,0.2049,0.2049
P1155,0.3383,0.3383
P1609,0.9837,0.9837
P1468,0.1508,0.1508
P1991,0.7869,0.7869
P259,0.5882,0.5882
P1165,0.657,0.657
P649,0.4802,0.4802
P296,0.9314,0.9314
P1790,0.1109,0.1109
P54,0.1206,0.1206
P82,0.6771,0.6771
P1171,0.141,0.141
P799,0.8177,0.8177
P1785,0.2752,0.2752
P749,0.5326,0.5326
P1356,0.1662,0.1662
P599,0.6353,0.6353
P650,0.2078,0.2078
P1725,0.7306,0.7306
P412,0.5185,0.5185
P1392,0.3895,0.3895
P1528,0.6208,0.6208
P430,0.5216,0.5216
P513,0.545,0.545
P348,0.3322,0.3322
P872,0.506,0.506
P615,0.6539,0.6539
P391,0.6319,0.6319
P608,0.2761,0.2761
P1657,0.4058,0.4058
P1288,0.9752,0.9752
P683,0.2556,0.2556
P634,0.4158,0.4158
P58,0.9011,0.9011
P916,0.9755,0.9755
P1401,0.2746,0.2746
P705,0.759,0.759
P1191,0.7094,0.7094
P778,0.6889,0.6889
P230,0.7579,0.7579
P714,0.7254,0.7254
P464,0.6657,0.6657
P303,0.7794,0.7794
P819,0.2709,0.2709
P1482,0.485,0.485
P208,0.6563,0.6563
P962,0.9823,0.9823
P342,0.8116,0.8116
P155,0.6405,0.6405
P1544,0.9646,0.9646
P1805,0.6566,0.6566
P1886,0.8094,0.8094
P779,0.8001,0.8001
P536,0.2032,0.2032
P386,0.8685,0.8685
P760,0.3556,0.3556
P784,0.555,0.555
P441,0.5328,0.5328
P1477,0.4959,0.4959
P588,0.7851,0.7851
P1712,0.4572,0.4572
P1512,0.671,0.671
P986,0.517,0.517
P1812,0.9649,0.9649
P1259,0.1521,0.1521
P267,0.2493,0.2493
P1236,0.3314,0.3314
P797,0.6695,0.6695
P1675,0.7695,0.7695
P909,0.415,0.415
P1735,0.9204,0.9204
P1320,0.7299,0.7299
P455,0.2902,0.2902
P723,0.2071,0.2071
P1783,0.5039,0.5039
P1527,0.3165,0.3165
P968,0.2319,0.2319
P1343,0.6482,0.6482
P716,0.2477,0.2477
P1243,0.4556,0.4556
