partid,parents_partid,qty
P0,null,1
P1,P0,1
P2,P0,1
P3,P0,1
P4,P0,1
P5,P1,4
P6,P1,1
P7,P1,1
P8,P1,1
P9,P6,1
P10,P6,1
P11,P6,1
P12,P6,1
P13,P7,1
P14,P7,1
P15,P7,1
P16,P7,1
P17,P8,1
P18,P8,1
P19,P9,1
P20,P9,1
P21,P9,1
P22,P9,1
P23,P9,1
P24,P10,1
P25,P10,1
P26,P11,1
P27,P11,1
P28,P11,1
P29,P11,1
P30,P11,1
P31,P12,1
P32,P12,1
P33,P12,1
P34,P13,1
P35,P13,1
P36,P13,1
P37,P13,1
P38,P13,1
P39,P14,1
P40,P14,1
P41,P14,1
P42,P14,1
P43,P14,1
P44,P15,1
P45,P15,1
P46,P15,1
P47,P15,1
P48,P15,1
P49,P16,1
P50,P16,1
P51,P16,1
P52,P17,1
P53,P17,1
P54,P17,1
P55,P17,1
P56,P17,1
P57,P18,1
P58,P18,1
P59,P18,1
P60,P18,1
P61,P19,1
P62,P19,1
P63,P19,1
P64,P19,1
P65,P20,1
P66,P20,1
P67,P20,1
P68,P20,1
P69,P20,1
P70,P21,1
P71,P21,1
P72,P21,1
P73,P21,1
P74,P21,1
P75,P22,1
P76,P22,1
P77,P22,1
P78,P23,1
P79,P23,1
P80,P23,1
P81,P24,2
P82,P24,1
P83,P25,1
P84,P25,1
P85,P26,1
P86,P26,1
P87,P26,1
P88,P26,1
P89,P26,1
P90,P27,1
P91,P27,1
P92,P27,1
P93,P27,1
P94,P28,1
P95,P28,1
P96,P28,1
P97,P29,1
P98,P29,1
P99,P29,1
P100,P30,4
P101,P30,1
P102,P34,1
P103,P34,1
P104,P34,1
P105,P36,1
P106,P36,1
P107,P36,1
P108,P36,1
P109,P36,1
P110,P37,1
P111,P37,2
P112,P37,1
P113,P37,1
P114,P37,1
P115,P40,1
P116,P40,1
P117,P40,4
P118,P40,1
P119,P40,1
P120,P42,1
P121,P42,1
P122,P43,1
P123,P43,1
P124,P45,1
P125,P45,1
P126,P45,1
P127,P45,1
P128,P45,1
P129,P47,1
P130,P47,1
P131,P47,1
P132,P47,1
P133,P47,1
P134,P48,1
P135,P48,1
P136,P48,2
P137,P48,1
P138,P48,1
P139,P49,1
P140,P49,1
P141,P49,1
P142,P50,4
P143,P50,1
P144,P50,1
P145,P50,1
P146,P52,2
P147,P52,1
P148,P53,1
P149,P53,1
P150,P53,1
P151,P54,1
P152,P54,1
P153,P54,1
P154,P58,1
P155,P58,1
P156,P58,1
P157,P58,1
P158,P58,1
P159,P59,1
P160,P59,1
P161,P59,1
P162,P60,1
P163,P60,1
P164,P60,1
P165,P61,1
P166,P61,1
P167,P66,1
P168,P66,1
P169,P66,1
P170,P67,1
P171,P67,1
P172,P67,1
P173,P67,1
P174,P67,1
P175,P69,1
P176,P69,1
P177,P71,1
P178,P71,1
P179,P72,1
P180,P72,1
P181,P72,1
P182,P72,1
P183,P72,1
P184,P73,1
P185,P73,1
P186,P73,1
P187,P73,1
P188,P73,1
P189,P74,1
P190,P74,1
P191,P74,1
P192,P74,1
P193,P75,1
P194,P75,1
P195,P75,1
P196,P75,1
P197,P78,1
P198,P78,1
P199,P78,1
P200,P78,1
P201,P79,1
P202,P79,2
P203,P79,1
P204,P79,1
P205,P81,1
P206,P81,1
P207,P83,1
P208,P83,1
P209,P86,1
P210,P86,1
P211,P86,1
P212,P87,1
P213,P87,1
P214,P87,1
P215,P87,1
P216,P87,1
P217,P88,1
P218,P88,1
P219,P88,1
P220,P88,1
P221,P88,1
P222,P89,1
P223,P89,1
P224,P90,1
P225,P90,1
P226,P90,1
P227,P90,1
P228,P91,1
P229,P91,1
P230,P91,1
P231,P91,1
P232,P91,1
P233,P92,1
P234,P92,1
P235,P92,1
P236,P93,1
P237,P93,1
P238,P93,1
P239,P93,1
P240,P95,1
P241,P95,1
P242,P96,1
P243,P96,1
P244,P98,1
P245,P98,1
P246,P101,1
P247,P101,1
P248,P101,1
P249,P102,1
P250,P102,1
P251,P102,1
P252,P102,1
P253,P102,1
P254,P103,1
P255,P103,1
P256,P103,2
P257,P103,1
P258,P103,1
P259,P106,1
P260,P106,4
P261,P106,1
P262,P107,1
P263,P107,1
P264,P108,1
P265,P108,1
P266,P108,1
P267,P108,4
P268,P109,1
P269,P109,1
P270,P110,1
P271,P110,1
P272,P111,1
P273,P111,1
P274,P111,1
P275,P111,1
P276,P115,1
P277,P115,1
P278,P115,1
P279,P116,1
P280,P116,1
P281,P116,1
P282,P116,1
P283,P116,1
P284,P117,1
P285,P117,1
P286,P117,1
P287,P117,1
P288,P117,1
P289,P118,1
P290,P118,1
P291,P118,1
P292,P118,1
P293,P118,1
P294,P120,1
P295,P120,1
P296,P120,1
P297,P120,1
P298,P120,1
P299,P121,1
P300,P121,1
P301,P124,1
P302,P124,1
P303,P124,1
P304,P124,1
P305,P124,1
P306,P125,1
P307,P125,1
P308,P125,1
P309,P125,1
P310,P127,1
P311,P127,2
P312,P127,1
P313,P131,1
P314,P131,1
P315,P133,1
