partid,cfp,co2
P672,0.7579,0.7579
P6056,0.3266,0.3266
P12716,0.1917,0.1917
P15538,0.8864,0.8864
P475,0.2101,0.2101
P12714,0.1842,0.1842
P18152,0.3196,0.3196
P5144,0.2302,0.2302
P23084,0.2246,0.2246
P15588,0.5352,0.5352
P21239,0.4328,0.4328
P10545,0.5608,0.5608
P10742,0.1087,0.1087
P11941,0.4719,0.4719
P24341,0.257,0.257
P378,0.6884,0.6884
P407,0.9545,0.9545
P12865,0.4015,0.4015
P968,0.3601,0.3601
P1511,0.2607,0.2607
P15151,0.5907,0.5907
P2502,0.8542,0.8542
P18006,0.7444,0.7444
P12565,0.9269,0.9269
P927,0.9684,0.9684
P4692,0.3137,0.3137
P17358,0.9713,0.9713
P18577,0.822,0.822
P11418,0.5004,0.5004
P3558,0.3528,0.3528
P9010,0.7809,0.7809
P6508,0.299,0.299
P14333,0.6452,0.6452
P7723,0.4888,0.4888
P3456,0.6495,0.6495
P313,0.2371,0.2371
P24148,0.3435,0.3435
P11957,0.7098,0.7098
P15710,0.9915,0.9915
P12996,0.4762,0.4762
P13194,0.11,0.11
P9927,0.5638,0.5638
P13075,0.1591,0.1591
P18905,0.8756,0.8756
P14704,0.2388,0.2388
P12036,0.5636,0.5636
P19403,0.5244,0.5244
P23658,0.1852,0.1852
P8821,0.3962,0.3962
P21909,0.9635,0.9635
P4647,0.3678,0.3678
P17783,0.3966,0.3966
P13795,0.5405,0.5405
P22085,0.1735,0.1735
P4174,0.8298,0.8298
P14566,0.3609,0.3609
P5581,0.7313,0.7313
P245,0.2518,0.2518
P7699,0.2927,0.2927
P24381,0.323,0.323
P21632,0.2301,0.2301
P14205,0.9235,0.9235
P18164,0.8999,0.8999
P9896,0.9332,0.9332
P1191,0.6415,0.6415
P2620,0.6424,0.6424
P1402,0.739,0.739
P10361,0.1597,0.1597
P10134,0.3497,0.3497
P10315,0.5438,0.5438
P789,0.5614,0.5614
P5594,0.1364,0.1364
P8094,0.3548,0.3548
P970,0.6717,0.6717
P3195,0.5697,0.5697
P10676,0.2864,0.2864
P11997,0.2273,0.2273
P11399,0.312,0.312
P21960,0.4675,0.4675
P14910,0.1688,0.1688
P15876,0.3962,0.3962
P14136,0.5159,0.5159
P4040,0.206,0.206
P14128,0.9097,0.9097
P12441,0.4037,0.4037
P4315,0.253,0.253
P15688,0.3201,0.3201
P17628,0.1968,0.1968
P5816,0.5681,0.5681
P6792,0.2769,0.2769
P17911,0.1796,0.1796
P10255,0.7033,0.7033
P19296,0.6495,0.6495
P6759,0.5026,0.5026
P16865,0.5502,0.5502
P11730,0.2061,0.2061
P7264,0.1009,0.1009
P10471,0.8407,0.8407
P20666,0.9695,0.9695
P22266,0.6748,0.6748
P8844,0.9764,0.9764
P14800,0.5588,0.5588
P2276,0.4186,0.4186
P9822,0.5084,0.5084
P9646,0.4657,0.4657
P15233,0.5401,0.5401
P8223,0.3027,0.3027
P16159,0.254,0.254
P2935,0.361,0.361
P18331,0.9409,0.9409
P2111,0.1162,0.1162
P23124,0.9025,0.9025
P13073,0.7199,0.7199
P900,0.1039,0.1039
P20387,0.6881,0.6881
P8104,0.2593,0.2593
P10842,0.4243,0.4243
P6894,0.9641,0.9641
P838,0.2631,0.2631
P5100,0.4601,0.4601
P11044,0.252,0.252
P7702,0.8844,0.8844
P19233,0.6714,0.6714
P13843,0.2277,0.2277
P8539,0.8893,0.8893
P19729,0.2716,0.2716
P17559,0.5022,0.5022
P4815,0.3556,0.3556
P17086,0.3267,0.3267
P1264,0.8169,0.8169
P10947,0.9725,0.9725
P2973,0.695,0.695
P22718,0.5401,0.5401
P18037,0.5275,0.5275
P1731,0.3654,0.3654
P715,0.2895,0.2895
P18253,0.3395,0.3395
P3117,0.8889,0.8889
P15816,0.4493,0.4493
P3946,0.7009,0.7009
P19407,0.5004,0.5004
P1954,0.7971,0.7971
P8970,0.7222,0.7222
P5481,0.4406,0.4406
P18133,0.1067,0.1067
P4859,0.2302,0.2302
P21612,0.321,0.321
P9799,0.6009,0.6009
P23058,0.4978,0.4978
P11215,0.8283,0.8283
P19989,0.6513,0.6513
P864,0.8656,0.8656
P13707,0.5986,0.5986
P16214,0.2539,0.2539
P21478,0.838,0.838
P17001,0.5263,0.5263
P1996,0.2603,0.2603
P5928,0.4586,0.4586
P1098,0.8153,0.8153
P19637,0.8146,0.8146
P24419,0.8165,0.8165
