partid,parents_partid,qty
P0,null,1
P1,P0,1
P2,P0,1
P3,P0,1
P4,P1,1
P5,P1,1
P6,P1,1
P7,P2,1
P8,P2,1
P9,P2,1
P10,P3,1
P11,P3,1
P12,P3,1
P13,P3,1
P14,P4,1
P15,P4,1
P16,P7,1
P17,P7,1
P18,P7,1
P19,P9,1
P20,P9,1
P21,P12,1
P22,P12,1
P23,P12,1
P24,P12,1
P25,P12,1
P26,P13,1
P27,P13,1
P28,P13,1
P29,P15,1
P30,P15,1
P31,P15,1
P32,P15,1
P33,P15,1
P34,P16,1
P35,P16,1
P36,P16,1
P37,P16,1
P38,P16,1
P39,P17,1
P40,P17,1
P41,P18,1
P42,P18,1
P43,P19,1
P44,P19,1
P45,P19,1
P46,P21,1
P47,P21,1
P48,P21,1
P49,P21,1
P50,P22,1
P51,P22,1
P52,P22,1
P53,P24,1
P54,P24,1
P55,P24,1
P56,P24,1
P57,P26,1
P58,P26,1
P59,P26,1
P60,P26,1
P61,P26,1
P62,P27,1
P63,P27,1
P64,P28,4
P65,P28,1
P66,P28,1
P67,P29,1
P68,P29,1
P69,P30,1
P70,P30,1
P71,P32,1
P72,P32,1
P73,P32,1
P74,P32,1
P75,P34,1
P76,P34,1
P77,P34,1
P78,P36,1
P79,P36,1
P80,P36,1
P81,P40,1
P82,P40,1
P83,P41,1
P84,P41,1
P85,P44,1
P86,P44,1
P87,P47,1
P88,P47,1
P89,P47,1
P90,P47,1
P91,P47,1
P92,P50,1
P93,P50,1
P94,P50,1
P95,P51,1
P96,P51,1
P97,P51,1
P98,P52,1
P99,P52,1
P100,P52,1
P101,P53,1
P102,P53,1
P103,P54,1
P104,P54,1
P105,P56,1
P106,P56,1
P107,P57,1
P108,P57,1
P109,P57,1
P110,P57,1
P111,P60,1
P112,P60,1
P113,P60,1
P114,P60,1
P115,P61,1
P116,P61,1
P117,P62,1
P118,P62,1
P119,P62,1
P120,P62,1
P121,P62,1
P122,P63,1
P123,P63,1
P124,P63,1
P125,P63,1
P126,P63,1
P127,P64,1
P128,P64,1
P129,P64,1
P130,P64,1
P131,P64,1
P132,P65,1
P133,P65,1
P134,P65,1
P135,P65,1
P136,P66,1
P137,P66,1
P138,P68,1
P139,P68,1
P140,P68,1
P141,P68,1
P142,P69,1
P143,P69,1
P144,P69,1
P145,P70,1
P146,P70,1
P147,P70,1
P148,P70,1
P149,P74,1
P150,P74,1
P151,P74,1
P152,P74,4
P153,P77,1
P154,P77,4
P155,P77,1
P156,P77,1
P157,P77,1
P158,P78,1
P159,P78,1
P160,P79,1
P161,P79,1
P162,P79,1
P163,P80,1
P164,P80,1
P165,P80,1
P166,P80,1
P167,P80,1
P168,P82,1
P169,P82,1
P170,P82,1
P171,P85,1
P172,P85,1
P173,P85,1
P174,P86,1
P175,P86,1
P176,P89,1
P177,P89,1
P178,P89,1
P179,P89,1
P180,P89,1
P181,P91,1
P182,P91,1
P183,P91,1
P184,P95,1
P185,P95,1
P186,P96,1
P187,P96,1
P188,P96,1
P189,P96,2
P190,P97,1
P191,P97,1
P192,P102,1
P193,P102,1
P194,P104,1
P195,P104,1
P196,P104,1
P197,P104,1
P198,P108,1
P199,P108,1
P200,P108,1
P201,P108,1
P202,P110,1
P203,P110,1
P204,P111,1
P205,P111,1
P206,P111,1
P207,P112,1
P208,P112,1
P209,P112,1
P210,P113,1
P211,P113,1
P212,P113,1
P213,P114,1
P214,P114,1
P215,P114,1
P216,P114,1
P217,P114,1
P218,P115,1
P219,P115,1
P220,P115,1
P221,P116,1
P222,P116,1
P223,P116,1
P224,P118,1
P225,P118,1
P226,P118,1
P227,P119,1
P228,P119,1
P229,P119,1
P230,P119,1
P231,P119,1
P232,P120,1
P233,P120,1
P234,P120,1
P235,P120,1
P236,P120,1
P237,P121,1
P238,P121,1
P239,P121,1
P240,P121,1
P241,P121,1
P242,P122,1
P243,P122,1
P244,P122,1
P245,P122,1
P246,P122,1
P247,P125,1
P248,P125,1
P249,P125,1
P250,P125,1
P251,P125,1
P252,P128,1
P253,P128,1
P254,P128,1
P255,P128,1
P256,P128,1
P257,P130,1
P258,P130,1
P259,P131,1
P260,P131,1
P261,P132,1
P262,P132,1
P263,P133,1
P264,P133,1
P265,P133,1
P266,P133,1
P267,P133,1
P268,P135,1
P269,P135,1
P270,P135,1
P271,P136,1
P272,P136,1
P273,P137,1
P274,P137,1
P275,P137,1
P276,P137,1
P277,P137,1
P278,P139,1
P279,P139,1
P280,P139,1
P281,P139,1
P282,P140,1
P283,P140,1
P284,P140,1
P285,P140,1
P286,P142,1
P287,P142,1
P288,P142,1
P289,P142,1
P290,P143,1
P291,P143,1
P292,P143,1
P293,P143,1
P294,P143,1
P295,P144,1
P296,P144,1
P297,P144,1
P298,P144,1
P299,P145,1
P300,P145,1
P301,P145,1
P302,P146,1
P303,P146,1
P304,P146,1
P305,P150,1
P306,P150,1
P307,P153,1
P308,P153,1
P309,P153,1
P310,P153,1
P311,P153,1
P312,P155,1
P313,P155,1
P314,P162,1
P315,P162,1
