partid,cfp,co2
P725,0.6049,0.6049
P1994,0.1437,0.1437
P1756,0.3924,0.3924
P421,0.198,0.198
P1987,0.7868,0.7868
P834,0.2563,0.2563
P535,0.898,0.898
P392,0.6081,0.6081
P1246,0.688,0.688
P1768,0.6237,0.6237
P1016,0.7069,0.7069
P1813,0.2731,0.2731
P1840,0.9396,0.9396
P1455,0.1563,0.1563
P425,0.2673,0.2673
P936,0.9832,0.9832
P1225,0.7684,0.7684
P1968,0.7804,0.7804
P272,0.5596,0.5596
P493,0.5417,0.5417
P1146,0.7209,0.7209
P1173,0.8857,0.8857
P1654,0.383,0.383
P1953,0.795,0.795
P1433,0.4742,0.4742
P164,0.3799,0.3799
P883,0.4507,0.4507
P205,0.6138,0.6138
P690,0.711,0.711
P1138,0.7673,0.7673
P2017,0.9114,0.9114
P732,0.7414,0.7414
P51,0.7338,0.7338
P508,0.5365,0.5365
P1524,0.2351,0.2351
P1897,0.3362,0.3362
P207,0.1542,0.1542
P41,0.328,0.328
P1109,0.5446,0.5446
P899,0.3429,0.3429
P1683,0.5042,0.5042
P781,0.2194,0.2194
P1122,0.2454,0.2454
P2014,0.1766,0.1766
P1370,0.9418,0.9418
P998,0.1961,0.1961
P1912,0.7158,0.7158
P179,0.2092,0.2092
P158,0.1918,0.1918
P1403,0.999,0.999
P242,0.3921,0.3921
P607,0.3671,0.3671
P821,0.2784,0.2784
P702,0.7382,0.7382
P485,0.5719,0.5719
P644,0.636,0.636
P1892,0.1988,0.1988
P149,0.7719,0.7719
P229,0.6399,0.6399
P1916,0.1484,0.1484
P1214,0.443,0.443
P678,0.7741,0.7741
P1740,0.2153,0.2153
P304,0.3125,0.3125
P1060,0.5885,0.5885
P287,0.3608,0.3608
P159,0.6131,0.6131
P1315,0.3502,0.3502
P1244,0.5955,0.5955
P221,0.7654,0.7654
P581,0.3125,0.3125
P771,0.5058,0.5058
P999,0.5567,0.5567
P515,0.7341,0.7341
P1131,0.8497,0.8497
P1922,0.4512,0.4512
P277,0.7816,0.7816
P903,0.2724,0.2724
P991,0.9564,0.9564
P341,0.9137,0.9137
P444,0.6203,0.6203
P1221,0.2637,0.2637
P1336,0.9254,0.9254
P1706,0.3725,0.3725
P622,0.499,0.499
P174,0.368,0.368
P349,0.7935,0.7935
P1804,0.8658,0.8658
P1167,0.2777,0.2777
P1285,0.1736,0.1736
P1363,0.9785,0.9785
P1069,0.3632,0.3632
P481,0.1388,0.1388
P614,0.3295,0.3295
P1716,0.8803,0.8803
P643,0.3568,0.3568
P1663,0.578,0.578
P243,0.7392,0.7392
P1658,0.4766,0.4766
P518,0.5079,0.5079
P1759,0.6112,0.6112
P180,0.3425,0.3425
P1572,0.8825,0.8825
P1489,0.7946,0.7946
P869,0.5482,0.5482
P937,0.7509,0.7509
P1620,0.1238,0.1238
P343,0.5402,0.5402
P769,0.6115,0.6115
P587,0.8408,0.8408
P1928,0.6486,0.6486
P215,0.3472,0.3472
P712,0.3316,0.3316
P906,0.2127,0.2127
P1906,0.9487,0.9487
P1508,0.3411,0.3411
P1761,0.1106,0.1106
P1811,0.7442,0.7442
P958,0.631,0.631
P1766,0.8904,0.8904
P1539,0.3355,0.3355
P1423,0.348,0.348
P297,0.9605,0.9605
P1957,0.2007,0.2007
P1551,0.7637,0.7637
P233,0.4058,0.4058
P793,0.8598,0.8598
P53,0.103,0.103
