partid,cfp,co2
P1791,0.8977,0.8977
P463,0.6409,0.6409
P112,0.5834,0.5834
P1263,0.1404,0.1404
P1767,0.3862,0.3862
P981,0.5133,0.5133
P1558,0.4983,0.4983
P1180,0.2576,0.2576
P1898,0.7066,0.7066
P1700,0.3434,0.3434
P97,0.1393,0.1393
P880,0.2731,0.2731
P525,0.622,0.622
P647,0.2351,0.2351
P1088,0.8474,0.8474
P358,0.1898,0.1898
P1042,0.9294,0.9294
P356,0.5489,0.5489
P440,0.1091,0.1091
P707,0.8045,0.8045
P1696,0.1419,0.1419
P1092,0.4292,0.4292
P1548,0.1768,0.1768
P1685,0.3005,0.3005
P1634,0.9968,0.9968
P1201,0.8382,0.8382
P896,0.4667,0.4667
P1780,0.6722,0.6722
P747,0.4821,0.4821
P724,0.2885,0.2885
P240,0.9016,0.9016
P1871,0.823,0.823
P790,0.8022,0.8022
P1584,0.9641,0.9641
P1375,0.7601,0.7601
P130,0.6778,0.6778
P1801,0.5586,0.5586
P128,0.6109,0.6109
P1429,0.9774,0.9774
P1655,0.4234,0.4234
P1975,0.506,0.506
P484,0.8552,0.8552
P283,0.8299,0.8299
P931,0.6081,0.6081
P271,0.2444,0.2444
P368,0.1673,0.1673
P1728,0.4875,0.4875
P1501,0.969,0.969
P226,0.745,0.745
P7,0.2464,0.2464
P865,0.123,0.123
P228,0.1556,0.1556
P1323,0.9564,0.9564
P621,0.2505,0.2505
P143,0.2767,0.2767
P971,0.9251,0.9251
P107,0.8384,0.8384
P1521,0.2923,0.2923
P954,0.5314,0.5314
P1622,0.3135,0.3135
P1880,0.9793,0.9793
P1960,0.1885,0.1885
P549,0.5523,0.5523
P569,0.2003,0.2003
P1212,0.6764,0.6764
P1961,0.3423,0.3423
P1985,0.9742,0.9742
P1033,0.1593,0.1593
P1913,0.9991,0.9991
P116,0.4504,0.4504
P320,0.5509,0.5509
P756,0.7285,0.7285
P1097,0.5118,0.5118
P1822,0.6417,0.6417
P487,0.5376,0.5376
P1818,0.7568,0.7568
P1794,0.3876,0.3876
P439,0.7002,0.7002
P616,0.5191,0.5191
P2006,0.6955,0.6955
P118,0.7716,0.7716
P1497,0.7414,0.7414
P1661,0.9842,0.9842
P45,0.864,0.864
P1413,0.1285,0.1285
P1519,0.2773,0.2773
P1415,0.3014,0.3014
P450,0.3461,0.3461
P1947,0.187,0.187
P198,0.843,0.843
P148,0.8942,0.8942
P1064,0.4424,0.4424
P300,0.2972,0.2972
P1085,0.6072,0.6072
P1784,0.7934,0.7934
P807,0.6526,0.6526
P927,0.5159,0.5159
P1605,0.8009,0.8009
P547,0.541,0.541
P498,0.6109,0.6109
P677,0.2804,0.2804
P1613,0.2573,0.2573
P1357,0.1173,0.1173
P308,0.7686,0.7686
