partid,parents_partid,qty
P0,null,1
P1,P0,1
P2,P0,1
P3,P0,1
P4,P1,1
P5,P1,1
P6,P1,1
P7,P1,1
P8,P2,1
P9,P2,1
P10,P2,1
P11,P3,1
P12,P3,1
P13,P3,1
P14,P4,1
P15,P4,1
P16,P4,1
P17,P4,1
P18,P5,1
P19,P5,1
P20,P5,1
P21,P5,1
P22,P5,1
P23,P6,1
P24,P6,1
P25,P6,1
P26,P6,1
P27,P10,1
P28,P10,1
P29,P10,1
P30,P10,1
P31,P10,1
P32,P13,1
P33,P13,1
P34,P13,1
P35,P13,1
P36,P14,1
P37,P14,1
P38,P14,1
P39,P17,1
P40,P17,1
P41,P17,1
P42,P20,1
P43,P20,1
P44,P20,1
P45,P20,1
P46,P20,1
P47,P21,1
P48,P21,1
P49,P21,1
P50,P22,1
P51,P22,1
P52,P22,1
P53,P22,1
P54,P22,1
P55,P24,1
P56,P24,1
P57,P24,1
P58,P24,1
P59,P25,1
P60,P25,1
P61,P25,1
P62,P29,1
P63,P29,1
P64,P30,1
P65,P30,1
P66,P30,1
P67,P30,1
P68,P30,1
P69,P32,1
P70,P32,1
P71,P32,1
P72,P32,1
P73,P32,1
P74,P33,1
P75,P33,1
P76,P33,1
P77,P33,1
P78,P34,1
P79,P34,1
P80,P36,1
P81,P36,1
P82,P36,1
P83,P36,1
P84,P37,1
P85,P37,1
P86,P37,1
P87,P37,1
P88,P38,4
P89,P38,1
P90,P38,1
P91,P38,1
P92,P40,1
P93,P40,1
P94,P40,1
P95,P41,1
P96,P41,2
P97,P41,1
P98,P41,1
P99,P41,1
P100,P43,1
P101,P43,1
P102,P44,1
P103,P44,1
P104,P45,1
P105,P45,1
P106,P45,1
P107,P45,1
P108,P45,1
P109,P47,1
P110,P47,1
P111,P50,1
P112,P50,1
P113,P51,1
P114,P51,1
P115,P51,1
P116,P51,1
P117,P52,1
P118,P52,1
P119,P52,1
P120,P52,1
P121,P54,1
P122,P54,1
P123,P54,1
P124,P54,1
P125,P56,1
P126,P56,1
P127,P56,1
P128,P57,1
P129,P57,1
P130,P57,1
P131,P57,1
P132,P58,1
P133,P58,1
P134,P58,1
P135,P60,1
P136,P60,1
P137,P60,1
P138,P60,1
P139,P60,1
P140,P62,1
P141,P62,1
P142,P62,1
P143,P62,1
P144,P62,1
P145,P64,2
P146,P64,1
P147,P64,1
P148,P64,1
P149,P64,1
P150,P65,1
P151,P65,1
P152,P66,1
P153,P66,1
P154,P66,1
P155,P68,1
P156,P68,1
P157,P69,1
P158,P69,1
P159,P69,1
P160,P69,1
P161,P69,1
P162,P72,1
P163,P72,1
P164,P72,1
P165,P72,1
P166,P72,1
P167,P73,1
P168,P73,1
P169,P74,1
P170,P74,1
P171,P74,1
P172,P74,1
P173,P74,1
P174,P77,1
P175,P77,1
P176,P77,1
P177,P77,1
P178,P77,1
P179,P80,1
P180,P80,1
P181,P80,1
P182,P81,1
P183,P81,1
P184,P81,4
P185,P81,1
P186,P82,1
P187,P82,1
P188,P83,1
P189,P83,1
P190,P83,1
P191,P83,1
P192,P84,1
P193,P84,1
P194,P86,1
P195,P86,1
P196,P86,1
P197,P86,1
P198,P87,1
P199,P87,1
P200,P87,1
P201,P87,1
P202,P89,1
P203,P89,1
P204,P90,1
P205,P90,1
P206,P90,1
P207,P92,1
P208,P92,1
P209,P93,1
P210,P93,1
P211,P93,1
P212,P93,1
P213,P94,1
P214,P94,1
P215,P94,1
P216,P94,1
P217,P95,1
P218,P95,1
P219,P97,1
P220,P97,1
P221,P97,1
P222,P99,1
P223,P99,1
P224,P99,1
P225,P100,1
P226,P100,1
P227,P100,1
P228,P100,1
P229,P101,1
P230,P101,1
P231,P101,1
P232,P102,1
P233,P102,1
P234,P102,1
P235,P102,1
P236,P102,1
P237,P105,1
P238,P105,1
P239,P105,1
P240,P105,1
P241,P105,1
P242,P106,1
P243,P106,1
P244,P106,1
P245,P107,1
P246,P107,1
P247,P107,1
P248,P107,1
P249,P107,1
P250,P108,1
P251,P108,1
P252,P108,1
P253,P108,1
P254,P109,1
P255,P109,1
P256,P111,1
P257,P111,1
P258,P111,1
P259,P111,2
P260,P111,1
P261,P112,1
P262,P112,1
P263,P112,1
P264,P112,1
P265,P112,1
P266,P113,1
P267,P113,1
P268,P113,1
P269,P114,1
P270,P114,1
P271,P114,1
P272,P116,1
P273,P116,1
P274,P116,1
P275,P116,1
P276,P117,1
P277,P117,1
P278,P117,1
P279,P119,1
P280,P119,1
P281,P121,1
P282,P121,1
P283,P121,1
P284,P121,1
P285,P121,1
P286,P123,1
P287,P123,1
P288,P123,1
P289,P123,1
P290,P123,1
P291,P125,1
P292,P125,1
P293,P127,1
P294,P127,1
P295,P127,1
P296,P127,1
P297,P127,1
P298,P128,1
P299,P128,1
P300,P128,1
P301,P128,1
P302,P128,1
P303,P129,1
P304,P129,1
P305,P129,1
P306,P129,1
P307,P130,1
P308,P130,1
P309,P131,1
P310,P131,1
P311,P131,1
P312,P133,1
P313,P133,1
P314,P133,1
P315,P134,1
