partid,cfp,co2
P21855,0.665,0.665
P13627,0.5335,0.5335
P11191,0.4185,0.4185
P19946,0.1107,0.1107
P22339,0.3158,0.3158
P11094,0.6935,0.6935
P5515,0.346,0.346
P20310,0.9567,0.9567
P10850,0.3513,0.3513
P6274,0.5843,0.5843
P8474,0.5913,0.5913
P10664,0.4884,0.4884
P6532,0.4007,0.4007
P11915,0.6416,0.6416
P21021,0.7498,0.7498
P21989,0.4547,0.4547
P22441,0.7754,0.7754
P20126,0.5921,0.5921
P1832,0.2504,0.2504
P14295,0.375,0.375
P21577,0.5506,0.5506
P563,0.3067,0.3067
P18960,0.5781,0.5781
P21725,0.2557,0.2557
P17496,0.7706,0.7706
P9817,0.5529,0.5529
P20201,0.8463,0.8463
P3041,0.7954,0.7954
P7471,0.4263,0.4263
P6306,0.2769,0.2769
P7751,0.4226,0.4226
P19714,0.7524,0.7524
P8548,0.3342,0.3342
P11806,0.9825,0.9825
P20410,0.5833,0.5833
P970,0.4835,0.4835
P14990,0.2599,0.2599
P15003,0.8067,0.8067
P20123,0.497,0.497
P10065,0.6498,0.6498
P5800,0.4949,0.4949
P20813,0.7937,0.7937
P1138,0.2465,0.2465
P17223,0.8114,0.8114
P22573,0.9029,0.9029
P17014,0.4581,0.4581
P3102,0.359,0.359
P11293,0.6713,0.6713
P20665,0.7794,0.7794
P18281,0.4292,0.4292
P201,0.4924,0.4924
P20825,0.1531,0.1531
P5468,0.3851,0.3851
P2427,0.2342,0.2342
P6699,0.152,0.152
P1824,0.2519,0.2519
P11308,0.6537,0.6537
P15723,0.704,0.704
P7346,0.4892,0.4892
P20594,0.5931,0.5931
P4912,0.2012,0.2012
P14373,0.2387,0.2387
P22333,0.8834,0.8834
P9019,0.8119,0.8119
P8558,0.3481,0.3481
P11746,0.9651,0.9651
P15810,0.4289,0.4289
P21157,0.3042,0.3042
P13533,0.8339,0.8339
P1371,0.8346,0.8346
P17868,0.4763,0.4763
P7278,0.9665,0.9665
P8484,0.4764,0.4764
P9573,0.2484,0.2484
P9491,0.1661,0.1661
P9953,0.3759,0.3759
P14522,0.5717,0.5717
P7322,0.6276,0.6276
P6184,0.3856,0.3856
P18257,0.7555,0.7555
P2659,0.4439,0.4439
P10960,0.5412,0.5412
P18157,0.3335,0.3335
P9232,0.453,0.453
P13355,0.6139,0.6139
P10091,0.6313,0.6313
P12260,0.9112,0.9112
P7246,0.8612,0.8612
P8414,0.6522,0.6522
P15008,0.7402,0.7402
P22581,0.2252,0.2252
P10099,0.8227,0.8227
P6933,0.5806,0.5806
P20384,0.8154,0.8154
P21514,0.1914,0.1914
P22031,0.8234,0.8234
P13764,0.7214,0.7214
P516,0.779,0.779
P6106,0.5632,0.5632
P13119,0.8605,0.8605
P15778,0.4572,0.4572
P7797,0.5543,0.5543
P17609,0.2116,0.2116
P18059,0.5317,0.5317
P12185,0.443,0.443
P2561,0.4994,0.4994
P282,0.9525,0.9525
P4864,0.9541,0.9541
P8500,0.9008,0.9008
P9551,0.6568,0.6568
P12276,0.6069,0.6069
P14420,0.3194,0.3194
P21132,0.7082,0.7082
P12701,0.665,0.665
P15603,0.7467,0.7467
P20949,0.5476,0.5476
P5595,0.7948,0.7948
P11283,0.8495,0.8495
P18930,0.6295,0.6295
P13909,0.9069,0.9069
P14974,0.3595,0.3595
P13802,0.92,0.92
P7273,0.5885,0.5885
P17859,0.5906,0.5906
P9195,0.3594,0.3594
P21899,0.9483,0.9483
P639,0.3062,0.3062
P14757,0.9108,0.9108
P2372,0.2612,0.2612
P20303,0.7639,0.7639
P14746,0.2291,0.2291
P3263,0.1466,0.1466
P335,0.6196,0.6196
P4249,0.8526,0.8526
P1796,0.9786,0.9786
P18447,0.1572,0.1572
P1303,0.5286,0.5286
P19328,0.4591,0.4591
P226,0.4014,0.4014
P14244,0.5256,0.5256
P8536,0.3411,0.3411
P13230,0.9367,0.9367
P13688,0.2633,0.2633
P9506,0.7019,0.7019
P21487,0.2286,0.2286
P153,0.8976,0.8976
P19469,0.6174,0.6174
P20009,0.6816,0.6816
P2075,0.2679,0.2679
P8556,0.2649,0.2649
P20528,0.6558,0.6558
P13512,0.4377,0.4377
P12628,0.3056,0.3056
P13254,0.7174,0.7174
P3926,0.3853,0.3853
P11151,0.4969,0.4969
P7022,0.3016,0.3016
P581,0.7763,0.7763
P5340,0.7145,0.7145
P19863,0.9161,0.9161
P3109,0.7494,0.7494
P6573,0.1487,0.1487
P2357,0.6129,0.6129
P21298,0.2889,0.2889
P20647,0.6198,0.6198
P10245,0.704,0.704
P1296,0.6646,0.6646
P14581,0.9585,0.9585
P21876,0.2728,0.2728
P10619,0.1665,0.1665
P18153,0.7065,0.7065
P20992,0.7484,0.7484
P21138,0.3344,0.3344
P18146,0.4127,0.4127
P11408,0.2527,0.2527
P5186,0.893,0.893
P900,0.9268,0.9268
P8675,0.7098,0.7098
P17563,0.9544,0.9544
P9016,0.3401,0.3401
P5695,0.6236,0.6236
P16894,0.8803,0.8803
P8206,0.9491,0.9491
P19628,0.1483,0.1483
P3042,0.5466,0.5466
P10879,0.7524,0.7524
P17805,0.5657,0.5657
P18072,0.7885,0.7885
P15023,0.967,0.967
P8294,0.4763,0.4763
P11693,0.4137,0.4137
P6440,0.2933,0.2933
P19288,0.6562,0.6562
P19367,0.5638,0.5638
P22727,0.4676,0.4676
P22025,0.2678,0.2678
P9584,0.1973,0.1973
P12826,0.2597,0.2597
P17286,0.9351,0.9351
P1906,0.7478,0.7478
P17921,0.5777,0.5777
P6391,0.3887,0.3887
P10479,0.7603,0.7603
P17548,0.953,0.953
P20023,0.1874,0.1874
P2265,0.3418,0.3418
P7463,0.8131,0.8131
P8200,0.5986,0.5986
