partid,assembler
P13658,postgresB
P14042,postgresC
P7696,postgresB
P3623,postgresC
P5353,postgresC
P13967,postgresC
P12282,postgresC
P15533,postgresB
P16500,postgresC
P2114,postgresB
P12283,postgresC
P17417,postgresB
P15437,postgresB
P5505,postgresC
P8919,postgresB
P10142,postgresC
P12012,postgresC
P9238,postgresB
P16986,postgresC
P166,postgresB
P11618,postgresC
P11490,postgresB
P7103,postgresB
P18412,postgresC
P11317,postgresC
P15118,postgresC
P15051,postgresB
P17342,postgresB
P18279,postgresC
P10908,postgresB
P15127,postgresB
P6644,postgresC
P6648,postgresC
P19661,postgresB
P13248,postgresB
P12928,postgresC
P4355,postgresB
P19643,postgresC
P7289,postgresB
P19611,postgresC
P10766,postgresB
P3550,postgresB
P4728,postgresB
P17322,postgresC
P11047,postgresC
P1792,postgresB
P10519,postgresB
P8563,postgresC
P12206,postgresC
P6484,postgresB
P2828,postgresC
P2359,postgresB
P7471,postgresB
P2049,postgresB
P8429,postgresB
P8867,postgresC
P17871,postgresB
P19037,postgresB
P13021,postgresB
P7136,postgresB
P4159,postgresB
P7168,postgresC
P9152,postgresC
P1101,postgresC
P8749,postgresC
P17339,postgresB
P18781,postgresC
P14873,postgresC
P12766,postgresC
P9560,postgresB
P16432,postgresC
P6954,postgresB
P18827,postgresC
P18548,postgresB
P2812,postgresC
P19734,postgresC
P17419,postgresC
P18106,postgresC
P8904,postgresC
P9977,postgresB
P5364,postgresB
P7887,postgresC
P872,postgresC
P5407,postgresC
P17053,postgresC
P13863,postgresC
P313,postgresB
P10476,postgresC
P7329,postgresB
P7117,postgresB
P17874,postgresB
P19006,postgresB
P6438,postgresB
P926,postgresB
P997,postgresB
P14116,postgresB
P18813,postgresB
P18644,postgresB
P17309,postgresB
P705,postgresC
P6113,postgresC
P3407,postgresB
P11257,postgresB
P7926,postgresC
P13344,postgresB
P9711,postgresC
P7042,postgresC
P441,postgresB
P14023,postgresB
P12843,postgresC
P4730,postgresB
P6651,postgresC
P16050,postgresC
P17824,postgresB
P11820,postgresC
P1407,postgresB
P5269,postgresB
P4907,postgresB
P747,postgresB
P7949,postgresB
P12735,postgresC
P6455,postgresC
P646,postgresC
P1042,postgresC
P9771,postgresB
P11466,postgresC
P7516,postgresB
P11316,postgresB
P17793,postgresB
P17687,postgresC
P1399,postgresB
P19988,postgresC
P7558,postgresC
P16597,postgresB
P1058,postgresC
P3786,postgresB
P17066,postgresB
P4467,postgresC
P12461,postgresB
P332,postgresB
P10650,postgresB
P6937,postgresC
P14159,postgresB
P16369,postgresB
P7361,postgresC
P1976,postgresC
P4911,postgresB
P15961,postgresB
P711,postgresC
P53,postgresB
P14392,postgresB
