partid,cfp,co2
P14042,0.6141,0.6141
P3623,0.6903,0.6903
P5353,0.9719,0.9719
P13967,0.5765,0.5765
P12282,0.3019,0.3019
P16500,0.2819,0.2819
P12283,0.7034,0.7034
P5505,0.2643,0.2643
P10142,0.3443,0.3443
P12012,0.8806,0.8806
P16986,0.7933,0.7933
P11618,0.9411,0.9411
P18412,0.3949,0.3949
P11317,0.6255,0.6255
P15118,0.1351,0.1351
P18279,0.5853,0.5853
P6644,0.5816,0.5816
P6648,0.1156,0.1156
P12928,0.2957,0.2957
P19643,0.2943,0.2943
P19611,0.9861,0.9861
P17322,0.2881,0.2881
P11047,0.2059,0.2059
P8563,0.7845,0.7845
P12206,0.6935,0.6935
P2828,0.4016,0.4016
P8867,0.6697,0.6697
P7168,0.8885,0.8885
P9152,0.497,0.497
P1101,0.6119,0.6119
P8749,0.6742,0.6742
P18781,0.509,0.509
P14873,0.3459,0.3459
P12766,0.3395,0.3395
P16432,0.7561,0.7561
P18827,0.5409,0.5409
P2812,0.2819,0.2819
P19734,0.6969,0.6969
P17419,0.3741,0.3741
P18106,0.4278,0.4278
P8904,0.7186,0.7186
P7887,0.7699,0.7699
P872,0.6952,0.6952
P5407,0.3855,0.3855
P17053,0.2046,0.2046
P13863,0.2208,0.2208
P10476,0.159,0.159
P705,0.6374,0.6374
P6113,0.697,0.697
P7926,0.5928,0.5928
P9711,0.5546,0.5546
P7042,0.432,0.432
P12843,0.3729,0.3729
P6651,0.6039,0.6039
P16050,0.169,0.169
P11820,0.3381,0.3381
P12735,0.2662,0.2662
P6455,0.5281,0.5281
P646,0.5175,0.5175
P1042,0.4895,0.4895
P11466,0.8131,0.8131
P17687,0.8731,0.8731
P19988,0.2318,0.2318
P7558,0.797,0.797
P1058,0.5386,0.5386
P4467,0.661,0.661
P6937,0.3913,0.3913
P7361,0.4235,0.4235
P1976,0.4417,0.4417
P711,0.6356,0.6356
P17667,0.67,0.67
P18074,0.3769,0.3769
P7768,0.7177,0.7177
P2878,0.8421,0.8421
P4076,0.1001,0.1001
P5378,0.956,0.956
P8892,0.1965,0.1965
P5679,0.415,0.415
P5677,0.946,0.946
P10612,0.3239,0.3239
P6891,0.9793,0.9793
P17113,0.9817,0.9817
P18899,0.8919,0.8919
P1764,0.1785,0.1785
P13370,0.6698,0.6698
P3112,0.3621,0.3621
P18520,0.8353,0.8353
P13212,0.8996,0.8996
P4220,0.1258,0.1258
P9565,0.3545,0.3545
P19533,0.2023,0.2023
P18567,0.9259,0.9259
P13898,0.9368,0.9368
P3322,0.3225,0.3225
P10030,0.9036,0.9036
P10874,0.9221,0.9221
P18394,0.2737,0.2737
P16958,0.2045,0.2045
P13725,0.4405,0.4405
P18916,0.8537,0.8537
P1304,0.5102,0.5102
P8682,0.574,0.574
P3603,0.9271,0.9271
P15615,0.6949,0.6949
P3969,0.4504,0.4504
P10393,0.8682,0.8682
P10614,0.9609,0.9609
P1893,0.8445,0.8445
P16276,0.5771,0.5771
P1260,0.8319,0.8319
P1729,0.9713,0.9713
P10409,0.8812,0.8812
P19103,0.6463,0.6463
P20084,0.4855,0.4855
P15904,0.7149,0.7149
P1051,0.2585,0.2585
P5095,0.2233,0.2233
P5547,0.4354,0.4354
P16619,0.4832,0.4832
P12948,0.5989,0.5989
P11975,0.4747,0.4747
P9073,0.4137,0.4137
P17206,0.8778,0.8778
P1237,0.409,0.409
P14662,0.2824,0.2824
P19670,0.6003,0.6003
P4556,0.8109,0.8109
P15724,0.6218,0.6218
P11424,0.1704,0.1704
P5438,0.4995,0.4995
P16975,0.3756,0.3756
P8368,0.9382,0.9382
P16548,0.4737,0.4737
P4233,0.6065,0.6065
P15226,0.3804,0.3804
P16702,0.5833,0.5833
P14162,0.5713,0.5713
P19301,0.6006,0.6006
P17573,0.8245,0.8245
P6768,0.2217,0.2217
P14595,0.3974,0.3974
P768,0.8263,0.8263
P4820,0.7927,0.7927
P4837,0.8081,0.8081
P9261,0.1332,0.1332
P16132,0.8802,0.8802
P1769,0.9492,0.9492
P17658,0.166,0.166
P2619,0.684,0.684
P15526,0.1804,0.1804
P14103,0.4138,0.4138
P16436,0.9849,0.9849
P5833,0.9534,0.9534
P4007,0.3923,0.3923
P2007,0.3457,0.3457
P12332,0.9811,0.9811
P12052,0.5804,0.5804
P18452,0.1629,0.1629
P4489,0.5169,0.5169
P10552,0.5173,0.5173
P1440,0.6519,0.6519
P6839,0.2581,0.2581
P19299,0.5723,0.5723
P16473,0.1034,0.1034
P18913,0.9617,0.9617
P1432,0.6888,0.6888
P337,0.3757,0.3757
P4979,0.2435,0.2435
P7793,0.8366,0.8366
P3090,0.6022,0.6022
P9912,0.7336,0.7336
P6560,0.5745,0.5745
P13221,0.9558,0.9558
P6410,0.6962,0.6962
P16967,0.1574,0.1574
P12813,0.8494,0.8494
P8231,0.2048,0.2048
P2971,0.3418,0.3418
P7241,0.5151,0.5151
P2403,0.7486,0.7486
P3657,0.122,0.122
P19604,0.9895,0.9895
P17795,0.5141,0.5141
P11611,0.7379,0.7379
P3416,0.865,0.865
P20057,0.3153,0.3153
P5298,0.5248,0.5248
P17241,0.6152,0.6152
P8655,0.2447,0.2447
P2870,0.17,0.17
P2002,0.4288,0.4288
P10822,0.3305,0.3305
P5398,0.2541,0.2541
P13435,0.4586,0.4586
P11802,0.6645,0.6645
P18227,0.8678,0.8678
P15527,0.2562,0.2562
P7729,0.2453,0.2453
P5840,0.4048,0.4048
P11361,0.9273,0.9273
P3792,0.1789,0.1789
P626,0.1505,0.1505
P17836,0.9272,0.9272
P18337,0.9721,0.9721
P180,0.2641,0.2641
P1530,0.9019,0.9019
P62,0.8605,0.8605
P18070,0.8575,0.8575
P15501,0.4748,0.4748
P4105,0.6955,0.6955
P5807,0.6063,0.6063
P1988,0.1825,0.1825
P19333,0.3929,0.3929
P315,0.7579,0.7579
P9339,0.1665,0.1665
P3306,0.8498,0.8498
P8745,0.3836,0.3836
P7210,0.5616,0.5616
P272,0.5399,0.5399
P9916,0.3655,0.3655
P10856,0.321,0.321
P13487,0.7763,0.7763
P3994,0.1437,0.1437
P14178,0.8301,0.8301
P17565,0.6875,0.6875
P10669,0.6324,0.6324
P16338,0.7153,0.7153
P14903,0.2197,0.2197
P93,0.1853,0.1853
P17105,0.8695,0.8695
P15507,0.2401,0.2401
P1590,0.173,0.173
P14982,0.9217,0.9217
P16960,0.6125,0.6125
P10028,0.7489,0.7489
P3925,0.7416,0.7416
P15609,0.5057,0.5057
P17317,0.2109,0.2109
P18278,0.6674,0.6674
P10439,0.8587,0.8587
P18334,0.6879,0.6879
P6714,0.7577,0.7577
P584,0.3996,0.3996
P10464,0.1592,0.1592
P11725,0.4636,0.4636
P17626,0.7896,0.7896
P16940,0.2843,0.2843
P16759,0.7758,0.7758
P10186,0.4613,0.4613
P10196,0.7825,0.7825
P1463,0.5947,0.5947
P18178,0.9723,0.9723
P3947,0.5178,0.5178
P18148,0.5546,0.5546
P14248,0.6942,0.6942
P18547,0.3589,0.3589
P17020,0.1544,0.1544
P19020,0.8846,0.8846
P10554,0.2017,0.2017
P11852,0.6389,0.6389
P12367,0.4534,0.4534
P10957,0.5668,0.5668
P11549,0.9049,0.9049
P5668,0.4759,0.4759
P979,0.1258,0.1258
P8004,0.6924,0.6924
P9501,0.6042,0.6042
P5453,0.2948,0.2948
P9233,0.2409,0.2409
P11010,0.5561,0.5561
P3556,0.2078,0.2078
P15878,0.3055,0.3055
P4350,0.3877,0.3877
P19717,0.4479,0.4479
P6118,0.4164,0.4164
P13460,0.7404,0.7404
P532,0.8509,0.8509
P19239,0.2198,0.2198
P14808,0.121,0.121
P5916,0.1839,0.1839
P17830,0.772,0.772
P85,0.9447,0.9447
P16429,0.7967,0.7967
P10852,0.9637,0.9637
P6663,0.111,0.111
P3637,0.2965,0.2965
P3673,0.5921,0.5921
P13408,0.7514,0.7514
P13340,0.5852,0.5852
P1961,0.2727,0.2727
P1125,0.2825,0.2825
P7644,0.6501,0.6501
P12289,0.3517,0.3517
P15419,0.8209,0.8209
P2259,0.6756,0.6756
P16907,0.3202,0.3202
P18297,0.4784,0.4784
P2470,0.1721,0.1721
P15989,0.8496,0.8496
P15166,0.8116,0.8116
P16203,0.7712,0.7712
P498,0.8338,0.8338
P6676,0.6242,0.6242
P18174,0.1971,0.1971
P19231,0.2501,0.2501
P17977,0.781,0.781
P1896,0.2246,0.2246
P10500,0.7622,0.7622
P9854,0.4867,0.4867
P10583,0.3769,0.3769
P11911,0.6216,0.6216
P11225,0.7297,0.7297
P14487,0.9066,0.9066
P13973,0.5203,0.5203
P6009,0.7665,0.7665
P7795,0.7553,0.7553
