partid,cfp,co2
P13658,0.7913,0.7913
P7696,0.8184,0.8184
P15533,0.3297,0.3297
P2114,0.8469,0.8469
P17417,0.8278,0.8278
P15437,0.6516,0.6516
P8919,0.3699,0.3699
P9238,0.4939,0.4939
P166,0.1058,0.1058
P11490,0.5611,0.5611
P7103,0.3737,0.3737
P15051,0.757,0.757
P17342,0.9707,0.9707
P10908,0.6897,0.6897
P15127,0.1597,0.1597
P19661,0.3124,0.3124
P13248,0.5933,0.5933
P4355,0.1716,0.1716
P7289,0.5084,0.5084
P10766,0.7104,0.7104
P3550,0.8346,0.8346
P4728,0.7914,0.7914
P1792,0.3955,0.3955
P10519,0.8121,0.8121
P6484,0.8702,0.8702
P2359,0.3859,0.3859
P7471,0.5006,0.5006
P2049,0.1985,0.1985
P8429,0.9829,0.9829
P17871,0.6681,0.6681
P19037,0.1895,0.1895
P13021,0.2644,0.2644
P7136,0.224,0.224
P4159,0.1749,0.1749
P17339,0.7671,0.7671
P9560,0.3534,0.3534
P6954,0.9507,0.9507
P18548,0.3733,0.3733
P9977,0.4265,0.4265
P5364,0.9314,0.9314
P313,0.3163,0.3163
P7329,0.2892,0.2892
P7117,0.8114,0.8114
P17874,0.5742,0.5742
P19006,0.5051,0.5051
P6438,0.8299,0.8299
P926,0.6164,0.6164
P997,0.3027,0.3027
P14116,0.6,0.6
P18813,0.9907,0.9907
P18644,0.1791,0.1791
P17309,0.7526,0.7526
P3407,0.8313,0.8313
P11257,0.141,0.141
P13344,0.1851,0.1851
P441,0.3908,0.3908
P14023,0.9639,0.9639
P4730,0.625,0.625
P17824,0.2163,0.2163
P1407,0.6238,0.6238
P5269,0.1044,0.1044
P4907,0.7238,0.7238
P747,0.1281,0.1281
P7949,0.7655,0.7655
P9771,0.2475,0.2475
P7516,0.6794,0.6794
P11316,0.6947,0.6947
P17793,0.6777,0.6777
P1399,0.4548,0.4548
P16597,0.2957,0.2957
P3786,0.2698,0.2698
P17066,0.2436,0.2436
P12461,0.1682,0.1682
P332,0.4918,0.4918
P10650,0.6154,0.6154
P14159,0.3899,0.3899
P16369,0.8852,0.8852
P4911,0.3464,0.3464
P15961,0.674,0.674
P53,0.4804,0.4804
P14392,0.5352,0.5352
P17428,0.1138,0.1138
P850,0.8687,0.8687
P10754,0.4658,0.4658
P6600,0.8031,0.8031
P7933,0.8245,0.8245
P4490,0.7139,0.7139
P5992,0.9761,0.9761
P16821,0.5682,0.5682
P2439,0.8406,0.8406
P2031,0.7996,0.7996
P42,0.719,0.719
P5637,0.6805,0.6805
P13917,0.9067,0.9067
P14989,0.8354,0.8354
P17737,0.574,0.574
P238,0.2898,0.2898
P3856,0.6568,0.6568
P8973,0.4306,0.4306
P14696,0.4961,0.4961
P1817,0.157,0.157
P1181,0.8518,0.8518
P1905,0.4564,0.4564
P17514,0.998,0.998
P16420,0.7048,0.7048
P8410,0.6007,0.6007
P10486,0.8858,0.8858
P12968,0.1858,0.1858
P154,0.6436,0.6436
P6972,0.8212,0.8212
P15891,0.8604,0.8604
P5456,0.6685,0.6685
P10712,0.4808,0.4808
P13103,0.1851,0.1851
P7259,0.506,0.506
P7931,0.1581,0.1581
P15333,0.57,0.57
P13514,0.5324,0.5324
P14406,0.5988,0.5988
P3822,0.3116,0.3116
P4171,0.8392,0.8392
P5776,0.1524,0.1524
P9896,0.7663,0.7663
P7501,0.1299,0.1299
P1356,0.9692,0.9692
P19652,0.4533,0.4533
P1349,0.5019,0.5019
P7378,0.6826,0.6826
P18750,0.5754,0.5754
P10927,0.652,0.652
P13048,0.5654,0.5654
P5278,0.4549,0.4549
P14193,0.2107,0.2107
P5445,0.4394,0.4394
P15786,0.8204,0.8204
P889,0.6518,0.6518
P18995,0.2175,0.2175
P15959,0.8835,0.8835
P2360,0.6144,0.6144
P18994,0.9756,0.9756
P8914,0.7236,0.7236
P7969,0.911,0.911
P3656,0.4495,0.4495
P19414,0.8685,0.8685
P7847,0.6586,0.6586
P12431,0.2847,0.2847
P13049,0.8733,0.8733
P17026,0.7372,0.7372
P12329,0.8622,0.8622
P1571,0.1861,0.1861
P2963,0.6275,0.6275
P648,0.1711,0.1711
P8768,0.3701,0.3701
P34,0.9777,0.9777
P11348,0.7991,0.7991
P9509,0.1292,0.1292
P9990,0.9401,0.9401
P16529,0.7497,0.7497
P2438,0.6704,0.6704
P15590,0.2199,0.2199
P5367,0.4554,0.4554
P2798,0.191,0.191
P11294,0.3293,0.3293
P17170,0.9043,0.9043
P6345,0.8173,0.8173
P16422,0.2229,0.2229
P14372,0.5926,0.5926
P7475,0.9425,0.9425
P8218,0.1118,0.1118
P9630,0.9148,0.9148
P1738,0.3906,0.3906
P5425,0.4237,0.4237
P13509,0.6146,0.6146
P15594,0.2784,0.2784
P3372,0.3089,0.3089
P8734,0.4966,0.4966
P4141,0.7253,0.7253
P4617,0.4731,0.4731
P19898,0.8063,0.8063
P2938,0.7883,0.7883
P8819,0.394,0.394
P20100,0.4114,0.4114
P2335,0.3074,0.3074
P6477,0.1823,0.1823
P8530,0.4024,0.4024
P4203,0.4511,0.4511
P3457,0.8444,0.8444
P17682,0.2733,0.2733
P19591,0.217,0.217
P12268,0.3842,0.3842
P11256,0.5165,0.5165
P10481,0.633,0.633
P13778,0.1191,0.1191
P1263,0.8866,0.8866
P5971,0.77,0.77
P9171,0.1583,0.1583
P18685,0.9882,0.9882
P931,0.8925,0.8925
P3642,0.8592,0.8592
P16221,0.87,0.87
P1651,0.3141,0.3141
P4291,0.6788,0.6788
P4013,0.7598,0.7598
P2425,0.5766,0.5766
P16044,0.3723,0.3723
P1795,0.7349,0.7349
P15968,0.6661,0.6661
P5665,0.9383,0.9383
P1267,0.2035,0.2035
P6650,0.7496,0.7496
P17414,0.107,0.107
P937,0.6244,0.6244
P17857,0.9857,0.9857
P11885,0.9152,0.9152
P6094,0.8954,0.8954
P15278,0.3458,0.3458
P5615,0.2694,0.2694
P7540,0.1618,0.1618
P12320,0.9792,0.9792
P7073,0.385,0.385
P9796,0.3566,0.3566
P13336,0.8143,0.8143
P2418,0.409,0.409
P5119,0.1476,0.1476
P7897,0.6384,0.6384
P16014,0.1234,0.1234
P5431,0.5546,0.5546
P7730,0.1904,0.1904
P13238,0.1924,0.1924
P4795,0.6166,0.6166
P16016,0.916,0.916
P5280,0.9314,0.9314
P4845,0.6079,0.6079
P10872,0.9032,0.9032
P1613,0.6306,0.6306
P1361,0.9643,0.9643
P14772,0.1158,0.1158
P16213,0.9239,0.9239
P7999,0.9802,0.9802
P18649,0.3562,0.3562
P7980,0.5719,0.5719
P16256,0.9591,0.9591
P16011,0.4703,0.4703
P2207,0.1677,0.1677
P10359,0.5387,0.5387
P13726,0.5814,0.5814
P9715,0.7853,0.7853
P17726,0.4857,0.4857
P3886,0.834,0.834
P3865,0.8889,0.8889
P223,0.4897,0.4897
P4443,0.5481,0.5481
P16149,0.3155,0.3155
P19120,0.6326,0.6326
P15120,0.5994,0.5994
P3995,0.9673,0.9673
P4251,0.2305,0.2305
P1619,0.6809,0.6809
P3758,0.7865,0.7865
P8106,0.5718,0.5718
P9222,0.1396,0.1396
P1593,0.9683,0.9683
P10027,0.7269,0.7269
P465,0.4325,0.4325
P7668,0.3544,0.3544
P17204,0.4052,0.4052
P15014,0.9522,0.9522
P14806,0.6316,0.6316
P11619,0.313,0.313
P16231,0.2399,0.2399
P6959,0.9219,0.9219
P12048,0.5733,0.5733
P14350,0.4179,0.4179
P10396,0.9564,0.9564
P8205,0.2991,0.2991
P14242,0.2413,0.2413
P2862,0.9913,0.9913
P11870,0.6764,0.6764
P4813,0.6075,0.6075
P9234,0.498,0.498
P9972,0.5493,0.5493
P10953,0.3816,0.3816
P15479,0.1356,0.1356
P13319,0.7525,0.7525
P14361,0.9531,0.9531
P18751,0.6375,0.6375
P13970,0.3192,0.3192
P10750,0.833,0.833
P19322,0.3801,0.3801
P17237,0.5289,0.5289
P10746,0.5701,0.5701
P4671,0.2441,0.2441
P15256,0.8801,0.8801
P20128,0.2591,0.2591
P19452,0.8955,0.8955
P9536,0.7602,0.7602
P14479,0.2843,0.2843
P16887,0.6057,0.6057
P9398,0.4915,0.4915
P3764,0.7901,0.7901
P12515,0.8942,0.8942
P16763,0.154,0.154
P13486,0.6635,0.6635
P9318,0.6197,0.6197
P5569,0.1006,0.1006
P1241,0.2764,0.2764
P16556,0.9038,0.9038
P19678,0.1994,0.1994
P5519,0.3491,0.3491
P11282,0.8638,0.8638
P9899,0.7678,0.7678
P14946,0.5282,0.5282
P18598,0.1053,0.1053
P13285,0.6261,0.6261
P15869,0.1542,0.1542
P8174,0.134,0.134
P10752,0.2858,0.2858
P13091,0.4076,0.4076
P18343,0.107,0.107
P3692,0.9398,0.9398
P17090,0.3314,0.3314
P12353,0.3168,0.3168
P9586,0.6768,0.6768
P18744,0.7413,0.7413
P4399,0.9948,0.9948
P4232,0.3516,0.3516
P16756,0.9069,0.9069
P10436,0.7085,0.7085
P2729,0.1718,0.1718
P16899,0.3741,0.3741
P7559,0.9799,0.9799
P1289,0.9628,0.9628
P5926,0.8554,0.8554
P17694,0.1909,0.1909
P14876,0.9317,0.9317
P3309,0.8467,0.8467
P17435,0.9593,0.9593
P13199,0.5563,0.5563
P17663,0.5931,0.5931
P10681,0.4798,0.4798
P10132,0.3691,0.3691
P5783,0.6046,0.6046
P4972,0.5099,0.5099
P8389,0.618,0.618
P7459,0.2675,0.2675
P14644,0.8258,0.8258
P14319,0.5499,0.5499
P12829,0.1422,0.1422
P9454,0.3605,0.3605
P4709,0.8264,0.8264
P8493,0.5344,0.5344
P991,0.1718,0.1718
P17706,0.9997,0.9997
P7074,0.5,0.5
P6638,0.2167,0.2167
P14542,0.3078,0.3078
P5684,0.9245,0.9245
P14225,0.7134,0.7134
P17807,0.996,0.996
P12147,0.591,0.591
P3850,0.9583,0.9583
P2519,0.9823,0.9823
P18824,0.3181,0.3181
P13841,0.1181,0.1181
P17018,0.8293,0.8293
P18141,0.6095,0.6095
P5473,0.8222,0.8222
P7895,0.9688,0.9688
P10187,0.6536,0.6536
P19910,0.8053,0.8053
P6923,0.4791,0.4791
P19997,0.248,0.248
P15497,0.2419,0.2419
P10524,0.2062,0.2062
P7991,0.2694,0.2694
P5102,0.6506,0.6506
P19925,0.9224,0.9224
P15801,0.9581,0.9581
P8833,0.4339,0.4339
P18622,0.9678,0.9678
P11926,0.1567,0.1567
P18216,0.2436,0.2436
P3830,0.1308,0.1308
P7433,0.3467,0.3467
P6946,0.7697,0.7697
P6495,0.5647,0.5647
P849,0.7667,0.7667
P15298,0.7656,0.7656
P3735,0.9717,0.9717
P15785,0.1088,0.1088
P6844,0.3628,0.3628
P9155,0.7531,0.7531
P5762,0.4859,0.4859
P4805,0.8825,0.8825
P18,0.5841,0.5841
P8720,0.1121,0.1121
P882,0.4706,0.4706
P13836,0.4388,0.4388
P127,0.1427,0.1427
P959,0.2995,0.2995
P1576,0.5787,0.5787
P793,0.4195,0.4195
P14585,0.6787,0.6787
P13832,0.265,0.265
P3192,0.9571,0.9571
P19351,0.4857,0.4857
P8891,0.4759,0.4759
P327,0.9769,0.9769
P16112,0.5791,0.5791
P2737,0.3933,0.3933
P15610,0.4336,0.4336
P9354,0.4035,0.4035
P13092,0.2986,0.2986
P11253,0.4824,0.4824
P15428,0.9705,0.9705
P16005,0.3973,0.3973
P5448,0.6685,0.6685
P16052,0.4851,0.4851
P6948,0.3732,0.3732
P2565,0.2877,0.2877
P17725,0.2316,0.2316
P16266,0.6527,0.6527
P14706,0.65,0.65
P9401,0.9045,0.9045
P4533,0.8677,0.8677
P12161,0.6546,0.6546
P18188,0.808,0.808
P8238,0.979,0.979
P1564,0.856,0.856
P12639,0.804,0.804
P8516,0.8316,0.8316
P6474,0.4077,0.4077
P6308,0.6861,0.6861
P12926,0.3107,0.3107
P1216,0.8264,0.8264
P5579,0.6899,0.6899
P3688,0.6254,0.6254
P1786,0.2962,0.2962
P16766,0.7637,0.7637
P11444,0.2894,0.2894
P8708,0.361,0.361
P13938,0.1768,0.1768
P2172,0.9794,0.9794
P9095,0.1427,0.1427
P6568,0.4346,0.4346
P915,0.8364,0.8364
P15170,0.7298,0.7298
P13371,0.8887,0.8887
P5246,0.9789,0.9789
P3494,0.4891,0.4891
P452,0.4813,0.4813
P17590,0.1648,0.1648
P7607,0.5215,0.5215
P10113,0.1714,0.1714
P16854,0.9544,0.9544
P19508,0.1537,0.1537
P15396,0.946,0.946
P5067,0.6141,0.6141
P3233,0.8086,0.8086
P9252,0.2033,0.2033
P881,0.8904,0.8904
P19053,0.47,0.47
P17587,0.7286,0.7286
P7032,0.9143,0.9143
P1195,0.2307,0.2307
P15753,0.9733,0.9733
P16878,0.4422,0.4422
P3625,0.7194,0.7194
P16712,0.1727,0.1727
P5263,0.4281,0.4281
P12655,0.8969,0.8969
P16161,0.9147,0.9147
P16696,0.4217,0.4217
P17881,0.9031,0.9031
P17480,0.6304,0.6304
P4422,0.2859,0.2859
P19868,0.1125,0.1125
P15457,0.9513,0.9513
P17365,0.5992,0.5992
P18281,0.7132,0.7132
P4005,0.5231,0.5231
P11068,0.7248,0.7248
P12148,0.8213,0.8213
P14374,0.5523,0.5523
P3968,0.7372,0.7372
P10607,0.5081,0.5081
P13883,0.6679,0.6679
P19579,0.403,0.403
P196,0.7135,0.7135
P12188,0.8293,0.8293
P5799,0.9381,0.9381
P17927,0.578,0.578
P19833,0.6411,0.6411
P3276,0.9318,0.9318
P14189,0.5879,0.5879
P10125,0.7037,0.7037
P1962,0.9293,0.9293
P3861,0.6201,0.6201
P6515,0.7112,0.7112
P16830,0.3212,0.3212
P688,0.4603,0.4603
P14885,0.7828,0.7828
P5748,0.8583,0.8583
P2663,0.835,0.835
P4404,0.954,0.954
P19597,0.777,0.777
P19083,0.3642,0.3642
P8666,0.8228,0.8228
P2221,0.3917,0.3917
P9832,0.5903,0.5903
P13258,0.3811,0.3811
P19480,0.3237,0.3237
P5499,0.1215,0.1215
P4799,0.9697,0.9697
P13531,0.1599,0.1599
P7358,0.843,0.843
P7739,0.7408,0.7408
P2173,0.4755,0.4755
P14128,0.4859,0.4859
P2813,0.9465,0.9465
P2503,0.5133,0.5133
P18882,0.3444,0.3444
P12649,0.665,0.665
P20053,0.1837,0.1837
P2913,0.4133,0.4133
P11149,0.1179,0.1179
P16426,0.3295,0.3295
P13057,0.6555,0.6555
P18551,0.708,0.708
P9710,0.5795,0.5795
P11413,0.1071,0.1071
P16386,0.8365,0.8365
P6921,0.8685,0.8685
P7856,0.7081,0.7081
P18705,0.4536,0.4536
P8664,0.151,0.151
P5017,0.1611,0.1611
P7848,0.3382,0.3382
P221,0.4785,0.4785
P6500,0.396,0.396
P11946,0.2177,0.2177
P14227,0.2096,0.2096
P17367,0.8252,0.8252
P11006,0.8748,0.8748
P2538,0.7293,0.7293
P9805,0.4422,0.4422
P11755,0.4923,0.4923
P1938,0.8829,0.8829
P2627,0.5821,0.5821
P15345,0.1379,0.1379
P16601,0.4914,0.4914
P590,0.5032,0.5032
P19042,0.2709,0.2709
P9080,0.1481,0.1481
P3189,0.1889,0.1889
P8658,0.274,0.274
P623,0.2428,0.2428
P2571,0.1093,0.1093
P18006,0.1833,0.1833
P11020,0.7037,0.7037
P19438,0.4831,0.4831
P3677,0.6681,0.6681
P2668,0.5408,0.5408
P11494,0.4632,0.4632
P9969,0.6721,0.6721
P10388,0.9906,0.9906
P7654,0.6554,0.6554
P11625,0.9163,0.9163
P17224,0.1782,0.1782
P2734,0.6412,0.6412
P7440,0.7157,0.7157
P14912,0.3753,0.3753
P642,0.6967,0.6967
P10736,0.3085,0.3085
P5033,0.8342,0.8342
P10674,0.6423,0.6423
P17310,0.8951,0.8951
P9709,0.7767,0.7767
P8016,0.1789,0.1789
P6071,0.6082,0.6082
P244,0.1709,0.1709
P14916,0.4459,0.4459
P18429,0.6877,0.6877
P18610,0.6029,0.6029
P7043,0.757,0.757
P4852,0.336,0.336
P9703,0.4611,0.4611
P5696,0.5234,0.5234
P12641,0.65,0.65
P2223,0.8302,0.8302
P19168,0.179,0.179
P4207,0.3312,0.3312
P17882,0.9419,0.9419
P8099,0.8347,0.8347
P11750,0.6067,0.6067
P13932,0.2955,0.2955
P3769,0.2101,0.2101
P19493,0.4045,0.4045
P7784,0.6306,0.6306
P5751,0.366,0.366
P6420,0.3391,0.3391
P16091,0.2975,0.2975
P3880,0.571,0.571
P11453,0.2573,0.2573
P4185,0.1879,0.1879
P13465,0.1202,0.1202
P16155,0.5539,0.5539
P9535,0.5554,0.5554
P162,0.3724,0.3724
P18500,0.1986,0.1986
P6533,0.1968,0.1968
P11514,0.5297,0.5297
P17077,0.5696,0.5696
P7743,0.5921,0.5921
P4971,0.7232,0.7232
P9786,0.3079,0.3079
P17030,0.2046,0.2046
P19742,0.2465,0.2465
P15301,0.2441,0.2441
P5778,0.9722,0.9722
P5426,0.7779,0.7779
P13592,0.7593,0.7593
P17765,0.8019,0.8019
P4346,0.8239,0.8239
P3617,0.8336,0.8336
P15599,0.4642,0.4642
P9415,0.283,0.283
P11233,0.9398,0.9398
P10887,0.9675,0.9675
P9493,0.5858,0.5858
P4873,0.1606,0.1606
P6289,0.3001,0.3001
P16637,0.9713,0.9713
P16157,0.1056,0.1056
P9986,0.2867,0.2867
P5354,0.4783,0.4783
P11561,0.1651,0.1651
P15444,0.6599,0.6599
P17847,0.1875,0.1875
P6949,0.1035,0.1035
P15370,0.3592,0.3592
P19376,0.763,0.763
P7014,0.9278,0.9278
P913,0.1263,0.1263
P735,0.8599,0.8599
P17820,0.3221,0.3221
P9308,0.6466,0.6466
P16786,0.8988,0.8988
P18400,0.2131,0.2131
P3197,0.8325,0.8325
P15025,0.6891,0.6891
P8430,0.5727,0.5727
P4442,0.2317,0.2317
P14436,0.959,0.959
P4201,0.2273,0.2273
P9910,0.866,0.866
P16610,0.2904,0.2904
P781,0.7143,0.7143
P14437,0.847,0.847
P16573,0.6927,0.6927
P7609,0.7329,0.7329
P8911,0.5542,0.5542
P18845,0.728,0.728
P3761,0.9789,0.9789
P5674,0.4921,0.4921
P12291,0.2315,0.2315
P19924,0.8624,0.8624
P11014,0.1258,0.1258
P6154,0.1081,0.1081
P69,0.7831,0.7831
P9572,0.2647,0.2647
P14326,0.5981,0.5981
P828,0.7515,0.7515
P5330,0.5513,0.5513
P18554,0.4425,0.4425
P6549,0.6504,0.6504
P7649,0.569,0.569
P14041,0.6438,0.6438
P19600,0.4355,0.4355
P19972,0.9939,0.9939
P17213,0.4346,0.4346
P17931,0.7146,0.7146
P19143,0.3515,0.3515
P2431,0.8559,0.8559
P2764,0.2776,0.2776
P18072,0.5019,0.5019
P14944,0.571,0.571
P8690,0.7398,0.7398
P8241,0.9844,0.9844
P2174,0.1386,0.1386
P75,0.1583,0.1583
P11388,0.5912,0.5912
P341,0.6152,0.6152
P13740,0.8677,0.8677
P1478,0.9096,0.9096
P5189,0.2931,0.2931
P9437,0.4015,0.4015
P10541,0.7436,0.7436
P4599,0.8475,0.8475
P7570,0.8508,0.8508
P9368,0.8106,0.8106
P6656,0.3674,0.3674
P20113,0.6461,0.6461
P7766,0.2106,0.2106
P8971,0.2248,0.2248
P6776,0.9605,0.9605
P5130,0.455,0.455
P18369,0.7332,0.7332
P14270,0.9657,0.9657
P16165,0.2735,0.2735
P12748,0.6661,0.6661
P4883,0.7465,0.7465
P13395,0.8933,0.8933
P15223,0.5406,0.5406
P2179,0.3279,0.3279
P15510,0.5099,0.5099
P6624,0.2116,0.2116
P14827,0.885,0.885
P7498,0.1176,0.1176
P14061,0.3704,0.3704
P12587,0.6262,0.6262
P18048,0.2608,0.2608
P998,0.6429,0.6429
P19570,0.3651,0.3651
P17421,0.5918,0.5918
P11650,0.1683,0.1683
P7233,0.3848,0.3848
P14749,0.4452,0.4452
P6806,0.2949,0.2949
P316,0.7366,0.7366
P9606,0.4551,0.4551
P12298,0.7801,0.7801
P904,0.4948,0.4948
P15871,0.5185,0.5185
P16753,0.7666,0.7666
P9310,0.117,0.117
P1936,0.9243,0.9243
P12706,0.9169,0.9169
P1120,0.6248,0.6248
P11384,0.9291,0.9291
P9908,0.6586,0.6586
P7700,0.7927,0.7927
P12261,0.5625,0.5625
P1751,0.6286,0.6286
P5249,0.7288,0.7288
P15980,0.2695,0.2695
P3483,0.575,0.575
P3712,0.8905,0.8905
P6251,0.5054,0.5054
P8229,0.4144,0.4144
P7594,0.165,0.165
P7446,0.4269,0.4269
P10184,0.9102,0.9102
P11275,0.1662,0.1662
P11706,0.6445,0.6445
P11690,0.8495,0.8495
P954,0.7751,0.7751
P9716,0.748,0.748
P8679,0.5881,0.5881
P13072,0.5138,0.5138
P5218,0.6043,0.6043
P6645,0.7469,0.7469
P15048,0.108,0.108
P19529,0.3587,0.3587
