partid,cfp,co2
P20552,0.983,0.983
P20176,0.2961,0.2961
P26995,0.1338,0.1338
P15181,0.8281,0.8281
P19799,0.5899,0.5899
P5755,0.7363,0.7363
P16850,0.3956,0.3956
P12833,0.6381,0.6381
P17682,0.9701,0.9701
P7209,0.7041,0.7041
P7241,0.7774,0.7774
P4076,0.6752,0.6752
P4795,0.9419,0.9419
P8041,0.6673,0.6673
P11409,0.4347,0.4347
P4690,0.5862,0.5862
P24226,0.4585,0.4585
P2991,0.2778,0.2778
P9296,0.8779,0.8779
P10163,0.1819,0.1819
P13118,0.5402,0.5402
P16731,0.3219,0.3219
P10498,0.8191,0.8191
P27193,0.108,0.108
P3995,0.1176,0.1176
P25990,0.2659,0.2659
P14332,0.1079,0.1079
P2171,0.6758,0.6758
P19244,0.6421,0.6421
P4042,0.7857,0.7857
P23788,0.6481,0.6481
P8882,0.6831,0.6831
P20196,0.5417,0.5417
P3480,0.9462,0.9462
P7457,0.2343,0.2343
P14396,0.5174,0.5174
P6178,0.7926,0.7926
P18954,0.5932,0.5932
P11317,0.8564,0.8564
P15799,0.8549,0.8549
P24813,0.1048,0.1048
P18301,0.1069,0.1069
P13105,0.5566,0.5566
P7046,0.6873,0.6873
P13463,0.9378,0.9378
P8128,0.4954,0.4954
P21866,0.2692,0.2692
P8722,0.993,0.993
P25204,0.5061,0.5061
P20575,0.1158,0.1158
P6116,0.3246,0.3246
P16843,0.7736,0.7736
P13989,0.4816,0.4816
P29868,0.6578,0.6578
P18304,0.8331,0.8331
P13228,0.1429,0.1429
P3856,0.3485,0.3485
P20646,0.9747,0.9747
P20459,0.596,0.596
P25421,0.8989,0.8989
P10177,0.8472,0.8472
P29807,0.2086,0.2086
P29370,0.2975,0.2975
P15618,0.6622,0.6622
P8202,0.296,0.296
P18147,0.7874,0.7874
P27763,0.9405,0.9405
P28248,0.912,0.912
P23114,0.7579,0.7579
P11229,0.1905,0.1905
P2938,0.8495,0.8495
P1878,0.1121,0.1121
P26747,0.9877,0.9877
P17430,0.3972,0.3972
P24959,0.7324,0.7324
P13003,0.1271,0.1271
