partid,assembler
P20552,postgresC
P20176,postgresC
P817,postgresB
P26995,postgresC
P15181,postgresC
P19799,postgresC
P2085,postgresB
P5755,postgresC
P1705,postgresB
P16850,postgresC
P12833,postgresC
P5093,postgresB
P6150,postgresB
P7105,postgresB
P17682,postgresC
P842,postgresB
P7209,postgresC
P5552,postgresB
P7241,postgresC
P4076,postgresC
P4795,postgresC
P8041,postgresC
P11409,postgresC
P4690,postgresC
P24226,postgresC
P22556,postgresB
P7962,postgresB
P2739,postgresB
P2991,postgresC
P21812,postgresB
P15302,postgresB
P23566,postgresB
P21829,postgresB
P24208,postgresB
P9296,postgresC
P25709,postgresB
P29350,postgresB
P16593,postgresB
P10163,postgresC
P13118,postgresC
P20130,postgresB
P16731,postgresC
P10498,postgresC
P17530,postgresB
P27193,postgresC
P3995,postgresC
P21124,postgresB
P26143,postgresB
P25990,postgresC
P1483,postgresB
P8865,postgresB
P25560,postgresB
P25566,postgresB
P14332,postgresC
P19400,postgresB
P2171,postgresC
P19244,postgresC
P4042,postgresC
P22121,postgresB
P23788,postgresC
P17604,postgresB
P28001,postgresB
P21434,postgresB
P12264,postgresB
P8882,postgresC
P20196,postgresC
P16230,postgresB
P3480,postgresC
P7457,postgresC
P14396,postgresC
P6178,postgresC
P18954,postgresC
P11317,postgresC
P15799,postgresC
P24813,postgresC
P18301,postgresC
P13105,postgresC
P29342,postgresB
P10638,postgresB
P7046,postgresC
P13463,postgresC
P8128,postgresC
P21866,postgresC
P8722,postgresC
P5833,postgresB
P11951,postgresB
P9216,postgresB
P25204,postgresC
P12479,postgresB
P17458,postgresB
P20575,postgresC
P27073,postgresB
P6116,postgresC
P26167,postgresB
P24765,postgresB
P16843,postgresC
P11197,postgresB
P17490,postgresB
P13989,postgresC
P29868,postgresC
P18304,postgresC
P13228,postgresC
P3856,postgresC
P3052,postgresB
P20646,postgresC
P25732,postgresB
P20459,postgresC
P25421,postgresC
P16723,postgresB
P10177,postgresC
P29807,postgresC
P10979,postgresB
P5142,postgresB
P10987,postgresB
P29370,postgresC
P15618,postgresC
P4780,postgresB
P8202,postgresC
P16671,postgresB
P11680,postgresB
P18147,postgresC
P18769,postgresB
P27763,postgresC
P28248,postgresC
P23114,postgresC
P11229,postgresC
P2938,postgresC
P16339,postgresB
P18245,postgresB
P17190,postgresB
P28090,postgresB
P401,postgresB
P1878,postgresC
P26747,postgresC
P23781,postgresB
P23303,postgresB
P14646,postgresB
P22766,postgresB
P17110,postgresB
P17430,postgresC
P22414,postgresB
P13714,postgresB
P24959,postgresC
P13003,postgresC
P20838,postgresC
P1734,postgresB
P5141,postgresB
P26579,postgresC
P20960,postgresC
P24212,postgresC
P27058,postgresB
P21440,postgresC
P3374,postgresC
P5043,postgresC
P1645,postgresC
P5224,postgresC
P16990,postgresB
P9842,postgresC
P7137,postgresC
P6468,postgresC
P12031,postgresC
P12322,postgresC
P877,postgresC
P12752,postgresB
P23775,postgresB
P8583,postgresB
P24219,postgresB
P12449,postgresB
P18999,postgresC
P10884,postgresB
P15613,postgresC
P10305,postgresB
P16531,postgresC
P21648,postgresB
P29398,postgresB
P22672,postgresB
P23170,postgresB
P4965,postgresC
P13397,postgresB
P3895,postgresC
P19809,postgresB
P17573,postgresB
P20592,postgresB
P25752,postgresB
P17503,postgresB
P9121,postgresB
P1319,postgresB
P16516,postgresB
P776,postgresB
P20883,postgresB
P5804,postgresC
P9758,postgresB
P9444,postgresB
P16853,postgresB
P1504,postgresC
P16696,postgresC
P5227,postgresB
P26494,postgresB
P12831,postgresB
P29597,postgresB
P9030,postgresB
P7782,postgresC
P15413,postgresC
P26194,postgresB
P5636,postgresB
P9424,postgresC
P124,postgresB
P11900,postgresC
P19660,postgresB
P14796,postgresC
P28089,postgresB
P16537,postgresB
P21633,postgresC
P4878,postgresC
P18129,postgresB
P5845,postgresC
P19975,postgresB
P22144,postgresB
P24576,postgresB
P25527,postgresC
P23052,postgresB
P22503,postgresC
P16110,postgresB
P5237,postgresC
P993,postgresB
P1379,postgresC
P15964,postgresC
P22978,postgresC
P14443,postgresC
P23480,postgresB
P2208,postgresC
P13640,postgresB
P6206,postgresB
P13325,postgresC
P17330,postgresC
P3555,postgresB
P6083,postgresC
P27734,postgresC
P27717,postgresB
P24786,postgresC
P24559,postgresC
P25424,postgresC
P5938,postgresB
P12719,postgresB
P12153,postgresB
P11789,postgresB
P3935,postgresB
P9006,postgresC
P15226,postgresB
P2391,postgresC
P22228,postgresC
P6004,postgresB
P13405,postgresB
P7953,postgresB
P11584,postgresC
P9662,postgresB
P27351,postgresC
P29770,postgresB
P20464,postgresC
P28279,postgresC
P2496,postgresB
P11736,postgresC
P12935,postgresC
P15526,postgresC
P151,postgresC
P5293,postgresB
P17549,postgresC
P19527,postgresC
P21747,postgresB
P22689,postgresC
P29364,postgresC
P20229,postgresB
P1244,postgresC
P25361,postgresB
P27894,postgresC
P4949,postgresC
P13716,postgresC
P26041,postgresB
P29788,postgresB
P7433,postgresC
P695,postgresB
P11974,postgresC
P7851,postgresB
P16384,postgresC
P6003,postgresC
P26983,postgresC
P21239,postgresB
P16043,postgresB
P24260,postgresB
P3121,postgresB
P12869,postgresC
P17116,postgresB
P19619,postgresB
P12908,postgresC
P12578,postgresC
P25945,postgresB
P18016,postgresC
P17009,postgresC
P2888,postgresB
P5232,postgresB
P8184,postgresC
P23080,postgresC
P24386,postgresB
P2036,postgresB
P13863,postgresB
P24008,postgresB
P24656,postgresC
P17411,postgresC
P1011,postgresC
P27528,postgresB
P13018,postgresC
P10556,postgresB
P19381,postgresB
P22794,postgresC
P22465,postgresC
P26642,postgresC
P7308,postgresB
P18054,postgresC
P23272,postgresB
P23736,postgresC
P25811,postgresB
P11239,postgresC
P12224,postgresC
P197,postgresB
P25483,postgresB
P19794,postgresB
P391,postgresC
P17981,postgresC
P1065,postgresB
P16791,postgresB
P9986,postgresC
P17795,postgresC
P26708,postgresB
P19050,postgresC
P2760,postgresB
P16846,postgresB
P22675,postgresB
P27244,postgresB
P12754,postgresC
P22657,postgresC
P11055,postgresC
P27529,postgresB
P23275,postgresC
P10903,postgresB
P9488,postgresB
P12909,postgresB
P24110,postgresC
P23931,postgresB
P11209,postgresB
P10971,postgresB
P3021,postgresB
P24089,postgresC
P18749,postgresB
P5509,postgresC
P1191,postgresB
P23904,postgresC
P20661,postgresB
P12744,postgresB
P28556,postgresB
P9073,postgresC
P23570,postgresC
P1518,postgresC
P26568,postgresC
P9793,postgresC
P2201,postgresC
P21512,postgresB
P27376,postgresB
P15288,postgresC
P27273,postgresB
P27819,postgresB
P3840,postgresB
P1233,postgresC
P15064,postgresB
P2714,postgresC
P19734,postgresC
P9440,postgresC
P6597,postgresB
P18182,postgresC
P6183,postgresC
P8665,postgresC
P5818,postgresC
P20867,postgresC
P17924,postgresB
P4605,postgresB
P29474,postgresB
P23159,postgresB
P28193,postgresB
P29852,postgresC
P24938,postgresC
P14686,postgresB
P17969,postgresB
P1917,postgresC
P21811,postgresB
P13036,postgresC
P16547,postgresB
P4611,postgresC
P8717,postgresC
P24328,postgresB
P19732,postgresC
P9381,postgresB
P12421,postgresC
P6341,postgresC
P13750,postgresC
P21531,postgresC
P1882,postgresB
P29696,postgresB
P1096,postgresC
P26741,postgresB
P1760,postgresB
P22063,postgresC
P15963,postgresC
P21996,postgresB
P25413,postgresB
P27017,postgresB
P13179,postgresB
P5844,postgresC
P8516,postgresB
P6318,postgresC
P14126,postgresB
P5955,postgresC
P24941,postgresC
P25007,postgresC
P15507,postgresC
P26156,postgresB
P15255,postgresC
P11836,postgresC
P4919,postgresC
P25416,postgresB
P26794,postgresB
P23099,postgresB
P5792,postgresC
P6096,postgresB
P12126,postgresC
P4526,postgresC
P19295,postgresC
P28769,postgresB
P27966,postgresB
P23115,postgresB
P2172,postgresB
P24856,postgresC
P21935,postgresC
P22669,postgresC
P24597,postgresB
P380,postgresB
P11767,postgresB
P11398,postgresB
P11361,postgresB
P25487,postgresC
P20499,postgresB
P19340,postgresB
P20400,postgresC
P674,postgresC
P7210,postgresB
P15815,postgresB
P2325,postgresC
P27900,postgresB
P5257,postgresB
P903,postgresC
P3211,postgresB
P9489,postgresC
P14243,postgresB
P17705,postgresB
P28294,postgresC
P10432,postgresC
P14222,postgresC
P5773,postgresB
P8806,postgresC
P9663,postgresB
P15869,postgresC
P24669,postgresC
P16648,postgresC
P7858,postgresB
P19923,postgresC
P27307,postgresC
P3166,postgresB
P20963,postgresB
P5412,postgresB
P24791,postgresC
P9178,postgresB
P13328,postgresC
P27595,postgresC
P21340,postgresB
P11714,postgresC
P7945,postgresC
P26885,postgresB
P23411,postgresB
P6458,postgresC
P25378,postgresC
P11754,postgresB
P13824,postgresB
P26918,postgresB
P14082,postgresC
P5993,postgresC
P5979,postgresB
P29041,postgresC
P10424,postgresB
P7322,postgresC
P13348,postgresB
P26195,postgresC
P24629,postgresB
P28340,postgresB
P3577,postgresB
P22282,postgresC
P13042,postgresB
P21445,postgresC
P7856,postgresB
P7098,postgresC
P29091,postgresB
P8809,postgresC
P25333,postgresB
P19247,postgresB
P20510,postgresB
P6798,postgresC
P7302,postgresC
P14465,postgresB
P18691,postgresB
P22936,postgresB
P22298,postgresB
