partid,assembler
P20552,postgresC
P20176,postgresC
P817,postgresB
P26995,postgresB
P15181,postgresC
P19799,postgresC
P2085,postgresC
P5755,postgresB
P1705,postgresC
P16850,postgresB
P12833,postgresC
P5093,postgresC
P6150,postgresB
P7105,postgresC
P17682,postgresB
P842,postgresB
P7209,postgresB
P5552,postgresC
P7241,postgresC
P4076,postgresB
P4795,postgresC
P8041,postgresC
P11409,postgresC
P4690,postgresC
P24226,postgresC
P22556,postgresC
P7962,postgresB
P2739,postgresB
P2991,postgresB
P21812,postgresC
P15302,postgresB
P23566,postgresB
P21829,postgresB
P24208,postgresC
P9296,postgresC
P25709,postgresB
P29350,postgresB
P16593,postgresC
P10163,postgresC
P13118,postgresC
P20130,postgresC
P16731,postgresB
P10498,postgresB
P17530,postgresC
P27193,postgresC
P3995,postgresB
P21124,postgresC
P26143,postgresB
P25990,postgresB
P1483,postgresC
P8865,postgresB
P25560,postgresC
P25566,postgresC
P14332,postgresC
P19400,postgresC
P2171,postgresC
P19244,postgresB
P4042,postgresB
P22121,postgresB
P23788,postgresB
P17604,postgresC
P28001,postgresB
P21434,postgresC
P12264,postgresB
P8882,postgresC
P20196,postgresC
P16230,postgresC
P3480,postgresC
P7457,postgresB
P14396,postgresB
P6178,postgresC
P18954,postgresC
P11317,postgresB
P15799,postgresB
P24813,postgresB
P18301,postgresC
P13105,postgresB
P29342,postgresB
P10638,postgresC
P7046,postgresB
P13463,postgresC
P8128,postgresC
P21866,postgresC
P8722,postgresB
P5833,postgresB
P11951,postgresC
P9216,postgresB
P25204,postgresB
P12479,postgresC
P17458,postgresC
P20575,postgresC
P27073,postgresB
P6116,postgresC
P26167,postgresB
P24765,postgresC
P16843,postgresC
P11197,postgresB
P17490,postgresC
P13989,postgresC
P29868,postgresC
P18304,postgresB
P13228,postgresB
P3856,postgresB
P3052,postgresB
P20646,postgresB
P25732,postgresB
P20459,postgresB
P25421,postgresB
P16723,postgresC
P10177,postgresC
P29807,postgresC
P10979,postgresB
P5142,postgresB
P10987,postgresC
P29370,postgresB
P15618,postgresB
P4780,postgresC
P8202,postgresB
P16671,postgresC
P11680,postgresC
P18147,postgresC
P18769,postgresB
P27763,postgresC
P28248,postgresC
P23114,postgresC
P11229,postgresC
P2938,postgresB
P16339,postgresC
P18245,postgresC
P17190,postgresB
P28090,postgresC
P401,postgresC
P1878,postgresB
P26747,postgresC
P23781,postgresB
P23303,postgresB
P14646,postgresC
P22766,postgresC
P17110,postgresB
P17430,postgresC
P22414,postgresC
P13714,postgresC
P24959,postgresB
P13003,postgresB
P20838,postgresC
P1734,postgresC
P5141,postgresB
P26579,postgresB
P20960,postgresB
P24212,postgresC
P27058,postgresB
P21440,postgresB
P3374,postgresC
P5043,postgresC
P1645,postgresB
P5224,postgresC
P16990,postgresB
P9842,postgresB
P7137,postgresC
P6468,postgresB
P12031,postgresB
P12322,postgresB
P877,postgresC
P12752,postgresC
P23775,postgresB
P8583,postgresC
P24219,postgresB
P12449,postgresB
P18999,postgresC
P10884,postgresC
P15613,postgresB
P10305,postgresB
P16531,postgresB
P21648,postgresB
P29398,postgresC
P22672,postgresB
P23170,postgresC
P4965,postgresC
P13397,postgresC
P3895,postgresC
P19809,postgresB
P17573,postgresB
P20592,postgresC
P25752,postgresC
P17503,postgresB
P9121,postgresB
P1319,postgresB
P16516,postgresB
P776,postgresB
P20883,postgresC
P5804,postgresC
P9758,postgresB
P9444,postgresB
P16853,postgresC
P1504,postgresC
P16696,postgresB
P5227,postgresC
P26494,postgresC
P12831,postgresC
P29597,postgresC
P9030,postgresB
P7782,postgresC
P15413,postgresB
P26194,postgresC
P5636,postgresB
P9424,postgresB
P124,postgresC
P11900,postgresC
P19660,postgresC
P14796,postgresB
P28089,postgresC
P16537,postgresB
P21633,postgresB
P4878,postgresB
P18129,postgresC
P5845,postgresC
P19975,postgresB
P22144,postgresB
P24576,postgresC
P25527,postgresB
P23052,postgresC
P22503,postgresB
P16110,postgresB
P5237,postgresC
P993,postgresC
P1379,postgresC
P15964,postgresC
P22978,postgresC
P14443,postgresC
P23480,postgresC
P2208,postgresB
P13640,postgresB
P6206,postgresC
P13325,postgresB
P17330,postgresB
P3555,postgresB
P6083,postgresB
P27734,postgresB
P27717,postgresC
P24786,postgresC
P24559,postgresB
P25424,postgresC
P5938,postgresB
P12719,postgresB
P12153,postgresB
P11789,postgresB
P3935,postgresC
P9006,postgresB
P15226,postgresB
P2391,postgresC
P22228,postgresB
P6004,postgresB
P13405,postgresC
P7953,postgresB
P11584,postgresC
P9662,postgresC
P27351,postgresC
P29770,postgresB
P20464,postgresB
P28279,postgresB
P2496,postgresB
P11736,postgresB
P12935,postgresC
P15526,postgresC
P151,postgresB
P5293,postgresC
P17549,postgresB
P19527,postgresC
P21747,postgresB
P22689,postgresB
P29364,postgresB
P20229,postgresC
P1244,postgresB
P25361,postgresB
P27894,postgresB
P4949,postgresB
P13716,postgresB
P26041,postgresC
P29788,postgresC
P7433,postgresC
P695,postgresB
P11974,postgresB
P7851,postgresC
P16384,postgresC
P6003,postgresC
P26983,postgresC
P21239,postgresB
P16043,postgresB
P24260,postgresC
P3121,postgresC
P12869,postgresC
P17116,postgresB
P19619,postgresB
P12908,postgresC
P12578,postgresB
P25945,postgresC
P18016,postgresC
P17009,postgresB
P2888,postgresB
P5232,postgresC
P8184,postgresB
P23080,postgresB
P24386,postgresB
P2036,postgresC
P13863,postgresB
P24008,postgresC
P24656,postgresB
P17411,postgresB
P1011,postgresB
P27528,postgresB
P13018,postgresC
P10556,postgresB
P19381,postgresB
P22794,postgresB
P22465,postgresB
P26642,postgresB
P7308,postgresB
P18054,postgresB
P23272,postgresC
P23736,postgresB
P25811,postgresC
P11239,postgresB
P12224,postgresC
P197,postgresB
P25483,postgresC
P19794,postgresB
P391,postgresC
P17981,postgresC
P1065,postgresC
P16791,postgresB
P9986,postgresB
P17795,postgresB
P26708,postgresB
P19050,postgresC
P2760,postgresB
P16846,postgresB
P22675,postgresC
P27244,postgresC
P12754,postgresC
P22657,postgresC
P11055,postgresB
P27529,postgresC
P23275,postgresB
P10903,postgresC
P9488,postgresC
P12909,postgresB
P24110,postgresC
P23931,postgresB
P11209,postgresB
P10971,postgresB
P3021,postgresC
P24089,postgresB
P18749,postgresB
P5509,postgresB
P1191,postgresC
P23904,postgresB
P20661,postgresB
P12744,postgresB
P28556,postgresB
P9073,postgresB
P23570,postgresB
P1518,postgresC
P26568,postgresC
P9793,postgresB
P2201,postgresC
P21512,postgresB
P27376,postgresC
P15288,postgresB
P27273,postgresB
P27819,postgresC
P3840,postgresB
P1233,postgresB
P15064,postgresC
P2714,postgresB
P19734,postgresB
P9440,postgresB
P6597,postgresC
P18182,postgresC
P6183,postgresC
P8665,postgresB
P5818,postgresB
P20867,postgresB
P17924,postgresB
P4605,postgresC
P29474,postgresC
P23159,postgresB
P28193,postgresC
P29852,postgresC
P24938,postgresC
P14686,postgresB
P17969,postgresB
P1917,postgresC
P21811,postgresB
P13036,postgresB
P16547,postgresB
P4611,postgresB
P8717,postgresC
P24328,postgresC
P19732,postgresC
P9381,postgresC
P12421,postgresB
P6341,postgresB
P13750,postgresB
P21531,postgresC
P1882,postgresB
P29696,postgresB
P1096,postgresC
P26741,postgresB
P1760,postgresB
P22063,postgresB
P15963,postgresB
P21996,postgresB
P25413,postgresB
P27017,postgresB
P13179,postgresB
P5844,postgresC
P8516,postgresC
P6318,postgresC
P14126,postgresB
P5955,postgresC
P24941,postgresC
P25007,postgresB
P15507,postgresC
P26156,postgresB
P15255,postgresC
P11836,postgresC
P4919,postgresB
P25416,postgresC
P26794,postgresB
P23099,postgresC
P5792,postgresC
P6096,postgresB
P12126,postgresC
P4526,postgresB
P19295,postgresB
P28769,postgresB
P27966,postgresC
P23115,postgresC
P2172,postgresC
P24856,postgresC
P21935,postgresC
P22669,postgresB
P24597,postgresB
P380,postgresC
P11767,postgresC
P11398,postgresB
P11361,postgresC
P25487,postgresB
P20499,postgresB
P19340,postgresB
P20400,postgresB
P674,postgresB
P7210,postgresB
P15815,postgresC
P2325,postgresB
P27900,postgresC
P5257,postgresB
P903,postgresB
P3211,postgresC
P9489,postgresC
P14243,postgresB
P17705,postgresC
P28294,postgresC
P10432,postgresC
P14222,postgresC
P5773,postgresC
P8806,postgresC
P9663,postgresB
P15869,postgresB
P24669,postgresC
P16648,postgresC
P7858,postgresB
P19923,postgresC
P27307,postgresB
P3166,postgresC
P20963,postgresC
P5412,postgresC
P24791,postgresB
P9178,postgresB
P13328,postgresC
P27595,postgresB
P21340,postgresC
P11714,postgresB
P7945,postgresB
P26885,postgresC
P23411,postgresC
P6458,postgresB
P25378,postgresC
P11754,postgresC
P13824,postgresC
P26918,postgresC
P14082,postgresC
P5993,postgresC
P5979,postgresC
P29041,postgresB
P10424,postgresB
P7322,postgresC
P13348,postgresB
P26195,postgresB
P24629,postgresC
P28340,postgresB
P3577,postgresC
P22282,postgresC
P13042,postgresC
P21445,postgresB
P7856,postgresC
P7098,postgresC
P29091,postgresC
P8809,postgresB
P25333,postgresC
P19247,postgresC
P20510,postgresC
P6798,postgresC
P7302,postgresC
P14465,postgresB
P18691,postgresC
P22936,postgresB
P22298,postgresC
