partid,parents_partid,qty
P0,null,1
P1,P0,1
P2,P0,1
P3,P0,1
P4,P2,1
P5,P2,1
P6,P3,1
P7,P3,1
P8,P6,1
P9,P6,1
P10,P6,1
P11,P7,1
P12,P7,1
P13,P7,1
P14,P7,1
P15,P8,1
P16,P8,1
P17,P8,1
P18,P8,1
P19,P8,1
P20,P9,1
P21,P9,1
P22,P9,1
P23,P9,1
P24,P10,1
P25,P10,1
P26,P10,1
P27,P10,1
P28,P12,1
P29,P12,1
P30,P12,1
P31,P14,1
P32,P14,1
P33,P14,1
P34,P15,1
P35,P15,1
P36,P15,1
P37,P15,1
P38,P15,1
P39,P16,1
P40,P16,1
P41,P16,1
P42,P16,1
P43,P17,1
P44,P17,1
P45,P17,1
P46,P18,1
P47,P18,1
P48,P18,1
P49,P18,1
P50,P18,1
P51,P19,1
P52,P19,1
P53,P19,1
P54,P20,1
P55,P20,1
P56,P20,1
P57,P20,1
P58,P20,1
P59,P21,1
P60,P21,1
P61,P21,1
P62,P21,1
P63,P22,1
P64,P22,1
P65,P22,1
P66,P24,1
P67,P24,1
P68,P24,1
P69,P24,1
P70,P24,1
P71,P25,1
P72,P25,1
P73,P26,1
P74,P26,1
P75,P26,1
P76,P26,1
P77,P28,1
P78,P28,1
P79,P28,1
P80,P32,1
P81,P32,1
P82,P32,1
P83,P32,1
P84,P33,1
P85,P33,1
P86,P33,1
P87,P34,1
P88,P34,1
P89,P35,1
P90,P35,1
P91,P35,1
P92,P35,1
P93,P35,1
P94,P36,1
P95,P36,1
P96,P36,1
P97,P36,1
P98,P37,1
P99,P37,1
P100,P37,1
P101,P38,1
P102,P38,1
P103,P39,1
P104,P39,1
P105,P39,1
P106,P39,1
P107,P40,1
P108,P40,1
P109,P40,1
P110,P40,1
P111,P40,1
P112,P42,1
P113,P42,1
P114,P42,1
P115,P43,1
P116,P43,1
P117,P43,1
P118,P45,1
P119,P45,1
P120,P45,1
P121,P45,1
P122,P45,1
P123,P46,1
P124,P46,1
P125,P46,1
P126,P46,1
P127,P46,1
P128,P47,1
P129,P47,1
P130,P47,1
P131,P47,1
P132,P48,1
P133,P48,1
P134,P48,1
P135,P49,1
P136,P49,1
P137,P49,1
P138,P49,1
P139,P49,1
P140,P51,1
P141,P51,1
P142,P51,1
P143,P54,1
P144,P54,1
P145,P55,1
P146,P55,1
P147,P55,1
P148,P56,1
P149,P56,1
P150,P56,1
P151,P56,1
P152,P57,1
P153,P57,1
P154,P57,1
P155,P58,1
P156,P58,1
P157,P58,1
P158,P58,1
P159,P58,1
P160,P59,1
P161,P59,1
P162,P59,1
P163,P59,1
P164,P59,1
P165,P60,1
P166,P60,1
P167,P60,1
P168,P60,1
P169,P60,1
P170,P61,1
P171,P61,1
P172,P61,1
P173,P62,1
P174,P62,1
P175,P62,1
P176,P62,1
P177,P63,1
P178,P63,1
P179,P63,1
P180,P63,1
P181,P64,1
P182,P64,1
P183,P65,1
P184,P65,1
P185,P65,1
P186,P68,1
P187,P68,1
P188,P68,1
P189,P71,1
P190,P71,1
P191,P71,1
P192,P71,1
P193,P72,1
P194,P72,1
P195,P73,1
P196,P73,1
P197,P73,1
P198,P74,1
P199,P74,1
P200,P74,1
P201,P75,1
P202,P75,1
P203,P75,1
P204,P75,1
P205,P77,1
P206,P77,1
P207,P78,1
P208,P78,1
P209,P78,1
P210,P79,1
P211,P79,1
P212,P80,1
P213,P80,1
P214,P80,1
P215,P80,1
P216,P80,1
P217,P81,1
P218,P81,1
P219,P81,1
P220,P82,1
P221,P82,1
P222,P82,1
P223,P82,1
P224,P82,1
P225,P83,1
P226,P83,1
P227,P83,1
P228,P83,1
P229,P86,1
P230,P86,1
P231,P86,1
P232,P88,1
P233,P88,1
P234,P89,1
P235,P89,1
P236,P89,1
P237,P89,1
P238,P89,1
P239,P92,1
P240,P92,1
P241,P93,1
P242,P93,1
P243,P94,1
P244,P94,1
P245,P94,1
P246,P95,1
P247,P95,1
P248,P95,1
P249,P96,1
P250,P96,1
P251,P96,1
P252,P96,1
P253,P97,1
P254,P97,1
P255,P98,1
P256,P98,1
P257,P99,1
P258,P99,1
P259,P101,1
P260,P101,1
P261,P103,1
P262,P103,1
P263,P104,1
P264,P104,1
P265,P104,1
P266,P105,1
P267,P105,1
P268,P105,1
P269,P105,1
P270,P105,1
P271,P106,1
P272,P106,1
P273,P106,1
P274,P106,1
P275,P106,1
P276,P108,1
P277,P108,1
P278,P108,1
P279,P108,1
P280,P108,1
P281,P112,1
P282,P112,1
P283,P113,1
P284,P113,1
P285,P113,1
P286,P113,1
P287,P113,1
P288,P115,1
P289,P115,1
P290,P116,1
P291,P116,1
P292,P117,1
P293,P117,1
P294,P118,1
P295,P118,1
P296,P118,1
P297,P118,1
P298,P118,1
P299,P120,1
P300,P120,1
P301,P121,1
P302,P121,1
P303,P121,1
P304,P122,1
P305,P122,1
P306,P122,1
P307,P123,1
P308,P123,1
P309,P123,1
P310,P123,1
P311,P123,1
P312,P124,1
P313,P124,1
P314,P125,1
P315,P125,1
