partid,parents_partid,qty
P0,null,1
P1,P0,1
P2,P0,1
P3,P0,1
P4,P1,1
P5,P1,1
P6,P2,1
P7,P2,1
P8,P2,1
P9,P2,1
P10,P2,1
P11,P5,1
P12,P5,1
P13,P5,1
P14,P5,1
P15,P5,1
P16,P6,1
P17,P6,1
P18,P8,1
P19,P8,1
P20,P8,1
P21,P8,1
P22,P10,1
P23,P10,1
P24,P10,1
P25,P11,1
P26,P11,1
P27,P11,1
P28,P11,1
P29,P12,1
P30,P12,1
P31,P12,1
P32,P13,1
P33,P13,1
P34,P15,1
P35,P15,1
P36,P15,1
P37,P16,1
P38,P16,1
P39,P17,1
P40,P17,1
P41,P17,1
P42,P17,1
P43,P17,1
P44,P18,1
P45,P18,1
P46,P18,1
P47,P19,1
P48,P19,1
P49,P19,1
P50,P19,1
P51,P20,1
P52,P20,1
P53,P20,1
P54,P20,1
P55,P20,1
P56,P24,1
P57,P24,1
P58,P24,1
P59,P24,1
P60,P24,1
P61,P25,1
P62,P25,1
P63,P25,4
P64,P25,1
P65,P26,1
P66,P26,1
P67,P27,1
P68,P27,1
P69,P28,1
P70,P28,1
P71,P28,1
P72,P28,1
P73,P28,1
P74,P29,1
P75,P29,1
P76,P29,1
P77,P29,1
P78,P30,1
P79,P30,1
P80,P31,1
P81,P31,1
P82,P31,1
P83,P31,1
P84,P31,1
P85,P32,1
P86,P32,1
P87,P32,1
P88,P32,1
P89,P32,1
P90,P33,1
P91,P33,1
P92,P35,1
P93,P35,1
P94,P35,1
P95,P36,1
P96,P36,1
P97,P36,1
P98,P37,1
P99,P37,1
P100,P37,1
P101,P38,1
P102,P38,1
P103,P38,1
P104,P38,1
P105,P38,2
P106,P39,1
P107,P39,1
P108,P41,1
P109,P41,1
P110,P42,1
P111,P42,1
P112,P42,1
P113,P43,1
P114,P43,1
P115,P46,1
P116,P46,1
P117,P46,1
P118,P46,1
P119,P47,1
P120,P47,1
P121,P47,1
P122,P47,1
P123,P48,1
P124,P48,1
P125,P49,1
P126,P49,1
P127,P50,1
P128,P50,1
P129,P50,1
P130,P50,1
P131,P50,1
P132,P52,1
P133,P52,1
P134,P52,1
P135,P53,1
P136,P53,1
P137,P53,1
P138,P53,1
P139,P54,1
P140,P54,1
P141,P55,1
P142,P55,1
P143,P55,1
P144,P56,1
P145,P56,1
P146,P56,1
P147,P56,1
P148,P56,1
P149,P57,1
P150,P57,1
P151,P57,1
P152,P57,1
P153,P57,1
P154,P58,1
P155,P58,1
P156,P58,1
P157,P63,1
P158,P63,1
P159,P63,1
P160,P63,1
P161,P63,1
P162,P67,1
P163,P67,1
P164,P68,1
P165,P68,1
P166,P68,1
P167,P69,1
P168,P69,1
P169,P69,1
P170,P69,1
P171,P70,1
P172,P70,1
P173,P70,1
P174,P71,1
P175,P71,1
P176,P73,1
P177,P73,1
P178,P73,1
P179,P73,1
P180,P74,1
P181,P74,1
P182,P75,1
P183,P75,1
P184,P75,1
P185,P75,1
P186,P76,1
P187,P76,1
P188,P76,1
P189,P77,1
P190,P77,1
P191,P77,1
P192,P77,1
P193,P78,1
P194,P78,1
P195,P78,1
P196,P78,1
P197,P78,1
P198,P80,1
P199,P80,1
P200,P80,1
P201,P83,1
P202,P83,1
P203,P83,1
P204,P84,1
P205,P84,1
P206,P84,1
P207,P85,1
P208,P85,1
P209,P87,1
P210,P87,1
P211,P91,1
P212,P91,1
P213,P91,4
P214,P91,1
P215,P91,1
P216,P94,1
P217,P94,1
P218,P94,1
P219,P96,1
P220,P96,1
P221,P96,1
P222,P96,1
P223,P97,1
P224,P97,1
P225,P97,1
P226,P98,1
P227,P98,1
P228,P100,1
P229,P100,1
P230,P100,1
P231,P100,1
P232,P100,1
P233,P101,1
P234,P101,1
P235,P101,1
P236,P101,1
P237,P102,1
P238,P102,1
P239,P102,1
P240,P102,1
P241,P103,1
P242,P103,1
P243,P104,1
P244,P104,1
P245,P106,1
P246,P106,1
P247,P106,1
P248,P106,1
P249,P107,1
P250,P107,1
P251,P107,1
P252,P107,1
P253,P108,1
P254,P108,1
P255,P108,1
P256,P108,1
P257,P109,1
P258,P109,1
P259,P109,1
P260,P110,1
P261,P110,1
P262,P112,1
P263,P112,1
P264,P113,1
P265,P113,1
P266,P114,1
P267,P114,1
P268,P114,1
P269,P116,1
P270,P116,1
P271,P116,1
P272,P116,1
P273,P116,1
P274,P117,1
P275,P117,1
P276,P117,1
P277,P117,1
P278,P117,1
P279,P119,1
P280,P119,1
P281,P120,1
P282,P120,1
P283,P121,1
P284,P121,1
P285,P122,1
P286,P122,1
P287,P122,1
P288,P123,1
P289,P123,1
P290,P123,1
P291,P124,1
P292,P124,1
P293,P126,1
P294,P126,1
P295,P126,1
P296,P131,1
P297,P131,1
P298,P131,1
P299,P131,1
P300,P131,1
P301,P132,1
P302,P132,1
P303,P133,1
P304,P133,1
P305,P133,1
P306,P133,1
P307,P133,1
P308,P134,1
P309,P134,1
P310,P135,1
P311,P135,1
P312,P135,1
P313,P135,1
P314,P135,1
P315,P136,1
