partid,cfp,co2
P1831,0.8054,0.8054
P1584,0.747,0.747
P1351,0.4524,0.4524
P610,0.3796,0.3796
P475,0.7604,0.7604
P1131,0.6274,0.6274
P4,0.2373,0.2373
P1497,0.3594,0.3594
P124,0.8105,0.8105
P1776,0.5126,0.5126
P1905,0.7543,0.7543
P297,0.8002,0.8002
P742,0.5644,0.5644
P1966,0.2255,0.2255
P1947,0.6425,0.6425
P423,0.3505,0.3505
P945,0.4623,0.4623
P1146,0.612,0.612
P1976,0.1264,0.1264
P2202,0.1276,0.1276
P2338,0.3942,0.3942
P1893,0.6164,0.6164
P2385,0.2046,0.2046
P1758,0.234,0.234
P1420,0.5719,0.5719
P1618,0.4758,0.4758
P572,0.9673,0.9673
P1112,0.1457,0.1457
P1301,0.4452,0.4452
P2380,0.1431,0.1431
P1328,0.8698,0.8698
P2094,0.9481,0.9481
P1824,0.613,0.613
P735,0.4364,0.4364
P1329,0.8939,0.8939
P23,0.4617,0.4617
P827,0.4959,0.4959
P176,0.2828,0.2828
P1590,0.3667,0.3667
P2328,0.6622,0.6622
P645,0.8314,0.8314
P1494,0.7261,0.7261
P2402,0.7944,0.7944
P1691,0.4912,0.4912
P741,0.9081,0.9081
P1089,0.5502,0.5502
P1217,0.626,0.626
P346,0.2266,0.2266
P856,0.1687,0.1687
P1975,0.5442,0.5442
P2391,0.874,0.874
P1484,0.4424,0.4424
P937,0.5401,0.5401
P658,0.3421,0.3421
P160,0.48,0.48
P858,0.8955,0.8955
P340,0.1523,0.1523
P138,0.7407,0.7407
P2221,0.8013,0.8013
P1611,0.1464,0.1464
P1106,0.814,0.814
P981,0.696,0.696
P702,0.5687,0.5687
P197,0.3336,0.3336
P1327,0.2023,0.2023
P2146,0.9019,0.9019
P2034,0.8062,0.8062
P2427,0.5831,0.5831
P2090,0.5323,0.5323
P1177,0.1492,0.1492
P1591,0.3779,0.3779
P36,0.4126,0.4126
P641,0.3419,0.3419
P1316,0.5114,0.5114
P1298,0.5177,0.5177
P1129,0.4811,0.4811
P689,0.6251,0.6251
P1957,0.7402,0.7402
P1994,0.2109,0.2109
P1053,0.9181,0.9181
P790,0.9403,0.9403
P366,0.9651,0.9651
P1852,0.4708,0.4708
P1447,0.7001,0.7001
P1452,0.3055,0.3055
P2116,0.8722,0.8722
P1040,0.3831,0.3831
P785,0.7172,0.7172
P846,0.3537,0.3537
P71,0.2209,0.2209
P872,0.8471,0.8471
P1490,0.5767,0.5767
P1644,0.3933,0.3933
P663,0.7819,0.7819
P648,0.7894,0.7894
P1492,0.1818,0.1818
P1309,0.9215,0.9215
P1920,0.8122,0.8122
P1414,0.2806,0.2806
P1014,0.4601,0.4601
P1559,0.9827,0.9827
P2117,0.46,0.46
P225,0.939,0.939
P497,0.7251,0.7251
P1646,0.7547,0.7547
P1377,0.1633,0.1633
P665,0.9356,0.9356
P1157,0.3106,0.3106
P417,0.5466,0.5466
P2230,0.4295,0.4295
P850,0.7374,0.7374
P598,0.2848,0.2848
P1148,0.4203,0.4203
P1244,0.5403,0.5403
P472,0.1451,0.1451
P2113,0.2183,0.2183
P2414,0.4352,0.4352
P2104,0.5431,0.5431
P125,0.8605,0.8605
P90,0.3544,0.3544
