partid,cfp,co2
P1448,0.4593,0.4593
P1256,0.8617,0.8617
P839,0.8645,0.8645
P2336,0.7345,0.7345
P77,0.1466,0.1466
P1598,0.3702,0.3702
P1036,0.7845,0.7845
P175,0.7998,0.7998
P1686,0.6892,0.6892
P1367,0.5006,0.5006
P112,0.1768,0.1768
P561,0.4673,0.4673
P1810,0.7742,0.7742
P1928,0.7324,0.7324
P2164,0.971,0.971
P116,0.6083,0.6083
P535,0.351,0.351
P1264,0.5135,0.5135
P899,0.7737,0.7737
P148,0.8109,0.8109
P2121,0.8324,0.8324
P2423,0.2484,0.2484
P2324,0.6662,0.6662
P1612,0.8902,0.8902
P2144,0.5075,0.5075
P1421,0.9566,0.9566
P1837,0.3251,0.3251
P78,0.214,0.214
P1929,0.6227,0.6227
P593,0.1736,0.1736
P672,0.3187,0.3187
P284,0.3777,0.3777
P1604,0.2885,0.2885
P1212,0.5197,0.5197
P1482,0.7328,0.7328
P502,0.1917,0.1917
P1371,0.4049,0.4049
P1425,0.8876,0.8876
P1900,0.4768,0.4768
P2224,0.6297,0.6297
P1764,0.9487,0.9487
P1963,0.8745,0.8745
P1556,0.4265,0.4265
P2119,0.8879,0.8879
P1137,0.422,0.422
P514,0.3,0.3
P507,0.7541,0.7541
P1847,0.1601,0.1601
P179,0.9935,0.9935
P606,0.2539,0.2539
P563,0.8147,0.8147
P608,0.4346,0.4346
P1817,0.2417,0.2417
P1207,0.8018,0.8018
P474,0.3603,0.3603
P604,0.716,0.716
P1706,0.8827,0.8827
P1970,0.1693,0.1693
P1230,0.8482,0.8482
P1450,0.295,0.295
P799,0.9453,0.9453
P1655,0.3411,0.3411
P807,0.8074,0.8074
P1436,0.3482,0.3482
P562,0.6696,0.6696
P1189,0.5704,0.5704
P1223,0.6916,0.6916
P1238,0.8502,0.8502
P1232,0.5855,0.5855
P1357,0.2203,0.2203
P884,0.7127,0.7127
P2013,0.7265,0.7265
P2422,0.422,0.422
P2296,0.1264,0.1264
P1903,0.5903,0.5903
P258,0.8142,0.8142
P99,0.1179,0.1179
P2162,0.4128,0.4128
P547,0.9816,0.9816
P320,0.6107,0.6107
P919,0.3741,0.3741
P1833,0.7163,0.7163
P534,0.7412,0.7412
P616,0.2236,0.2236
P2131,0.3226,0.3226
P1779,0.3275,0.3275
P1560,0.3702,0.3702
P74,0.7271,0.7271
P883,0.6602,0.6602
P2228,0.3415,0.3415
P2047,0.7912,0.7912
P1060,0.4073,0.4073
P967,0.4926,0.4926
P2071,0.5831,0.5831
P1262,0.1749,0.1749
P269,0.7873,0.7873
P231,0.8427,0.8427
P48,0.5446,0.5446
P1122,0.2012,0.2012
P1225,0.4239,0.4239
P1958,0.12,0.12
P1390,0.8679,0.8679
P453,0.4024,0.4024
P1570,0.3774,0.3774
P1822,0.1986,0.1986
P434,0.1502,0.1502
P312,0.9783,0.9783
P840,0.2493,0.2493
P1574,0.2013,0.2013
P493,0.6307,0.6307
P996,0.5019,0.5019
P1507,0.6515,0.6515
P1738,0.9869,0.9869
P158,0.1864,0.1864
P2426,0.5373,0.5373
P131,0.3658,0.3658
P86,0.1411,0.1411
P975,0.1809,0.1809
P2136,0.9168,0.9168
P1885,0.7233,0.7233
P2351,0.9209,0.9209
P1983,0.576,0.576
P1927,0.6598,0.6598
P2244,0.3856,0.3856
P1366,0.4685,0.4685
P1904,0.349,0.349
P1855,0.1551,0.1551
P452,0.4796,0.4796
P699,0.7742,0.7742
P234,0.1125,0.1125
P1617,0.1862,0.1862
P1678,0.7834,0.7834
P721,0.8768,0.8768
P1082,0.5542,0.5542
P644,0.4979,0.4979
P1725,0.31,0.31
P243,0.2838,0.2838
P2059,0.684,0.684
P1748,0.6623,0.6623
P1993,0.4437,0.4437
P1769,0.6084,0.6084
P262,0.2467,0.2467
P2349,0.1598,0.1598
P1105,0.816,0.816
P920,0.3145,0.3145
P1294,0.7832,0.7832
P87,0.4822,0.4822
P1819,0.9135,0.9135
P54,0.717,0.717
P2080,0.5163,0.5163
P2268,0.7605,0.7605
P1219,0.9455,0.9455
P2401,0.8523,0.8523
P455,0.6448,0.6448
P2269,0.5002,0.5002
P1771,0.5929,0.5929
P2017,0.3625,0.3625
P1626,0.8969,0.8969
P491,0.8527,0.8527
P1353,0.568,0.568
P1922,0.6754,0.6754
P1467,0.8308,0.8308
P1797,0.9379,0.9379
P1120,0.412,0.412
P1144,0.1951,0.1951
P1707,0.2074,0.2074
P2072,0.865,0.865
P2347,0.1397,0.1397
P1825,0.8217,0.8217
P1575,0.1202,0.1202
P1689,0.3643,0.3643
P2235,0.8196,0.8196
P263,0.5242,0.5242
P1183,0.2459,0.2459
P1378,0.8715,0.8715
P44,0.5748,0.5748
P2393,0.9514,0.9514
P1155,0.9765,0.9765
P188,0.6848,0.6848
P392,0.8018,0.8018
P1179,0.2947,0.2947
P137,0.6287,0.6287
P1071,0.7489,0.7489
P939,0.4796,0.4796
P1830,0.5031,0.5031
P532,0.9762,0.9762
P729,0.8972,0.8972
P888,0.6629,0.6629
P723,0.1245,0.1245
P2253,0.5143,0.5143
P2145,0.8269,0.8269
P1370,0.9069,0.9069
P1308,0.4237,0.4237
P471,0.1798,0.1798
P2248,0.6117,0.6117
P213,0.7885,0.7885
P224,0.4069,0.4069
P102,0.104,0.104
P89,0.4116,0.4116
P609,0.7855,0.7855
P521,0.5164,0.5164
P2028,0.8378,0.8378
P1253,0.3674,0.3674
P1723,0.3968,0.3968
P1486,0.8857,0.8857
P1147,0.7651,0.7651
P585,0.6668,0.6668
P1693,0.9849,0.9849
P1979,0.4153,0.4153
P246,0.727,0.727
P1473,0.8083,0.8083
P119,0.5865,0.5865
P154,0.504,0.504
P2398,0.7653,0.7653
P1803,0.3417,0.3417
P2049,0.7697,0.7697
P671,0.6177,0.6177
P725,0.6984,0.6984
P2329,0.2303,0.2303
P1878,0.6451,0.6451
P13,0.8411,0.8411
P1982,0.1861,0.1861
P1356,0.9556,0.9556
P964,0.493,0.493
P1132,0.6886,0.6886
P1944,0.7148,0.7148
P762,0.112,0.112
P458,0.4117,0.4117
P2159,0.9673,0.9673
P1848,0.1725,0.1725
P1835,0.5346,0.5346
P1683,0.48,0.48
P2201,0.3479,0.3479
P1334,0.2085,0.2085
P1457,0.6747,0.6747
P1781,0.5527,0.5527
P1919,0.1824,0.1824
P2284,0.6278,0.6278
P1550,0.155,0.155
P1742,0.1086,0.1086
P1777,0.5436,0.5436
P683,0.7065,0.7065
P1913,0.146,0.146
P2096,0.8473,0.8473
P233,0.5487,0.5487
P1674,0.7515,0.7515
P2247,0.9353,0.9353
P1125,0.9109,0.9109
P1930,0.7736,0.7736
P1562,0.9326,0.9326
P2050,0.2598,0.2598
P869,0.2178,0.2178
P1017,0.3844,0.3844
P157,0.9154,0.9154
P1960,0.1604,0.1604
P2225,0.8292,0.8292
P2246,0.8191,0.8191
P2292,0.2181,0.2181
P1951,0.6891,0.6891
P2001,0.3141,0.3141
P2410,0.2322,0.2322
P1657,0.3014,0.3014
P470,0.9729,0.9729
P1175,0.1873,0.1873
P821,0.6964,0.6964
P1610,0.4647,0.4647
P1080,0.6336,0.6336
P819,0.7019,0.7019
P1557,0.829,0.829
P51,0.2073,0.2073
P1,0.8907,0.8907
P2303,0.8211,0.8211
P1708,0.1578,0.1578
P737,0.6295,0.6295
P385,0.5202,0.5202
P1124,0.8997,0.8997
P1563,0.4066,0.4066
P1585,0.8555,0.8555
P1077,0.5444,0.5444
P1386,0.1233,0.1233
P358,0.3873,0.3873
P797,0.3955,0.3955
P2134,0.4398,0.4398
P166,0.639,0.639
P573,0.1573,0.1573
P207,0.8194,0.8194
P1458,0.1528,0.1528
P393,0.3333,0.3333
P1868,0.4652,0.4652
P1195,0.679,0.679
P602,0.8962,0.8962
P235,0.1279,0.1279
P1608,0.2431,0.2431
P765,0.5891,0.5891
P409,0.864,0.864
P1194,0.4211,0.4211
P843,0.7792,0.7792
P410,0.3715,0.3715
P1275,0.6292,0.6292
P2052,0.6525,0.6525
P656,0.8911,0.8911
P2063,0.2764,0.2764
P2327,0.8083,0.8083
P1733,0.9128,0.9128
P529,0.3234,0.3234
P1408,0.3391,0.3391
P780,0.222,0.222
P268,0.8674,0.8674
P1871,0.4911,0.4911
P1265,0.4309,0.4309
P201,0.4375,0.4375
P354,0.6674,0.6674
P1500,0.8037,0.8037
P966,0.6623,0.6623
P526,0.6652,0.6652
P42,0.3842,0.3842
P200,0.6791,0.6791
P1407,0.4337,0.4337
P931,0.3118,0.3118
P1362,0.7995,0.7995
P1068,0.6868,0.6868
P1509,0.6503,0.6503
P1339,0.6371,0.6371
P296,0.4952,0.4952
P324,0.4559,0.4559
P1243,0.2291,0.2291
P1032,0.5745,0.5745
P2321,0.1238,0.1238
P182,0.8114,0.8114
P1887,0.3835,0.3835
P1750,0.6743,0.6743
P1404,0.7377,0.7377
P817,0.775,0.775
P834,0.431,0.431
P196,0.781,0.781
P1149,0.6509,0.6509
P2282,0.5314,0.5314
P1984,0.5771,0.5771
P923,0.9373,0.9373
P1326,0.6867,0.6867
P601,0.6816,0.6816
P1180,0.5384,0.5384
P1545,0.1456,0.1456
P700,0.7593,0.7593
P321,0.4004,0.4004
P49,0.4679,0.4679
P1783,0.2026,0.2026
P2197,0.4666,0.4666
P670,0.7996,0.7996
P612,0.2694,0.2694
P216,0.3705,0.3705
P1915,0.7068,0.7068
P6,0.6622,0.6622
P952,0.2842,0.2842
P719,0.8911,0.8911
P2062,0.3999,0.3999
P1528,0.275,0.275
P2032,0.5945,0.5945
P1134,0.3868,0.3868
P715,0.1628,0.1628
P477,0.5397,0.5397
P1295,0.4475,0.4475
P1123,0.1448,0.1448
P146,0.4452,0.4452
P863,0.5747,0.5747
P650,0.7778,0.7778
P2236,0.1853,0.1853
P1315,0.8604,0.8604
P1030,0.9155,0.9155
P634,0.5718,0.5718
P930,0.5712,0.5712
P2330,0.9607,0.9607
P519,0.8337,0.8337
P1210,0.9858,0.9858
P374,0.3418,0.3418
P107,0.3908,0.3908
P1004,0.6558,0.6558
P1948,0.1065,0.1065
P181,0.1051,0.1051
P265,0.4454,0.4454
P1639,0.3379,0.3379
P2129,0.9457,0.9457
P959,0.2975,0.2975
P1552,0.5623,0.5623
P629,0.1625,0.1625
P1205,0.3893,0.3893
P985,0.9851,0.9851
P2041,0.9926,0.9926
P287,0.3224,0.3224
P1580,0.8993,0.8993
P348,0.4406,0.4406
P2167,0.2004,0.2004
P1365,0.9019,0.9019
P578,0.9693,0.9693
P2180,0.7536,0.7536
P2195,0.8451,0.8451
P1445,0.8224,0.8224
P1623,0.2803,0.2803
P1188,0.3754,0.3754
P448,0.3076,0.3076
P1808,0.4701,0.4701
P1687,0.2694,0.2694
P2112,0.3788,0.3788
P2337,0.9371,0.9371
P936,0.4101,0.4101
P1891,0.6905,0.6905
P83,0.4104,0.4104
P2157,0.3061,0.3061
P932,0.935,0.935
P266,0.9946,0.9946
P2105,0.1065,0.1065
P2220,0.1726,0.1726
P2171,0.1342,0.1342
P935,0.3636,0.3636
P2262,0.5151,0.5151
P1973,0.1175,0.1175
P1888,0.7834,0.7834
P873,0.9819,0.9819
P2206,0.4327,0.4327
P1701,0.2104,0.2104
P1772,0.2909,0.2909
P376,0.3743,0.3743
P1813,0.7732,0.7732
P403,0.6656,0.6656
P381,0.7922,0.7922
P776,0.7406,0.7406
P2378,0.7881,0.7881
P2108,0.8743,0.8743
P1711,0.6742,0.6742
P733,0.333,0.333
P1099,0.9742,0.9742
P1075,0.7451,0.7451
P1246,0.9606,0.9606
P1763,0.8309,0.8309
P2383,0.6627,0.6627
P1924,0.3827,0.3827
P52,0.9621,0.9621
P746,0.6695,0.6695
P2300,0.892,0.892
P1426,0.5279,0.5279
P640,0.6386,0.6386
P1304,0.7685,0.7685
P680,0.6674,0.6674
P508,0.8875,0.8875
P1067,0.2169,0.2169
P2070,0.2671,0.2671
P215,0.2209,0.2209
P1380,0.8525,0.8525
P2392,0.7885,0.7885
P2036,0.2712,0.2712
P1324,0.7565,0.7565
P788,0.7665,0.7665
P336,0.2631,0.2631
P505,0.1079,0.1079
P318,0.2382,0.2382
P1141,0.9122,0.9122
P2139,0.6655,0.6655
P1668,0.8502,0.8502
P2283,0.423,0.423
P536,0.705,0.705
P66,0.8378,0.8378
P1875,0.3654,0.3654
P1540,0.7997,0.7997
P1178,0.8532,0.8532
P1499,0.7868,0.7868
P1798,0.7068,0.7068
P722,0.651,0.651
P219,0.8731,0.8731
P130,0.7891,0.7891
P2298,0.3718,0.3718
P685,0.3523,0.3523
P2163,0.8398,0.8398
P1430,0.8098,0.8098
P1532,0.8304,0.8304
P2185,0.6738,0.6738
P1525,0.6547,0.6547
P1751,0.4297,0.4297
P2137,0.515,0.515
P327,0.3981,0.3981
P591,0.8668,0.8668
P518,0.661,0.661
P954,0.7572,0.7572
P2033,0.6859,0.6859
P880,0.406,0.406
P2258,0.809,0.809
P1090,0.6835,0.6835
P568,0.2075,0.2075
P1051,0.4228,0.4228
P1347,0.5798,0.5798
P991,0.8149,0.8149
P339,0.9874,0.9874
P1728,0.5505,0.5505
P1768,0.1795,0.1795
P2103,0.4066,0.4066
P2285,0.6944,0.6944
P2390,0.5188,0.5188
P1394,0.8331,0.8331
P1369,0.4669,0.4669
