partid,assembler
P20552,postgresB
P20176,postgresB
P817,postgresB
P26995,postgresC
P15181,postgresB
P19799,postgresC
P2085,postgresC
P5755,postgresC
P1705,postgresC
P16850,postgresB
P12833,postgresB
P5093,postgresB
P6150,postgresC
P7105,postgresB
P17682,postgresC
P842,postgresB
P7209,postgresB
P5552,postgresB
P7241,postgresB
P4076,postgresC
P4795,postgresB
P8041,postgresB
P11409,postgresB
P4690,postgresB
P24226,postgresC
P22556,postgresB
P7962,postgresB
P2739,postgresB
P2991,postgresB
P21812,postgresB
P15302,postgresB
P23566,postgresB
P21829,postgresC
P24208,postgresC
P9296,postgresB
P25709,postgresC
P29350,postgresB
P16593,postgresC
P10163,postgresB
P13118,postgresB
P20130,postgresB
P16731,postgresB
P10498,postgresB
P17530,postgresC
P27193,postgresB
P3995,postgresC
P21124,postgresB
P26143,postgresC
P25990,postgresB
P1483,postgresC
P8865,postgresB
P25560,postgresC
P25566,postgresC
P14332,postgresC
P19400,postgresC
P2171,postgresC
P19244,postgresB
P4042,postgresC
P22121,postgresB
P23788,postgresC
P17604,postgresC
P28001,postgresB
P21434,postgresC
P12264,postgresB
P8882,postgresB
P20196,postgresC
P16230,postgresC
P3480,postgresC
P7457,postgresC
P14396,postgresC
P6178,postgresC
P18954,postgresC
P11317,postgresC
P15799,postgresC
P24813,postgresB
P18301,postgresC
P13105,postgresC
P29342,postgresC
P10638,postgresB
P7046,postgresB
P13463,postgresB
P8128,postgresB
P21866,postgresB
P8722,postgresB
P5833,postgresC
P11951,postgresB
P9216,postgresC
P25204,postgresB
P12479,postgresC
P17458,postgresC
P20575,postgresC
P27073,postgresC
P6116,postgresC
P26167,postgresB
P24765,postgresB
P16843,postgresC
P11197,postgresC
P17490,postgresC
P13989,postgresB
P29868,postgresB
P18304,postgresC
P13228,postgresC
P3856,postgresB
P3052,postgresC
P20646,postgresB
P25732,postgresB
P20459,postgresC
P25421,postgresB
P16723,postgresB
P10177,postgresB
P29807,postgresB
P10979,postgresB
P5142,postgresC
P10987,postgresC
P29370,postgresC
P15618,postgresB
P4780,postgresB
P8202,postgresB
P16671,postgresB
P11680,postgresB
P18147,postgresB
P18769,postgresC
P27763,postgresC
P28248,postgresB
P23114,postgresC
P11229,postgresB
P2938,postgresC
P16339,postgresC
P18245,postgresC
P17190,postgresB
P28090,postgresB
P401,postgresC
P1878,postgresB
P26747,postgresC
P23781,postgresB
P23303,postgresB
P14646,postgresC
P22766,postgresC
P17110,postgresB
P17430,postgresB
P22414,postgresB
P13714,postgresB
P24959,postgresC
P13003,postgresB
P20838,postgresC
P1734,postgresC
P5141,postgresB
P26579,postgresB
P20960,postgresB
P24212,postgresC
P27058,postgresB
P21440,postgresB
P3374,postgresC
P5043,postgresC
P1645,postgresC
P5224,postgresB
P16990,postgresB
P9842,postgresB
P7137,postgresC
P6468,postgresB
P12031,postgresB
P12322,postgresB
P877,postgresB
P12752,postgresB
P23775,postgresB
P8583,postgresB
P24219,postgresC
P12449,postgresB
P18999,postgresC
P10884,postgresC
P15613,postgresB
P10305,postgresC
P16531,postgresB
P21648,postgresC
P29398,postgresC
P22672,postgresB
P23170,postgresC
P4965,postgresC
P13397,postgresB
P3895,postgresC
P19809,postgresB
P17573,postgresB
P20592,postgresC
P25752,postgresC
P17503,postgresB
P9121,postgresC
P1319,postgresC
P16516,postgresC
P776,postgresC
P20883,postgresC
P5804,postgresB
P9758,postgresB
P9444,postgresB
P16853,postgresC
P1504,postgresB
P16696,postgresB
P5227,postgresC
P26494,postgresC
P12831,postgresC
P29597,postgresC
P9030,postgresC
P7782,postgresC
P15413,postgresC
P26194,postgresB
P5636,postgresC
P9424,postgresC
P124,postgresB
P11900,postgresC
P19660,postgresC
P14796,postgresC
P28089,postgresB
P16537,postgresB
P21633,postgresB
P4878,postgresB
P18129,postgresC
P5845,postgresB
P19975,postgresB
P22144,postgresC
P24576,postgresC
P25527,postgresC
P23052,postgresB
P22503,postgresB
P16110,postgresB
P5237,postgresC
P993,postgresC
P1379,postgresC
P15964,postgresC
P22978,postgresC
P14443,postgresC
P23480,postgresC
P2208,postgresC
P13640,postgresB
P6206,postgresB
P13325,postgresC
P17330,postgresB
P3555,postgresC
P6083,postgresC
P27734,postgresC
P27717,postgresC
P24786,postgresB
P24559,postgresB
P25424,postgresC
P5938,postgresC
P12719,postgresC
P12153,postgresC
