partid,cfp,co2
P20552,0.663,0.663
P20176,0.9395,0.9395
P817,0.3306,0.3306
P15181,0.8977,0.8977
P16850,0.2365,0.2365
P12833,0.6947,0.6947
P5093,0.3014,0.3014
P7105,0.8304,0.8304
P842,0.1216,0.1216
P7209,0.837,0.837
P5552,0.4629,0.4629
P7241,0.8182,0.8182
P4795,0.7875,0.7875
P8041,0.2015,0.2015
P11409,0.7161,0.7161
P4690,0.9438,0.9438
P22556,0.4581,0.4581
P7962,0.6926,0.6926
P2739,0.6117,0.6117
P2991,0.2505,0.2505
P21812,0.662,0.662
P15302,0.6679,0.6679
P23566,0.4495,0.4495
P9296,0.8913,0.8913
P29350,0.9949,0.9949
P10163,0.7068,0.7068
P13118,0.9952,0.9952
P20130,0.9173,0.9173
P16731,0.3561,0.3561
P10498,0.7764,0.7764
P27193,0.5692,0.5692
P21124,0.3687,0.3687
P25990,0.7737,0.7737
P8865,0.4231,0.4231
P19244,0.8901,0.8901
P22121,0.2665,0.2665
P28001,0.1748,0.1748
P12264,0.3028,0.3028
P8882,0.615,0.615
P24813,0.1686,0.1686
P10638,0.1592,0.1592
P7046,0.3927,0.3927
P13463,0.3235,0.3235
P8128,0.3837,0.3837
P21866,0.2545,0.2545
P8722,0.8369,0.8369
P11951,0.3859,0.3859
P25204,0.7066,0.7066
P26167,0.6348,0.6348
P24765,0.7913,0.7913
P13989,0.6618,0.6618
P29868,0.6374,0.6374
P3856,0.6015,0.6015
P20646,0.1503,0.1503
P25732,0.4926,0.4926
P25421,0.8153,0.8153
P16723,0.3479,0.3479
P10177,0.791,0.791
P29807,0.665,0.665
P10979,0.7749,0.7749
P15618,0.7281,0.7281
P4780,0.5448,0.5448
P8202,0.2532,0.2532
P16671,0.4125,0.4125
P11680,0.8291,0.8291
P18147,0.4523,0.4523
P28248,0.7301,0.7301
P11229,0.365,0.365
P17190,0.7183,0.7183
P28090,0.8148,0.8148
P1878,0.6834,0.6834
P23781,0.6707,0.6707
P23303,0.9343,0.9343
P17110,0.9135,0.9135
P17430,0.444,0.444
P22414,0.4472,0.4472
P13714,0.1126,0.1126
P13003,0.1132,0.1132
P5141,0.6169,0.6169
P26579,0.9518,0.9518
P20960,0.2145,0.2145
P27058,0.3086,0.3086
P21440,0.5206,0.5206
P5224,0.2395,0.2395
P16990,0.5683,0.5683
