partid,cfp,co2
P24,0.2701,0.2701
P52,0.5994,0.5994
P163,0.8819,0.8819
P15,0.246,0.246
P130,0.1503,0.1503
P174,0.8693,0.8693
P170,0.1526,0.1526
P137,0.3659,0.3659
P76,0.3981,0.3981
P114,0.7312,0.7312
P113,0.7275,0.7275
P171,0.6933,0.6933
P94,0.1069,0.1069
P95,0.5328,0.5328
P134,0.2183,0.2183
P148,0.843,0.843
P65,0.884,0.884
P35,0.9995,0.9995
P45,0.9745,0.9745
P139,0.2978,0.2978
P17,0.7021,0.7021
P96,0.5429,0.5429
P70,0.1979,0.1979
P63,0.7441,0.7441
P38,0.5496,0.5496
P194,0.747,0.747
P72,0.7313,0.7313
P47,0.5331,0.5331
P56,0.322,0.322
P5,0.8069,0.8069
P118,0.241,0.241
P116,0.2834,0.2834
P13,0.7116,0.7116
P25,0.5534,0.5534
P74,0.1202,0.1202
P198,0.7579,0.7579
P98,0.8685,0.8685
P66,0.2595,0.2595
P29,0.6845,0.6845
P136,0.9284,0.9284
P41,0.6983,0.6983
P111,0.8257,0.8257
P58,0.8932,0.8932
P69,0.3499,0.3499
P121,0.9799,0.9799
P196,0.3433,0.3433
P105,0.457,0.457
P78,0.7935,0.7935
P61,0.7202,0.7202
P124,0.297,0.297
P7,0.4821,0.4821
P150,0.2474,0.2474
P109,0.2668,0.2668
P199,0.4767,0.4767
P4,0.9049,0.9049
P1,0.9053,0.9053
P91,0.1082,0.1082
P152,0.1442,0.1442
P192,0.7467,0.7467
P46,0.9225,0.9225
P181,0.3034,0.3034
P37,0.5218,0.5218
P123,0.7031,0.7031
P97,0.1825,0.1825
P6,0.5507,0.5507
P126,0.848,0.848
P176,0.8849,0.8849
P48,0.143,0.143
P133,0.4427,0.4427
P164,0.8505,0.8505
P185,0.8762,0.8762
P32,0.674,0.674
P132,0.1383,0.1383
P89,0.3885,0.3885
P60,0.6096,0.6096
P104,0.5856,0.5856
P28,0.3741,0.3741
P131,0.4363,0.4363
P55,0.5168,0.5168
P59,0.1093,0.1093
P120,0.8,0.8
P84,0.5413,0.5413
P21,0.2062,0.2062
P3,0.7465,0.7465
P122,0.2136,0.2136
P173,0.4927,0.4927
P184,0.8161,0.8161
P31,0.2671,0.2671
P27,0.2008,0.2008
P135,0.3306,0.3306
P145,0.294,0.294
P42,0.5465,0.5465
P14,0.3142,0.3142
P161,0.4512,0.4512
P102,0.4077,0.4077
P103,0.3184,0.3184
P156,0.8005,0.8005
P36,0.8032,0.8032
P110,0.3491,0.3491
P119,0.2831,0.2831
P168,0.3915,0.3915
P106,0.3281,0.3281
P147,0.466,0.466
P159,0.7263,0.7263
