partid,assembler
P24,postgresB
P52,postgresB
P163,postgresB
P33,postgresC
P15,postgresB
P8,postgresC
P62,postgresC
P73,postgresC
P85,postgresC
P130,postgresB
P112,postgresC
P180,postgresC
P117,postgresC
P174,postgresB
P149,postgresC
P44,postgresC
P170,postgresB
P137,postgresB
P76,postgresB
P20,postgresC
P195,postgresC
P40,postgresC
P114,postgresB
P187,postgresC
P39,postgresC
P113,postgresB
P146,postgresC
P171,postgresB
P94,postgresB
P151,postgresC
P95,postgresB
P93,postgresC
P134,postgresB
P19,postgresC
P26,postgresC
P148,postgresB
P162,postgresC
P65,postgresB
P35,postgresB
P64,postgresC
P188,postgresC
P45,postgresB
P99,postgresC
P139,postgresB
P17,postgresB
P11,postgresC
P81,postgresC
P96,postgresB
P100,postgresC
P177,postgresC
P166,postgresC
P67,postgresC
P2,postgresC
P70,postgresB
P63,postgresB
P38,postgresB
P50,postgresC
P194,postgresB
P72,postgresB
P182,postgresC
P47,postgresB
P56,postgresB
P5,postgresB
P142,postgresC
P129,postgresC
P118,postgresB
P116,postgresB
P13,postgresB
P25,postgresB
P74,postgresB
P198,postgresB
P98,postgresB
P66,postgresB
P125,postgresC
P29,postgresB
P49,postgresC
P136,postgresB
P53,postgresC
P16,postgresC
P41,postgresB
P111,postgresB
P158,postgresC
P169,postgresC
P143,postgresC
P58,postgresB
P189,postgresC
P157,postgresC
P23,postgresC
P69,postgresB
P30,postgresC
P82,postgresC
P153,postgresC
P121,postgresB
P196,postgresB
P71,postgresC
P105,postgresB
P78,postgresB
P61,postgresB
P141,postgresC
P124,postgresB
P7,postgresB
P80,postgresC
P150,postgresB
P34,postgresC
P109,postgresB
P165,postgresC
P175,postgresC
P199,postgresB
P4,postgresB
P128,postgresC
P1,postgresB
P91,postgresB
P152,postgresB
P192,postgresB
P9,postgresC
P46,postgresB
P181,postgresB
P191,postgresC
P37,postgresB
P108,postgresC
P79,postgresC
P193,postgresC
P123,postgresB
P0,postgresA
P97,postgresB
P101,postgresC
P6,postgresB
P43,postgresC
P12,postgresC
P83,postgresC
P197,postgresC
P77,postgresC
P54,postgresC
P126,postgresB
P176,postgresB
P107,postgresC
P48,postgresB
P90,postgresC
P133,postgresB
P164,postgresB
P185,postgresB
P32,postgresB
P132,postgresB
P89,postgresB
P10,postgresC
P60,postgresB
P104,postgresB
P28,postgresB
P86,postgresC
P131,postgresB
P115,postgresC
P92,postgresC
P55,postgresB
P68,postgresC
P59,postgresB
P120,postgresB
P84,postgresB
P21,postgresB
P127,postgresC
P3,postgresB
P122,postgresB
P167,postgresC
P173,postgresB
P184,postgresB
P22,postgresC
P31,postgresB
P27,postgresB
P138,postgresC
P160,postgresC
P57,postgresC
P190,postgresC
P51,postgresC
P87,postgresC
P183,postgresC
P135,postgresB
P140,postgresC
P145,postgresB
P88,postgresC
P42,postgresB
P179,postgresC
P14,postgresB
P161,postgresB
P102,postgresB
P18,postgresC
P155,postgresC
P103,postgresB
P172,postgresC
P156,postgresB
P36,postgresB
P110,postgresB
P154,postgresC
P119,postgresB
P168,postgresB
P106,postgresB
P75,postgresC
P147,postgresB
P178,postgresC
P186,postgresC
P159,postgresB
P144,postgresC
