partid,parents_partid,qty
P0,null,1
P1,P0,1
P2,P0,1
P3,P2,1
P4,P2,1
P5,P2,1
P6,P2,1
P7,P4,1
P8,P4,1
P9,P4,4
P10,P5,1
P11,P5,1
P12,P6,1
P13,P6,1
P14,P6,1
P15,P8,1
P16,P8,1
P17,P8,1
P18,P8,1
P19,P8,1
P20,P11,1
P21,P11,1
P22,P12,1
P23,P12,1
P24,P12,1
P25,P12,1
P26,P13,1
P27,P13,1
P28,P13,1
P29,P13,1
P30,P13,1
P31,P14,1
P32,P14,1
P33,P14,1
P34,P14,1
P35,P16,1
P36,P16,4
P37,P17,1
P38,P17,1
P39,P17,2
P40,P17,1
P41,P17,1
P42,P18,1
P43,P18,1
P44,P19,1
P45,P19,1
P46,P19,1
P47,P19,1
P48,P19,1
P49,P21,1
P50,P21,1
P51,P21,1
P52,P21,2
P53,P22,4
P54,P22,1
P55,P24,1
P56,P24,1
P57,P24,4
P58,P25,1
P59,P25,1
P60,P25,1
P61,P25,2
P62,P25,1
P63,P27,1
P64,P27,1
P65,P29,1
P66,P29,1
P67,P29,1
P68,P29,1
P69,P29,1
P70,P30,1
P71,P30,1
P72,P30,1
P73,P32,1
P74,P32,1
P75,P34,1
P76,P34,1
P77,P35,1
P78,P35,1
P79,P37,1
P80,P37,1
P81,P37,1
P82,P42,1
P83,P42,2
P84,P43,1
P85,P43,1
P86,P43,1
P87,P45,1
P88,P45,1
P89,P45,1
P90,P45,1
P91,P47,4
P92,P47,1
P93,P47,1
P94,P47,1
P95,P48,4
P96,P48,1
P97,P48,1
P98,P48,1
P99,P48,1
P100,P50,1
P101,P50,1
P102,P50,1
P103,P50,1
P104,P50,1
P105,P51,1
P106,P51,4
P107,P51,1
P108,P51,1
P109,P51,1
P110,P52,1
P111,P52,1
P112,P52,2
P113,P52,1
P114,P57,1
P115,P57,1
P116,P57,1
P117,P59,1
P118,P59,1
P119,P59,1
P120,P59,1
P121,P60,2
P122,P60,1
P123,P60,1
P124,P61,1
P125,P61,1
P126,P61,1
P127,P61,4
P128,P61,1
P129,P62,1
P130,P62,1
P131,P65,1
P132,P65,1
P133,P67,1
P134,P67,1
P135,P67,1
P136,P68,1
P137,P68,1
P138,P69,4
P139,P69,2
P140,P69,4
P141,P72,1
P142,P72,1
P143,P74,1
P144,P74,1
P145,P75,1
P146,P75,1
P147,P75,1
P148,P78,1
P149,P78,1
P150,P78,2
P151,P79,1
P152,P79,1
P153,P79,1
P154,P80,1
P155,P80,1
P156,P80,1
P157,P80,1
P158,P80,1
P159,P81,2
P160,P81,1
P161,P82,1
P162,P82,1
P163,P82,1
P164,P82,2
P165,P82,1
P166,P83,1
P167,P83,4
P168,P83,1
P169,P85,1
P170,P85,1
P171,P87,1
P172,P87,1
P173,P87,1
P174,P87,1
P175,P87,1
P176,P89,4
P177,P89,1
P178,P89,4
P179,P89,1
P180,P90,1
P181,P90,1
P182,P91,1
P183,P91,1
P184,P92,1
P185,P92,1
P186,P92,1
P187,P92,1
P188,P93,1
P189,P93,1
P190,P93,1
P191,P93,1
P192,P94,2
P193,P94,1
P194,P94,1
P195,P94,1
P196,P96,1
P197,P96,1
P198,P96,1
P199,P96,1
