partid,parents_partid,qty
P0,null,1
P1,P0,1
P2,P0,1
P3,P1,1
P4,P1,1
P5,P1,1
P6,P1,1
P7,P1,1
P8,P2,1
P9,P2,1
P10,P2,1
P11,P2,1
P12,P2,1
P13,P3,1
P14,P3,1
P15,P3,1
P16,P3,1
P17,P3,1
P18,P5,1
P19,P5,1
P20,P6,1
P21,P6,1
P22,P6,1
P23,P6,1
P24,P6,1
P25,P8,1
P26,P8,1
P27,P8,1
P28,P8,1
P29,P10,1
P30,P10,1
P31,P11,1
P32,P11,1
P33,P11,1
P34,P11,1
P35,P13,1
P36,P13,1
P37,P13,1
P38,P13,1
P39,P13,1
P40,P14,1
P41,P14,1
P42,P14,1
P43,P14,1
P44,P14,1
P45,P15,1
P46,P15,1
P47,P15,1
P48,P18,1
P49,P18,1
P50,P18,1
P51,P19,1
P52,P19,1
P53,P19,1
P54,P19,1
P55,P20,1
P56,P20,1
P57,P21,1
P58,P21,1
P59,P22,1
P60,P22,1
P61,P22,1
P62,P22,1
P63,P22,1
P64,P23,1
P65,P23,1
P66,P23,1
P67,P23,1
P68,P23,1
P69,P24,1
P70,P24,1
P71,P24,1
P72,P24,1
P73,P24,1
P74,P25,1
P75,P25,1
P76,P25,1
P77,P26,1
P78,P26,1
P79,P26,1
P80,P27,1
P81,P27,1
P82,P29,1
P83,P29,1
P84,P29,1
P85,P29,1
P86,P29,1
P87,P30,1
P88,P30,1
P89,P30,1
P90,P30,1
P91,P30,1
P92,P32,1
P93,P32,1
P94,P32,1
P95,P32,1
P96,P32,1
P97,P33,1
P98,P33,1
P99,P33,1
P100,P33,1
P101,P33,1
P102,P34,1
P103,P34,1
P104,P34,1
P105,P35,1
P106,P35,1
P107,P36,1
P108,P36,1
P109,P36,1
P110,P36,1
P111,P36,1
P112,P37,1
P113,P37,1
P114,P37,1
P115,P38,1
P116,P38,1
P117,P38,1
P118,P39,1
P119,P39,1
P120,P39,1
P121,P40,1
P122,P40,1
P123,P40,1
P124,P40,1
P125,P40,1
P126,P44,1
P127,P44,1
P128,P45,1
P129,P45,1
P130,P45,1
P131,P45,1
P132,P46,1
P133,P46,1
P134,P46,1
P135,P46,1
P136,P47,1
P137,P47,1
P138,P47,1
P139,P47,1
P140,P47,1
P141,P48,1
P142,P48,1
P143,P48,1
P144,P48,1
P145,P49,1
P146,P49,1
P147,P49,1
P148,P49,1
P149,P49,1
P150,P50,1
P151,P50,1
P152,P50,1
P153,P51,1
P154,P51,1
P155,P51,1
P156,P51,1
P157,P51,1
P158,P52,1
P159,P52,1
P160,P52,1
P161,P52,1
P162,P56,1
P163,P56,1
P164,P57,1
P165,P57,1
P166,P58,1
P167,P58,1
P168,P58,1
P169,P58,1
P170,P58,1
P171,P60,1
P172,P60,1
P173,P61,1
P174,P61,1
P175,P61,1
P176,P61,1
P177,P62,1
P178,P62,1
P179,P62,1
P180,P62,1
P181,P62,1
P182,P63,1
P183,P63,1
P184,P63,1
P185,P64,1
P186,P64,1
P187,P64,1
P188,P64,1
P189,P64,1
P190,P65,1
P191,P65,1
P192,P65,1
P193,P65,1
P194,P66,1
P195,P66,1
P196,P68,1
P197,P68,1
P198,P69,1
P199,P69,1
P200,P71,1
P201,P71,1
P202,P71,1
P203,P71,1
P204,P71,1
P205,P72,1
P206,P72,1
P207,P74,1
P208,P74,1
P209,P74,1
P210,P74,1
P211,P75,1
P212,P75,1
P213,P75,1
P214,P75,1
P215,P75,1
P216,P77,1
P217,P77,1
P218,P77,1
P219,P78,1
P220,P78,1
P221,P79,1
P222,P79,1
P223,P79,1
P224,P79,1
P225,P80,1
P226,P80,1
P227,P80,1
P228,P83,1
P229,P83,1
P230,P83,1
P231,P83,1
P232,P83,1
P233,P84,1
P234,P84,1
P235,P84,1
P236,P85,1
P237,P85,1
P238,P85,1
P239,P85,1
P240,P86,1
P241,P86,1
P242,P86,1
P243,P87,1
P244,P87,1
P245,P87,1
P246,P87,1
P247,P88,1
P248,P88,1
P249,P88,1
P250,P88,1
P251,P88,1
P252,P89,1
P253,P89,1
P254,P89,1
P255,P92,1
P256,P92,1
P257,P92,1
P258,P92,1
P259,P92,1
P260,P95,1
P261,P95,1
P262,P96,1
P263,P96,1
P264,P96,1
P265,P97,1
P266,P97,1
P267,P97,1
P268,P97,1
P269,P97,1
P270,P99,1
P271,P99,1
P272,P100,1
P273,P100,1
P274,P100,1
P275,P100,1
P276,P100,1
P277,P101,1
P278,P101,1
P279,P101,1
P280,P101,1
P281,P101,1
P282,P102,1
P283,P102,1
P284,P102,1
P285,P102,1
P286,P102,1
P287,P106,1
P288,P106,1
P289,P107,1
P290,P107,1
P291,P107,1
P292,P107,1
P293,P108,1
P294,P108,1
P295,P108,1
P296,P108,1
P297,P108,1
P298,P110,1
P299,P110,1
P300,P111,1
P301,P111,1
P302,P111,1
P303,P113,1
P304,P113,1
P305,P113,1
P306,P113,1
P307,P115,1
P308,P115,1
P309,P115,1
P310,P115,1
P311,P116,1
P312,P116,1
P313,P118,1
P314,P118,1
P315,P118,1
