partid,assembler
P483,postgresB
P1871,postgresC
P827,postgresC
P274,postgresC
P2965,postgresB
P113,postgresC
P1392,postgresC
P254,postgresB
P11,postgresC
P1,postgresC
P1952,postgresB
P234,postgresC
P423,postgresC
P157,postgresB
P2793,postgresB
P2006,postgresC
P967,postgresB
P2094,postgresC
P2846,postgresB
P496,postgresC
P504,postgresB
P2017,postgresB
P1612,postgresB
P1679,postgresC
P1911,postgresB
P2779,postgresB
P373,postgresC
P776,postgresC
P762,postgresB
P937,postgresC
P2005,postgresC
P2214,postgresB
P2820,postgresB
P1924,postgresC
P160,postgresC
P807,postgresB
P2403,postgresC
P245,postgresB
P1703,postgresC
P148,postgresC
P2914,postgresC
P1250,postgresC
P833,postgresC
P53,postgresB
P1831,postgresB
P342,postgresB
P1237,postgresC
P2172,postgresC
P463,postgresB
P2943,postgresC
P558,postgresB
P2822,postgresB
P486,postgresB
P2517,postgresC
P2386,postgresB
P195,postgresB
P2872,postgresC
P349,postgresC
P765,postgresB
P1095,postgresC
P1472,postgresC
P1955,postgresC
P1793,postgresB
P1017,postgresB
P2841,postgresB
P1489,postgresB
P1442,postgresB
P2606,postgresB
P2613,postgresC
P2366,postgresB
P757,postgresC
P1418,postgresC
P261,postgresB
P1887,postgresB
P2731,postgresB
P1032,postgresB
P1774,postgresC
P2813,postgresB
P1111,postgresB
P1836,postgresB
P1376,postgresC
P2068,postgresB
P175,postgresB
P1602,postgresB
P1206,postgresC
P1758,postgresB
P2902,postgresC
P642,postgresB
P1598,postgresB
P2600,postgresB
P69,postgresC
P1310,postgresC
P2989,postgresB
P1253,postgresB
P605,postgresC
P1420,postgresC
P1962,postgresC
P1994,postgresB
P673,postgresC
P2818,postgresC
P2812,postgresB
P2554,postgresC
P289,postgresC
P1411,postgresC
P1029,postgresB
P2655,postgresC
P322,postgresC
P1358,postgresB
P2328,postgresC
P2040,postgresB
P1700,postgresB
P155,postgresB
P418,postgresC
P1429,postgresB
P1855,postgresC
P2740,postgresC
P462,postgresC
P313,postgresB
P1144,postgresC
P1982,postgresB
P112,postgresC
P1931,postgresB
P2050,postgresB
P1249,postgresC
P905,postgresB
P971,postgresC
P1605,postgresB
P2253,postgresB
P1687,postgresC
P2963,postgresC
P1866,postgresC
P2283,postgresC
P530,postgresC
P2987,postgresB
P488,postgresC
P856,postgresB
P1816,postgresC
P655,postgresB
P1772,postgresC
P2760,postgresB
P1914,postgresC
P1228,postgresB
P2735,postgresB
P758,postgresB
P2300,postgresB
P2320,postgresC
P808,postgresC
P2312,postgresB
P666,postgresC
P2337,postgresB
P513,postgresB
P1922,postgresC
P1789,postgresC
P1129,postgresB
P622,postgresB
P1473,postgresB
P1649,postgresC
P424,postgresB
P1840,postgresC
P844,postgresC
P1720,postgresC
P2795,postgresC
