partid,cfp,co2
P143,0.4836,0.4836
P41,0.9975,0.9975
P78,0.8695,0.8695
P180,0.6752,0.6752
P29,0.2072,0.2072
P79,0.247,0.247
P141,0.9479,0.9479
P90,0.5398,0.5398
P175,0.9932,0.9932
P95,0.5035,0.5035
P15,0.8331,0.8331
P120,0.8048,0.8048
P73,0.8448,0.8448
P161,0.3471,0.3471
P167,0.6123,0.6123
P75,0.2027,0.2027
P166,0.2157,0.2157
P147,0.5332,0.5332
P116,0.3022,0.3022
P160,0.6382,0.6382
P64,0.6027,0.6027
P172,0.3893,0.3893
P149,0.4447,0.4447
P53,0.4174,0.4174
P177,0.8726,0.8726
P139,0.5291,0.5291
P165,0.9333,0.9333
P162,0.9151,0.9151
P23,0.899,0.899
P68,0.8614,0.8614
P8,0.892,0.892
P119,0.6304,0.6304
P89,0.4067,0.4067
P61,0.1657,0.1657
P20,0.3044,0.3044
P32,0.7064,0.7064
P2,0.8103,0.8103
P153,0.6012,0.6012
P176,0.7824,0.7824
P115,0.4494,0.4494
P25,0.7991,0.7991
P179,0.7984,0.7984
P80,0.819,0.819
P173,0.2943,0.2943
P34,0.2716,0.2716
P157,0.3087,0.3087
P93,0.3579,0.3579
P60,0.8934,0.8934
P27,0.8267,0.8267
P101,0.124,0.124
P67,0.8128,0.8128
P82,0.8336,0.8336
P122,0.9877,0.9877
P97,0.1843,0.1843
P136,0.3464,0.3464
P163,0.1658,0.1658
P148,0.3986,0.3986
P84,0.4096,0.4096
P12,0.2965,0.2965
P134,0.6897,0.6897
P74,0.7879,0.7879
P118,0.8456,0.8456
P45,0.132,0.132
P43,0.4618,0.4618
P99,0.9878,0.9878
P59,0.9733,0.9733
P155,0.2888,0.2888
P154,0.4713,0.4713
P107,0.5108,0.5108
P56,0.7099,0.7099
P121,0.4898,0.4898
P72,0.4719,0.4719
P44,0.3145,0.3145
P48,0.9832,0.9832
P57,0.3116,0.3116
P85,0.4055,0.4055
P114,0.3146,0.3146
P108,0.4522,0.4522
P140,0.4466,0.4466
P170,0.1371,0.1371
P35,0.9402,0.9402
P51,0.1491,0.1491
P171,0.4951,0.4951
P112,0.3473,0.3473
P63,0.9732,0.9732
P100,0.3601,0.3601
P117,0.7563,0.7563
P113,0.8071,0.8071
P71,0.8674,0.8674
P33,0.6355,0.6355
P9,0.3392,0.3392
