partid,parents_partid,qty
P0,null,1
P1,P0,1
P2,P0,1
P3,P0,1
P4,P0,1
P5,P0,1
P6,P2,1
P7,P2,1
P8,P2,1
P9,P2,1
P10,P2,1
P11,P3,1
P12,P3,1
P13,P3,2
P14,P4,2
P15,P4,1
P16,P4,1
P17,P4,4
P18,P4,1
P19,P5,1
P20,P5,1
P21,P6,1
P22,P6,1
P23,P6,1
P24,P6,1
P25,P7,1
P26,P7,1
P27,P7,1
P28,P7,4
P29,P7,1
P30,P8,1
P31,P8,1
P32,P8,1
P33,P8,1
P34,P12,1
P35,P12,1
P36,P12,1
P37,P13,1
P38,P13,1
P39,P13,1
P40,P13,1
P41,P14,1
P42,P14,1
P43,P15,1
P44,P15,1
P45,P16,1
P46,P16,1
P47,P16,1
P48,P16,1
P49,P16,1
P50,P17,1
P51,P17,1
P52,P17,1
P53,P17,1
P54,P17,1
P55,P18,1
P56,P18,1
P57,P18,1
P58,P18,2
P59,P20,1
P60,P20,4
P61,P20,1
P62,P23,1
P63,P23,1
P64,P23,2
P65,P23,1
P66,P23,1
P67,P25,1
P68,P25,1
P69,P25,1
P70,P27,1
P71,P27,1
P72,P29,1
P73,P29,1
P74,P30,1
P75,P30,1
P76,P30,1
P77,P30,1
P78,P31,1
P79,P31,1
P80,P31,1
P81,P31,1
P82,P32,1
P83,P32,1
P84,P33,1
P85,P33,1
P86,P34,1
P87,P34,1
P88,P36,1
P89,P36,1
P90,P36,1
P91,P36,1
P92,P37,1
P93,P37,1
P94,P37,1
P95,P37,1
P96,P37,1
P97,P38,2
P98,P38,1
P99,P38,1
P100,P39,1
P101,P39,1
P102,P39,1
P103,P42,1
P104,P42,1
P105,P43,1
P106,P43,1
P107,P45,1
P108,P45,1
P109,P45,1
P110,P45,1
P111,P47,4
P112,P47,2
P113,P47,1
P114,P47,4
P115,P47,1
P116,P48,1
P117,P48,1
P118,P48,1
P119,P49,1
P120,P49,1
P121,P49,1
P122,P49,1
P123,P50,1
P124,P50,1
P125,P50,1
P126,P50,1
P127,P52,1
P128,P52,1
P129,P52,1
P130,P53,1
P131,P53,1
P132,P53,1
P133,P53,1
P134,P54,1
P135,P54,2
P136,P54,1
P137,P54,1
P138,P54,1
P139,P55,1
P140,P55,1
P141,P56,1
P142,P56,1
P143,P56,1
P144,P58,1
P145,P58,1
P146,P58,1
P147,P58,1
P148,P60,1
P149,P60,1
P150,P60,1
P151,P61,1
P152,P61,1
P153,P63,1
P154,P63,1
P155,P63,1
P156,P63,1
P157,P64,1
P158,P64,1
P159,P68,1
P160,P68,1
P161,P70,1
P162,P70,4
P163,P70,1
P164,P70,1
P165,P71,1
P166,P71,1
P167,P74,1
P168,P74,1
P169,P74,1
P170,P75,4
P171,P75,1
P172,P75,1
P173,P75,1
P174,P78,1
P175,P78,1
P176,P78,1
P177,P78,1
P178,P80,1
P179,P80,1
P180,P80,2
