partid,cfp,co2
P56,0.1593,0.1593
P98,0.8808,0.8808
P95,0.9506,0.9506
P128,0.9392,0.9392
P106,0.672,0.672
P61,0.1981,0.1981
P203,0.952,0.952
P23,0.248,0.248
P143,0.3918,0.3918
P192,0.7239,0.7239
P2,0.9155,0.9155
P45,0.8221,0.8221
P140,0.3929,0.3929
P99,0.806,0.806
P43,0.4347,0.4347
P145,0.6697,0.6697
P88,0.5354,0.5354
P55,0.4627,0.4627
P167,0.6942,0.6942
P70,0.7273,0.7273
P174,0.719,0.719
P187,0.2593,0.2593
P163,0.2812,0.2812
P116,0.1663,0.1663
P121,0.7395,0.7395
P130,0.3122,0.3122
P50,0.4983,0.4983
P177,0.2094,0.2094
P91,0.323,0.323
P8,0.6629,0.6629
P206,0.9537,0.9537
P153,0.8888,0.8888
P49,0.9284,0.9284
P84,0.889,0.889
P13,0.1076,0.1076
P34,0.6066,0.6066
P109,0.8108,0.8108
P57,0.1752,0.1752
P156,0.6813,0.6813
P65,0.3588,0.3588
P76,0.2269,0.2269
P110,0.6463,0.6463
P164,0.3857,0.3857
P108,0.3033,0.3033
P20,0.7597,0.7597
P27,0.3838,0.3838
P10,0.3007,0.3007
P188,0.6173,0.6173
P6,0.1579,0.1579
P120,0.7815,0.7815
P159,0.8625,0.8625
P28,0.2607,0.2607
P100,0.2695,0.2695
P196,0.6645,0.6645
P36,0.5592,0.5592
P75,0.5752,0.5752
P104,0.7914,0.7914
P169,0.1542,0.1542
P170,0.2448,0.2448
P87,0.3639,0.3639
P204,0.42,0.42
P19,0.9585,0.9585
P105,0.6896,0.6896
P94,0.8081,0.8081
P39,0.2321,0.2321
P129,0.5398,0.5398
P11,0.3884,0.3884
P25,0.8197,0.8197
P81,0.693,0.693
P46,0.119,0.119
P147,0.8845,0.8845
P199,0.2453,0.2453
P41,0.7873,0.7873
P172,0.4546,0.4546
P184,0.6204,0.6204
P191,0.1613,0.1613
P126,0.5884,0.5884
P15,0.5315,0.5315
P160,0.4351,0.4351
P171,0.8594,0.8594
P123,0.5467,0.5467
P189,0.8042,0.8042
P157,0.7934,0.7934
P3,0.5143,0.5143
P60,0.2102,0.2102
P90,0.3902,0.3902
P5,0.2362,0.2362
P40,0.4456,0.4456
P30,0.9517,0.9517
P200,0.2649,0.2649
P132,0.6655,0.6655
P137,0.2824,0.2824
P152,0.2921,0.2921
P165,0.9934,0.9934
P1,0.3991,0.3991
P68,0.6707,0.6707
P119,0.9583,0.9583
P155,0.8369,0.8369
P114,0.3243,0.3243
