partid,parents_partid,qty
P0,null,1
P1,P0,1
P2,P0,1
P3,P2,1
P4,P2,1
P5,P2,1
P6,P2,1
P7,P2,1
P8,P3,1
P9,P3,1
P10,P3,1
P11,P3,1
P12,P4,2
P13,P4,1
P14,P4,1
P15,P4,1
P16,P5,1
P17,P5,1
P18,P5,1
P19,P5,1
P20,P7,1
P21,P7,1
P22,P7,1
P23,P7,1
P24,P8,1
P25,P8,1
P26,P8,1
P27,P8,1
P28,P8,1
P29,P9,1
P30,P9,1
P31,P9,1
P32,P10,1
P33,P10,1
P34,P10,1
P35,P10,1
P36,P11,1
P37,P11,4
P38,P11,1
P39,P11,1
P40,P11,1
P41,P13,1
P42,P13,1
P43,P14,1
P44,P14,1
P45,P15,4
P46,P15,1
P47,P15,1
P48,P15,1
P49,P19,1
P50,P19,1
P51,P20,1
P52,P20,1
P53,P20,1
P54,P20,1
P55,P21,2
P56,P21,1
P57,P22,1
P58,P22,1
P59,P22,1
P60,P22,1
P61,P24,1
P62,P24,1
P63,P25,1
P64,P25,1
P65,P25,1
P66,P25,1
P67,P25,1
P68,P28,1
P69,P28,4
P70,P28,1
P71,P28,1
P72,P28,1
P73,P29,1
P74,P29,1
P75,P30,1
P76,P30,1
P77,P32,4
P78,P32,1
P79,P32,1
P80,P32,1
P81,P33,1
P82,P33,1
P83,P33,1
P84,P36,1
P85,P36,1
P86,P36,1
P87,P36,1
P88,P36,4
P89,P37,1
P90,P37,1
P91,P37,1
P92,P37,1
P93,P37,1
P94,P39,1
P95,P39,1
P96,P39,1
P97,P39,2
P98,P39,1
P99,P41,1
P100,P41,1
P101,P41,4
P102,P41,1
P103,P42,1
P104,P42,1
P105,P43,1
P106,P43,1
P107,P44,4
P108,P44,1
P109,P45,1
P110,P45,4
P111,P45,1
P112,P45,1
P113,P46,1
P114,P46,1
P115,P46,1
P116,P46,1
P117,P46,1
P118,P47,1
P119,P47,1
P120,P47,1
P121,P49,1
P122,P49,1
P123,P49,1
P124,P50,1
P125,P50,1
P126,P50,1
P127,P51,1
P128,P51,1
P129,P52,1
P130,P52,1
P131,P52,1
P132,P52,1
P133,P54,1
P134,P54,1
P135,P55,2
P136,P55,1
P137,P55,1
P138,P55,1
P139,P56,4
P140,P56,1
P141,P56,1
P142,P58,1
P143,P58,1
P144,P58,1
P145,P58,1
P146,P60,1
P147,P60,1
P148,P61,1
P149,P61,1
P150,P61,1
P151,P62,1
P152,P62,1
P153,P63,1
P154,P63,1
P155,P63,1
P156,P63,1
P157,P64,1
P158,P64,1
P159,P65,1
P160,P65,1
P161,P65,2
P162,P65,1
P163,P65,1
P164,P67,1
P165,P67,1
P166,P69,1
P167,P69,1
P168,P69,1
P169,P69,1
P170,P70,1
P171,P70,1
P172,P70,1
P173,P70,1
P174,P70,1
P175,P71,1
P176,P71,1
P177,P72,1
P178,P72,4
P179,P72,1
P180,P72,1
P181,P76,1
P182,P76,1
P183,P78,1
P184,P78,1
P185,P78,1
P186,P79,4
P187,P79,1
P188,P80,1
P189,P80,1
P190,P80,1
P191,P80,1
P192,P80,1
P193,P82,1
P194,P82,1
P195,P82,1
P196,P83,1
P197,P83,1
P198,P83,1
P199,P83,1
P200,P85,1
P201,P85,1
P202,P86,1
P203,P86,1
P204,P87,2
P205,P87,1
P206,P87,4
P207,P87,1
