partid,assembler
P56,postgresB
P98,postgresB
P95,postgresB
P124,postgresC
P128,postgresB
P64,postgresC
P106,postgresB
P47,postgresC
P61,postgresB
P135,postgresC
P166,postgresC
P154,postgresC
P202,postgresC
P113,postgresC
P62,postgresC
P127,postgresC
P67,postgresC
P203,postgresB
P23,postgresB
P31,postgresC
P180,postgresC
P133,postgresC
P143,postgresB
P151,postgresC
P192,postgresB
P2,postgresB
P185,postgresC
P144,postgresC
P45,postgresB
P197,postgresC
P12,postgresC
P140,postgresB
P26,postgresC
P38,postgresC
P99,postgresB
P201,postgresC
P43,postgresB
P92,postgresC
P4,postgresC
P145,postgresB
P173,postgresC
P88,postgresB
P150,postgresC
P55,postgresB
P182,postgresC
P167,postgresB
P111,postgresC
P181,postgresC
P70,postgresB
P107,postgresC
P174,postgresB
P187,postgresB
P42,postgresC
P163,postgresB
P33,postgresC
P103,postgresC
P116,postgresB
P121,postgresB
P130,postgresB
P50,postgresB
P177,postgresB
P91,postgresB
P32,postgresC
P8,postgresB
P136,postgresC
P29,postgresC
P206,postgresB
P78,postgresC
P153,postgresB
P49,postgresB
P96,postgresC
P84,postgresB
P51,postgresC
P168,postgresC
P13,postgresB
P24,postgresC
P158,postgresC
P34,postgresB
P109,postgresB
P57,postgresB
P115,postgresC
P156,postgresB
P65,postgresB
P18,postgresC
P178,postgresC
P179,postgresC
P16,postgresC
P72,postgresC
P102,postgresC
P125,postgresC
P162,postgresC
P190,postgresC
P76,postgresB
P0,postgresA
P110,postgresB
P9,postgresC
P186,postgresC
P161,postgresC
P164,postgresB
P108,postgresB
P20,postgresB
P21,postgresC
P27,postgresB
P82,postgresC
P83,postgresC
P138,postgresC
P10,postgresB
P188,postgresB
P37,postgresC
P134,postgresC
P205,postgresC
P6,postgresB
P120,postgresB
P159,postgresB
P146,postgresC
P176,postgresC
P7,postgresC
P28,postgresB
P100,postgresB
P196,postgresB
P36,postgresB
P194,postgresC
P85,postgresC
P75,postgresB
P207,postgresC
P104,postgresB
P139,postgresC
P58,postgresC
P169,postgresB
P170,postgresB
P73,postgresC
P122,postgresC
P87,postgresB
P204,postgresB
P149,postgresC
P19,postgresB
P77,postgresC
P105,postgresB
P141,postgresC
P198,postgresC
P63,postgresC
P66,postgresC
P94,postgresB
P39,postgresB
P129,postgresB
P11,postgresB
P25,postgresB
P81,postgresB
P53,postgresC
P46,postgresB
P89,postgresC
P175,postgresC
P183,postgresC
P195,postgresC
P22,postgresC
P97,postgresC
P14,postgresC
P147,postgresB
P199,postgresB
P41,postgresB
P17,postgresC
P54,postgresC
P172,postgresB
P184,postgresB
P142,postgresC
P191,postgresB
P126,postgresB
P15,postgresB
P160,postgresB
P193,postgresC
P171,postgresB
P123,postgresB
P117,postgresC
P189,postgresB
P157,postgresB
P3,postgresB
P48,postgresC
P74,postgresC
P101,postgresC
P131,postgresC
P71,postgresC
P80,postgresC
P60,postgresB
P112,postgresC
P90,postgresB
P5,postgresB
P118,postgresC
P40,postgresB
P30,postgresB
P200,postgresB
P132,postgresB
P137,postgresB
P152,postgresB
P165,postgresB
P44,postgresC
P93,postgresC
P148,postgresC
P79,postgresC
P1,postgresB
P68,postgresB
P59,postgresC
P86,postgresC
P119,postgresB
P155,postgresB
P69,postgresC
P52,postgresC
P35,postgresC
P114,postgresB
