partid,cfp,co2
P124,0.7037,0.7037
P64,0.5561,0.5561
P47,0.105,0.105
P135,0.1193,0.1193
P166,0.3028,0.3028
P154,0.168,0.168
P202,0.5594,0.5594
P113,0.1036,0.1036
P62,0.9645,0.9645
P127,0.8969,0.8969
P67,0.2397,0.2397
P31,0.1301,0.1301
P180,0.9685,0.9685
P133,0.9303,0.9303
P151,0.2945,0.2945
P185,0.8165,0.8165
P144,0.2406,0.2406
P197,0.6715,0.6715
P12,0.4985,0.4985
P26,0.1942,0.1942
P38,0.6159,0.6159
P201,0.3072,0.3072
P92,0.2866,0.2866
P4,0.8353,0.8353
P173,0.4225,0.4225
P150,0.2811,0.2811
P182,0.9263,0.9263
P111,0.5384,0.5384
P181,0.7335,0.7335
P107,0.9077,0.9077
P42,0.3775,0.3775
P33,0.6947,0.6947
P103,0.3567,0.3567
P32,0.7549,0.7549
P136,0.7858,0.7858
P29,0.7337,0.7337
P78,0.2386,0.2386
P96,0.3591,0.3591
P51,0.845,0.845
P168,0.7691,0.7691
P24,0.3106,0.3106
P158,0.7665,0.7665
P115,0.9438,0.9438
P18,0.9938,0.9938
P178,0.8889,0.8889
P179,0.7098,0.7098
P16,0.444,0.444
P72,0.214,0.214
P102,0.1049,0.1049
P125,0.5229,0.5229
P162,0.899,0.899
P190,0.9502,0.9502
P9,0.1748,0.1748
P186,0.4515,0.4515
P161,0.9358,0.9358
P21,0.3414,0.3414
P82,0.5763,0.5763
P83,0.8049,0.8049
P138,0.8894,0.8894
P37,0.5253,0.5253
P134,0.6543,0.6543
P205,0.2302,0.2302
P146,0.9564,0.9564
P176,0.4735,0.4735
P7,0.855,0.855
P194,0.5495,0.5495
P85,0.2912,0.2912
P207,0.8514,0.8514
P139,0.4445,0.4445
P58,0.9009,0.9009
P73,0.3814,0.3814
P122,0.2802,0.2802
P149,0.5656,0.5656
P77,0.9135,0.9135
P141,0.2023,0.2023
P198,0.5733,0.5733
P63,0.9306,0.9306
P66,0.541,0.541
P53,0.678,0.678
P89,0.2643,0.2643
P175,0.5358,0.5358
P183,0.8642,0.8642
P195,0.323,0.323
P22,0.4344,0.4344
P97,0.687,0.687
P14,0.4132,0.4132
P17,0.4007,0.4007
P54,0.5266,0.5266
P142,0.891,0.891
P193,0.7914,0.7914
P117,0.7819,0.7819
P48,0.2329,0.2329
P74,0.4914,0.4914
P101,0.8399,0.8399
P131,0.9156,0.9156
P71,0.4104,0.4104
P80,0.5843,0.5843
P112,0.1621,0.1621
P118,0.772,0.772
P44,0.9616,0.9616
P93,0.9828,0.9828
P148,0.8816,0.8816
P79,0.7703,0.7703
P59,0.238,0.238
P86,0.2785,0.2785
P69,0.5941,0.5941
P52,0.754,0.754
P35,0.4772,0.4772
