partid,cfp,co2
P14370,0.1538,0.1538
P7538,0.4795,0.4795
P3293,0.328,0.328
P14205,0.7124,0.7124
P10343,0.3643,0.3643
P17329,0.9238,0.9238
P16962,0.5286,0.5286
P11513,0.1251,0.1251
P2951,0.7832,0.7832
P15304,0.3737,0.3737
P13040,0.9319,0.9319
P127,0.7177,0.7177
P18853,0.2084,0.2084
P6107,0.7575,0.7575
P15074,0.5864,0.5864
P8505,0.944,0.944
P6020,0.1733,0.1733
P16124,0.5977,0.5977
P8773,0.5515,0.5515
P13552,0.2687,0.2687
P8925,0.7416,0.7416
P2281,0.2062,0.2062
P14211,0.643,0.643
P19557,0.2612,0.2612
P14270,0.7744,0.7744
P16434,0.6621,0.6621
P11105,0.4768,0.4768
P2112,0.2593,0.2593
P16968,0.2626,0.2626
P14225,0.8015,0.8015
P3693,0.4636,0.4636
P12506,0.8792,0.8792
P8600,0.1776,0.1776
P3103,0.2726,0.2726
P9316,0.1551,0.1551
P7991,0.226,0.226
P13059,0.2446,0.2446
P2945,0.7524,0.7524
P14411,0.3718,0.3718
P8945,0.3087,0.3087
P12436,0.1238,0.1238
P2030,0.1907,0.1907
P16682,0.9415,0.9415
P19304,0.7784,0.7784
P13763,0.5664,0.5664
P2751,0.1245,0.1245
P6038,0.4013,0.4013
P10156,0.6686,0.6686
P10468,0.1658,0.1658
P10741,0.3284,0.3284
P5459,0.615,0.615
P12608,0.253,0.253
P2118,0.168,0.168
P8710,0.4767,0.4767
P16819,0.8426,0.8426
P10855,0.4803,0.4803
P5477,0.2055,0.2055
P15025,0.8664,0.8664
P322,0.377,0.377
P9533,0.1751,0.1751
P5731,0.381,0.381
P1182,0.4801,0.4801
P1668,0.594,0.594
P18822,0.3862,0.3862
P16598,0.4307,0.4307
P18257,0.8887,0.8887
P20075,0.7813,0.7813
P10768,0.602,0.602
P2064,0.8779,0.8779
P6244,0.7003,0.7003
P2731,0.4522,0.4522
P4719,0.1617,0.1617
P14717,0.1593,0.1593
P165,0.6242,0.6242
P6767,0.901,0.901
P17428,0.2003,0.2003
P14596,0.9902,0.9902
P14946,0.2473,0.2473
P12232,0.4455,0.4455
P19722,0.683,0.683
P8141,0.1822,0.1822
P17654,0.675,0.675
P298,0.7492,0.7492
P7305,0.6432,0.6432
P5351,0.1157,0.1157
P18833,0.3807,0.3807
P7067,0.3613,0.3613
P19257,0.5809,0.5809
P667,0.8229,0.8229
P9875,0.1426,0.1426
P2158,0.5536,0.5536
P14979,0.3198,0.3198
P14018,0.7353,0.7353
P16654,0.5633,0.5633
P18488,0.8085,0.8085
P6863,0.5891,0.5891
P563,0.6022,0.6022
P15571,0.9472,0.9472
P249,0.5725,0.5725
P1736,0.1093,0.1093
P1061,0.341,0.341
P265,0.5574,0.5574
P15953,0.4825,0.4825
P4925,0.2313,0.2313
P3992,0.6358,0.6358
P19773,0.3103,0.3103
P10038,0.7084,0.7084
P9004,0.2097,0.2097
P9906,0.4236,0.4236
P7813,0.8254,0.8254
P13367,0.9061,0.9061
P3043,0.8944,0.8944
P19184,0.8926,0.8926
P835,0.8247,0.8247
P5369,0.4994,0.4994
P8020,0.4039,0.4039
P10967,0.6436,0.6436
P9763,0.4577,0.4577
P7079,0.5358,0.5358
P14141,0.8658,0.8658
P2299,0.1893,0.1893
P16254,0.9376,0.9376
P9496,0.6048,0.6048
P15908,0.4501,0.4501
P10025,0.8079,0.8079
P12403,0.7611,0.7611
P19104,0.7021,0.7021
P9574,0.6214,0.6214
P11473,0.1318,0.1318
P9325,0.7253,0.7253
P18266,0.1911,0.1911
P5341,0.7582,0.7582
P5872,0.3982,0.3982
P2371,0.7492,0.7492
P1980,0.7828,0.7828
P5746,0.97,0.97
P4945,0.2265,0.2265
P9064,0.2119,0.2119
P9160,0.2407,0.2407
P5406,0.4677,0.4677
P14196,0.4479,0.4479
P15898,0.2366,0.2366
P11285,0.6231,0.6231
P13782,0.6485,0.6485
P19099,0.566,0.566
P79,0.8068,0.8068
P18505,0.3469,0.3469
P320,0.8006,0.8006
P18102,0.5261,0.5261
P11367,0.4973,0.4973
P18818,0.3039,0.3039
P12354,0.5253,0.5253
P14601,0.4859,0.4859
P8292,0.838,0.838
P5876,0.1506,0.1506
P14903,0.3057,0.3057
P10585,0.1231,0.1231
P1127,0.4484,0.4484
P13464,0.7846,0.7846
P7341,0.3487,0.3487
P8857,0.1406,0.1406
P14680,0.9481,0.9481
P4644,0.7989,0.7989
P8708,0.5061,0.5061
P4702,0.3524,0.3524
P10484,0.4797,0.4797
P14528,0.6771,0.6771
P15104,0.9808,0.9808
P9734,0.202,0.202
P13566,0.6229,0.6229
P12291,0.7132,0.7132
P3516,0.6715,0.6715
P3231,0.2376,0.2376
P2214,0.5898,0.5898
P549,0.1127,0.1127
P7963,0.1558,0.1558
P2454,0.7868,0.7868
P6986,0.7854,0.7854
P17474,0.8699,0.8699
P3381,0.5486,0.5486
P15045,0.6821,0.6821
P16744,0.7587,0.7587
P2903,0.7048,0.7048
P6648,0.8938,0.8938
P2827,0.3742,0.3742
P9610,0.7796,0.7796
P13065,0.5031,0.5031
P95,0.1823,0.1823
P17007,0.7278,0.7278
P2709,0.1094,0.1094
P19222,0.4565,0.4565
P14570,0.5927,0.5927
P3080,0.9812,0.9812
P14773,0.5571,0.5571
P16919,0.1753,0.1753
P11388,0.3662,0.3662
P9075,0.5964,0.5964
P9580,0.7601,0.7601
P2956,0.8844,0.8844
P4725,0.2049,0.2049
P6570,0.4321,0.4321
P14398,0.981,0.981
P16817,0.9125,0.9125
P5676,0.279,0.279
P4534,0.6993,0.6993
P11347,0.4248,0.4248
P15190,0.5318,0.5318
P17197,0.2434,0.2434
P2522,0.2545,0.2545
P18420,0.8924,0.8924
P12303,0.2075,0.2075
P19859,0.555,0.555
P8936,0.3175,0.3175
P4306,0.2661,0.2661
P5205,0.7093,0.7093
P2332,0.3424,0.3424
P7417,0.2551,0.2551
P7872,0.2637,0.2637
P9693,0.978,0.978
P4192,0.4976,0.4976
P17882,0.3954,0.3954
P1068,0.7323,0.7323
P716,0.3617,0.3617
P1269,0.8822,0.8822
P5921,0.397,0.397
P9589,0.5302,0.5302
P14372,0.9402,0.9402
P7084,0.3585,0.3585
P17658,0.6622,0.6622
P6097,0.611,0.611
P14524,0.9038,0.9038
P11704,0.3506,0.3506
P12289,0.5043,0.5043
P9200,0.514,0.514
P8890,0.9796,0.9796
P5554,0.1118,0.1118
P8458,0.544,0.544
P2330,0.817,0.817
P14381,0.4459,0.4459
P5150,0.5109,0.5109
P8417,0.5912,0.5912
P18893,0.5939,0.5939
P18796,0.9479,0.9479
P15271,0.7578,0.7578
P980,0.6942,0.6942
P10460,0.1046,0.1046
P17164,0.3443,0.3443
P1131,0.1315,0.1315
P19064,0.9075,0.9075
P5901,0.4523,0.4523
P19842,0.9913,0.9913
P2955,0.4415,0.4415
P4336,0.4615,0.4615
