partid,assembler
P14800,postgresC
P6748,postgresC
P8828,postgresC
P14370,postgresB
P4187,postgresC
P11142,postgresC
P7538,postgresB
P9938,postgresC
P17726,postgresC
P3293,postgresB
P14205,postgresB
P10343,postgresB
P17329,postgresB
P484,postgresC
P8395,postgresC
P16962,postgresB
P11513,postgresB
P2130,postgresC
P2951,postgresB
P1627,postgresC
P8314,postgresC
P16878,postgresC
P12510,postgresC
P14073,postgresC
P16622,postgresC
P15304,postgresB
P13040,postgresB
P12546,postgresC
P127,postgresB
P617,postgresC
P5763,postgresC
P5017,postgresC
P12989,postgresC
P18853,postgresB
P6107,postgresB
P15074,postgresB
P8505,postgresB
P6020,postgresB
P16124,postgresB
P8808,postgresC
P8773,postgresB
P4303,postgresC
P8675,postgresC
P13552,postgresB
P8925,postgresB
P12030,postgresC
P17361,postgresC
P2281,postgresB
P9880,postgresC
P14211,postgresB
P19557,postgresB
P3990,postgresC
P17648,postgresC
P14270,postgresB
P10617,postgresC
P7138,postgresC
P16434,postgresB
P5372,postgresC
P11105,postgresB
P14083,postgresC
P2112,postgresB
P12404,postgresC
P16968,postgresB
P14225,postgresB
P18873,postgresC
P3693,postgresB
P12506,postgresB
P14144,postgresC
P8600,postgresB
P3103,postgresB
P18255,postgresC
P9316,postgresB
P7991,postgresB
P13059,postgresB
P2945,postgresB
P17999,postgresC
P5258,postgresC
P14411,postgresB
P8945,postgresB
P1666,postgresC
P12436,postgresB
P5816,postgresC
P2030,postgresB
P19002,postgresC
P16682,postgresB
P19304,postgresB
P13763,postgresB
P8492,postgresC
P2751,postgresB
P6038,postgresB
P13388,postgresC
P10156,postgresB
P10468,postgresB
P11437,postgresC
P12405,postgresC
P13475,postgresC
P14960,postgresC
P438,postgresC
P10741,postgresB
P5459,postgresB
P12608,postgresB
P2118,postgresB
P3260,postgresC
P3617,postgresC
P8710,postgresB
P7206,postgresC
P16819,postgresB
P10855,postgresB
P6204,postgresC
P5477,postgresB
P4699,postgresC
P15025,postgresB
P4318,postgresC
P322,postgresB
P9977,postgresC
P19494,postgresC
P9533,postgresB
P5731,postgresB
P167,postgresC
P601,postgresC
P4939,postgresC
P1182,postgresB
P6183,postgresC
P14542,postgresC
P1668,postgresB
P3787,postgresC
