partid,parents_partid,qty
P0,null,1
P1,P0,1
P2,P0,1
P3,P0,4
P4,P0,1
P5,P1,1
P6,P1,1
P7,P1,1
P8,P1,1
P9,P1,1
P10,P2,1
P11,P2,1
P12,P2,1
P13,P2,4
P14,P4,1
P15,P4,1
P16,P4,1
P17,P4,1
P18,P6,1
P19,P6,1
P20,P6,1
P21,P6,1
P22,P8,1
P23,P8,1
P24,P9,1
P25,P9,1
P26,P9,1
P27,P11,1
P28,P11,1
P29,P13,1
P30,P13,1
P31,P13,1
P32,P14,1
P33,P14,1
P34,P14,1
P35,P14,1
P36,P14,1
P37,P15,1
P38,P15,1
P39,P16,1
P40,P16,1
P41,P16,1
P42,P18,1
P43,P18,1
P44,P18,1
P45,P18,1
P46,P18,1
P47,P19,1
P48,P19,1
P49,P19,1
P50,P19,1
P51,P21,1
P52,P21,1
P53,P21,1
P54,P21,1
P55,P22,1
P56,P22,1
P57,P24,1
P58,P24,4
P59,P24,1
P60,P24,1
P61,P24,1
P62,P26,1
P63,P26,1
P64,P26,1
P65,P27,1
P66,P27,1
P67,P27,1
P68,P27,1
P69,P27,1
P70,P28,1
P71,P28,1
P72,P29,1
P73,P29,1
P74,P29,1
P75,P29,1
P76,P30,1
P77,P30,1
P78,P30,1
P79,P32,1
P80,P32,1
P81,P32,1
P82,P32,1
P83,P33,1
P84,P33,2
P85,P33,1
P86,P33,1
P87,P33,1
P88,P35,1
P89,P35,1
P90,P35,1
P91,P39,1
P92,P39,1
P93,P39,1
P94,P39,1
P95,P39,1
P96,P40,1
P97,P40,1
P98,P40,1
P99,P40,1
P100,P41,1
P101,P41,1
P102,P42,1
P103,P42,1
P104,P42,1
P105,P42,1
P106,P42,1
P107,P43,1
P108,P43,1
P109,P43,1
P110,P43,1
P111,P44,1
P112,P44,1
P113,P44,1
P114,P44,1
P115,P45,1
P116,P45,1
P117,P45,1
P118,P45,1
P119,P46,1
P120,P46,1
P121,P48,1
P122,P48,1
P123,P49,1
P124,P49,1
P125,P50,1
P126,P50,1
P127,P50,1
P128,P50,1
P129,P51,1
P130,P51,1
P131,P51,1
P132,P51,1
P133,P51,1
P134,P52,1
P135,P52,4
P136,P52,1
P137,P53,1
P138,P53,1
P139,P53,1
P140,P53,2
P141,P53,1
P142,P57,1
P143,P57,1
P144,P58,1
P145,P58,1
P146,P60,1
P147,P60,1
P148,P60,1
P149,P62,1
P150,P62,1
P151,P62,1
P152,P62,1
P153,P62,1
P154,P63,1
P155,P63,1
P156,P63,1
P157,P63,1
P158,P63,1
P159,P64,1
P160,P64,1
P161,P64,1
P162,P65,1
P163,P65,1
P164,P65,1
P165,P67,1
P166,P67,1
P167,P67,1
P168,P68,1
P169,P68,1
P170,P68,1
P171,P68,1
P172,P70,1
P173,P70,1
P174,P70,1
P175,P71,1
P176,P71,1
P177,P71,1
P178,P71,1
P179,P73,1
P180,P73,1
P181,P73,1
P182,P73,1
P183,P73,1
P184,P74,1
P185,P74,1
P186,P74,1
P187,P75,1
P188,P75,1
P189,P75,1
P190,P75,1
P191,P75,1
P192,P76,1
P193,P76,1
P194,P76,1
P195,P76,1
P196,P76,1
P197,P77,1
P198,P77,1
P199,P77,1
P200,P78,1
P201,P78,1
P202,P79,1
P203,P79,1
P204,P79,1
P205,P79,1
P206,P79,1
P207,P81,1
P208,P81,1
P209,P81,1
P210,P81,1
P211,P81,1
P212,P82,1
P213,P82,1
P214,P82,1
P215,P82,1
P216,P82,1
P217,P83,1
P218,P83,1
P219,P83,1
P220,P84,1
P221,P84,4
P222,P84,1
P223,P85,1
P224,P85,1
P225,P85,1
P226,P85,1
P227,P86,1
P228,P86,1
P229,P86,1
P230,P86,1
P231,P88,1
P232,P88,1
P233,P88,1
P234,P90,1
P235,P90,1
P236,P90,1
P237,P91,1
P238,P91,1
P239,P91,1
P240,P91,4
P241,P92,1
P242,P92,1
P243,P92,1
P244,P92,1
P245,P93,1
P246,P93,1
P247,P93,1
P248,P93,1
P249,P93,1
P250,P94,1
P251,P94,1
P252,P94,1
P253,P97,1
P254,P97,1
P255,P97,1
P256,P97,1
P257,P98,1
P258,P98,1
P259,P98,1
P260,P98,1
P261,P98,1
P262,P100,1
P263,P100,1
P264,P100,1
P265,P100,1
P266,P103,1
P267,P103,1
P268,P104,1
P269,P104,1
P270,P104,1
P271,P105,1
P272,P105,1
P273,P105,1
P274,P106,1
P275,P106,1
P276,P106,1
P277,P106,1
P278,P108,1
P279,P108,1
P280,P108,1
P281,P108,1
P282,P108,1
P283,P109,2
P284,P109,1
P285,P110,1
P286,P110,1
P287,P110,1
P288,P111,1
P289,P111,1
P290,P111,1
P291,P111,1
P292,P111,1
P293,P112,1
P294,P112,1
P295,P112,4
P296,P112,1
P297,P112,1
P298,P114,1
P299,P114,1
P300,P114,1
P301,P114,1
P302,P114,2
P303,P115,1
P304,P115,1
P305,P115,1
P306,P116,1
P307,P116,1
P308,P116,1
P309,P116,1
P310,P116,1
P311,P118,1
P312,P118,1
P313,P118,1
P314,P121,1
P315,P121,1
