partid,cfp,co2
P14800,0.8802,0.8802
P6748,0.9852,0.9852
P8828,0.7348,0.7348
P4187,0.5484,0.5484
P11142,0.7482,0.7482
P9938,0.1017,0.1017
P17726,0.6475,0.6475
P484,0.7859,0.7859
P8395,0.6278,0.6278
P2130,0.2462,0.2462
P1627,0.8482,0.8482
P8314,0.2724,0.2724
P16878,0.846,0.846
P12510,0.9894,0.9894
P14073,0.842,0.842
P16622,0.7225,0.7225
P12546,0.4429,0.4429
P617,0.6397,0.6397
P5763,0.6523,0.6523
P5017,0.7659,0.7659
P12989,0.2362,0.2362
P8808,0.7202,0.7202
P4303,0.4037,0.4037
P8675,0.9814,0.9814
P12030,0.919,0.919
P17361,0.3964,0.3964
P9880,0.3422,0.3422
P3990,0.1959,0.1959
P17648,0.626,0.626
P10617,0.7524,0.7524
P7138,0.333,0.333
P5372,0.2404,0.2404
P14083,0.4176,0.4176
P12404,0.9476,0.9476
P18873,0.4256,0.4256
P14144,0.9494,0.9494
P18255,0.5393,0.5393
P17999,0.7125,0.7125
P5258,0.167,0.167
P1666,0.9123,0.9123
P5816,0.4027,0.4027
P19002,0.5804,0.5804
P8492,0.9046,0.9046
P13388,0.8869,0.8869
P11437,0.1813,0.1813
P12405,0.1866,0.1866
P13475,0.5422,0.5422
P14960,0.1867,0.1867
P438,0.8127,0.8127
P3260,0.8553,0.8553
P3617,0.8086,0.8086
P7206,0.6236,0.6236
P6204,0.5731,0.5731
P4699,0.8814,0.8814
P4318,0.1964,0.1964
P9977,0.6313,0.6313
P19494,0.9051,0.9051
P167,0.675,0.675
P601,0.5685,0.5685
P4939,0.2466,0.2466
P6183,0.1119,0.1119
P14542,0.9924,0.9924
P3787,0.2188,0.2188
P19770,0.8512,0.8512
P10529,0.3235,0.3235
P10852,0.8717,0.8717
P12950,0.2469,0.2469
P19108,0.165,0.165
P9263,0.7152,0.7152
P16787,0.553,0.553
P10445,0.6196,0.6196
P9326,0.2875,0.2875
P7114,0.9614,0.9614
P2541,0.5034,0.5034
P4004,0.7087,0.7087
P5089,0.591,0.591
P7266,0.109,0.109
P5571,0.36,0.36
P327,0.2557,0.2557
P3245,0.1922,0.1922
P18896,0.4405,0.4405
P16935,0.7942,0.7942
P1882,0.7173,0.7173
P12228,0.385,0.385
P2082,0.9877,0.9877
P11708,0.8627,0.8627
P16046,0.1913,0.1913
P5541,0.4777,0.4777
P1157,0.3304,0.3304
P9222,0.6717,0.6717
P14297,0.7898,0.7898
P13952,0.3227,0.3227
P572,0.1066,0.1066
P17200,0.8867,0.8867
P217,0.4201,0.4201
P875,0.5488,0.5488
P7736,0.9754,0.9754
P530,0.9117,0.9117
P9447,0.8872,0.8872
P19382,0.1768,0.1768
P14409,0.3558,0.3558
P1755,0.3702,0.3702
P13122,0.4467,0.4467
P15247,0.9502,0.9502
P17094,0.6259,0.6259
P7242,0.7273,0.7273
P16032,0.9718,0.9718
P19276,0.2232,0.2232
P14262,0.6294,0.6294
P6358,0.1799,0.1799
P13377,0.3527,0.3527
P7282,0.7653,0.7653
P15040,0.9011,0.9011
P14674,0.5643,0.5643
P3040,0.6974,0.6974
P4884,0.8062,0.8062
P4046,0.7493,0.7493
P10559,0.7212,0.7212
P13817,0.7095,0.7095
P18111,0.3611,0.3611
P18432,0.4958,0.4958
P13488,0.4015,0.4015
P11289,0.467,0.467
P19411,0.3125,0.3125
P15278,0.7731,0.7731
P9773,0.8029,0.8029
P18175,0.8424,0.8424
P365,0.7162,0.7162
P17673,0.685,0.685
P397,0.3229,0.3229
P7452,0.161,0.161
P8933,0.551,0.551
P8637,0.9909,0.9909
P1137,0.8796,0.8796
P2806,0.3899,0.3899
P1266,0.8754,0.8754
P10009,0.1023,0.1023
P11995,0.6546,0.6546
P13086,0.2202,0.2202
P14686,0.4403,0.4403
P16291,0.7224,0.7224
P3792,0.9921,0.9921
P1214,0.7497,0.7497
P8027,0.7266,0.7266
P15033,0.6618,0.6618
P13339,0.4434,0.4434
P16641,0.3845,0.3845
P19318,0.6009,0.6009
P11828,0.6505,0.6505
P4836,0.9159,0.9159
P9459,0.3092,0.3092
P16971,0.7705,0.7705
P19085,0.7443,0.7443
P1005,0.8472,0.8472
P1645,0.369,0.369
P14042,0.4063,0.4063
P17542,0.2278,0.2278
P18788,0.8865,0.8865
P17681,0.4762,0.4762
P14307,0.5648,0.5648
P93,0.4566,0.4566
P4618,0.5275,0.5275
P55,0.2227,0.2227
P12942,0.1838,0.1838
P3249,0.6177,0.6177
P1816,0.3325,0.3325
P15318,0.3,0.3
P3950,0.4994,0.4994
P1451,0.4297,0.4297
P8709,0.2472,0.2472
P2879,0.5226,0.5226
P521,0.905,0.905
P18256,0.8,0.8
P10583,0.6131,0.6131
P13368,0.1084,0.1084
P15467,0.418,0.418
P12307,0.6375,0.6375
P18249,0.7698,0.7698
P4423,0.6369,0.6369
P5500,0.6264,0.6264
P18222,0.3357,0.3357
P7485,0.3271,0.3271
P6592,0.5431,0.5431
P16130,0.5034,0.5034
P10195,0.3711,0.3711
P15344,0.5895,0.5895
P4605,0.8424,0.8424
P14117,0.8118,0.8118
P8630,0.3812,0.3812
P6443,0.7293,0.7293
P14519,0.9751,0.9751
P14032,0.2505,0.2505
P7539,0.5826,0.5826
P16339,0.5001,0.5001
P11276,0.775,0.775
P5527,0.8738,0.8738
P14546,0.2458,0.2458
P18692,0.9072,0.9072
P17589,0.4751,0.4751
P14916,0.3198,0.3198
P3982,0.2797,0.2797
P8894,0.7987,0.7987
P12833,0.2649,0.2649
P10333,0.9173,0.9173
P19233,0.2775,0.2775
P14234,0.2083,0.2083
P5180,0.9254,0.9254
P6720,0.1083,0.1083
P7608,0.8324,0.8324
P16292,0.8126,0.8126
P16561,0.9029,0.9029
P17660,0.3418,0.3418
P19607,0.6418,0.6418
P961,0.5739,0.5739
P1551,0.7419,0.7419
P6166,0.7994,0.7994
P8584,0.1796,0.1796
P12235,0.8075,0.8075
P4917,0.4547,0.4547
P1964,0.7917,0.7917
P13140,0.4258,0.4258
P7707,0.4965,0.4965
P9516,0.1405,0.1405
P8238,0.6668,0.6668
P3230,0.733,0.733
P10923,0.6809,0.6809
P956,0.2435,0.2435
P13937,0.6131,0.6131
P12642,0.441,0.441
P3413,0.9428,0.9428
P1439,0.6227,0.6227
P8804,0.3991,0.3991
P13579,0.3611,0.3611
P6700,0.3598,0.3598
P9708,0.7912,0.7912
P4255,0.1267,0.1267
P14035,0.157,0.157
P14615,0.9471,0.9471
P15482,0.684,0.684
P3936,0.7145,0.7145
P19116,0.709,0.709
P8103,0.651,0.651
P4478,0.1727,0.1727
P15617,0.1698,0.1698
P2165,0.3861,0.3861
P12012,0.1437,0.1437
P3868,0.2583,0.2583
P9479,0.7041,0.7041
P13226,0.7747,0.7747
P1283,0.5091,0.5091
P11211,0.8406,0.8406
P1878,0.8999,0.8999
P3678,0.4068,0.4068
P18836,0.207,0.207
P647,0.752,0.752
P11256,0.6535,0.6535
P609,0.1355,0.1355
P17211,0.6119,0.6119
P7569,0.4719,0.4719
P7610,0.2218,0.2218
P3830,0.396,0.396
P17241,0.5537,0.5537
P14305,0.8505,0.8505
P8281,0.6034,0.6034
P2609,0.6899,0.6899
P3531,0.9832,0.9832
P13009,0.3882,0.3882
P8525,0.6631,0.6631
P14655,0.6599,0.6599
P12316,0.3482,0.3482
P5446,0.4755,0.4755
P7784,0.4875,0.4875
P2145,0.8755,0.8755
P7074,0.4715,0.4715
P10049,0.345,0.345
P1915,0.4489,0.4489
P4858,0.2531,0.2531
P16143,0.2622,0.2622
P8092,0.7045,0.7045
P2122,0.3303,0.3303
P14402,0.46,0.46
P17296,0.2031,0.2031
P13022,0.221,0.221
P12139,0.5221,0.5221
P13223,0.5011,0.5011
P12557,0.8784,0.8784
P13045,0.713,0.713
P14718,0.7717,0.7717
P1502,0.7523,0.7523
P8640,0.1765,0.1765
P16429,0.7263,0.7263
P14819,0.24,0.24
P7177,0.5613,0.5613
P15173,0.8237,0.8237
P8414,0.345,0.345
P13863,0.2079,0.2079
P1974,0.6382,0.6382
P8942,0.6443,0.6443
P5184,0.5322,0.5322
P17262,0.7257,0.7257
P9471,0.6478,0.6478
P1002,0.4775,0.4775
P17414,0.7764,0.7764
P685,0.9974,0.9974
P15171,0.2689,0.2689
P1060,0.4023,0.4023
P14260,0.1819,0.1819
P16277,0.538,0.538
P8572,0.317,0.317
P19573,0.4197,0.4197
P18880,0.2077,0.2077
P9966,0.8949,0.8949
P2598,0.1261,0.1261
P7384,0.8432,0.8432
P13745,0.8415,0.8415
P2318,0.8586,0.8586
P19153,0.3276,0.3276
P11718,0.1122,0.1122
P14593,0.5231,0.5231
P689,0.2103,0.2103
P13150,0.6212,0.6212
P261,0.77,0.77
P18383,0.7555,0.7555
P10928,0.6208,0.6208
P11732,0.9699,0.9699
P4245,0.9842,0.9842
P9626,0.1602,0.1602
P16145,0.1164,0.1164
P17603,0.5595,0.5595
P10561,0.558,0.558
P16288,0.962,0.962
P17203,0.7205,0.7205
P5552,0.4487,0.4487
P8976,0.3063,0.3063
P14327,0.7311,0.7311
P8034,0.7742,0.7742
P11087,0.4512,0.4512
P252,0.8975,0.8975
P1221,0.4198,0.4198
P18860,0.5182,0.5182
P16436,0.2549,0.2549
P10255,0.7592,0.7592
P3127,0.1064,0.1064
P7782,0.4058,0.4058
P14151,0.8861,0.8861
P17178,0.8672,0.8672
P1776,0.1315,0.1315
P5683,0.508,0.508
P9214,0.642,0.642
