partid,cfp,co2
P34,0.6001,0.6001
P281,0.3366,0.3366
P295,0.3255,0.3255
P96,0.2983,0.2983
P260,0.5938,0.5938
P275,0.8356,0.8356
P224,0.3003,0.3003
P19,0.9562,0.9562
P266,0.1952,0.1952
P273,0.6731,0.6731
P141,0.8416,0.8416
P287,0.8793,0.8793
P104,0.6061,0.6061
P183,0.5671,0.5671
P7,0.3982,0.3982
P3,0.1725,0.1725
P114,0.3547,0.3547
P113,0.6529,0.6529
P130,0.8154,0.8154
P199,0.5015,0.5015
P38,0.989,0.989
P163,0.5987,0.5987
P277,0.245,0.245
P265,0.1178,0.1178
P276,0.6406,0.6406
P289,0.8916,0.8916
P99,0.9897,0.9897
P181,0.3208,0.3208
P120,0.4806,0.4806
P232,0.9678,0.9678
P286,0.8337,0.8337
P298,0.9718,0.9718
P122,0.9921,0.9921
P250,0.1993,0.1993
P186,0.3325,0.3325
P242,0.7548,0.7548
P279,0.5322,0.5322
P82,0.9222,0.9222
P18,0.6974,0.6974
P196,0.7411,0.7411
P239,0.4541,0.4541
P29,0.863,0.863
P191,0.111,0.111
P190,0.4291,0.4291
P90,0.1586,0.1586
P288,0.7372,0.7372
P47,0.4173,0.4173
P155,0.8951,0.8951
P125,0.3854,0.3854
P161,0.5452,0.5452
P264,0.2365,0.2365
P45,0.2983,0.2983
P4,0.2639,0.2639
P30,0.1677,0.1677
P213,0.9266,0.9266
P257,0.5773,0.5773
P284,0.2374,0.2374
P73,0.4293,0.4293
P134,0.9701,0.9701
P81,0.9598,0.9598
P237,0.5266,0.5266
P42,0.8474,0.8474
P50,0.3398,0.3398
P152,0.8125,0.8125
P209,0.5525,0.5525
P124,0.1417,0.1417
P238,0.3505,0.3505
P248,0.443,0.443
P64,0.1743,0.1743
P60,0.9621,0.9621
P80,0.5238,0.5238
P89,0.9547,0.9547
P28,0.7604,0.7604
P252,0.9782,0.9782
P197,0.6289,0.6289
P20,0.6384,0.6384
P280,0.5418,0.5418
P151,0.3325,0.3325
P179,0.7418,0.7418
P177,0.8773,0.8773
P70,0.9216,0.9216
P236,0.8928,0.8928
P49,0.2267,0.2267
P211,0.8783,0.8783
P212,0.6057,0.6057
P249,0.975,0.975
P245,0.6573,0.6573
P108,0.6924,0.6924
P149,0.987,0.987
P292,0.5692,0.5692
P35,0.9057,0.9057
P98,0.9066,0.9066
P85,0.4626,0.4626
P36,0.7955,0.7955
P72,0.4235,0.4235
P208,0.5147,0.5147
P52,0.3062,0.3062
P140,0.6577,0.6577
P16,0.6925,0.6925
P58,0.4804,0.4804
P84,0.9181,0.9181
P128,0.3879,0.3879
P159,0.9986,0.9986
P39,0.145,0.145
P148,0.1131,0.1131
P40,0.7782,0.7782
P133,0.4694,0.4694
P235,0.2597,0.2597
P172,0.3142,0.3142
P25,0.4043,0.4043
P12,0.3065,0.3065
P118,0.2226,0.2226
P241,0.4242,0.4242
P294,0.6465,0.6465
P43,0.6701,0.6701
P243,0.8046,0.8046
P176,0.8539,0.8539
P296,0.8229,0.8229
P228,0.1341,0.1341
P230,0.2799,0.2799
P91,0.545,0.545
P267,0.7814,0.7814
P233,0.2848,0.2848
P103,0.1544,0.1544
P117,0.5777,0.5777
P175,0.632,0.632
P31,0.9948,0.9948
P95,0.5062,0.5062
P105,0.8239,0.8239
P218,0.6006,0.6006
P255,0.7233,0.7233
P100,0.2908,0.2908
P178,0.1216,0.1216
P194,0.1271,0.1271
P270,0.2153,0.2153
P97,0.4606,0.4606
P271,0.4329,0.4329
P37,0.7361,0.7361
P219,0.1735,0.1735
P33,0.3413,0.3413
P67,0.3673,0.3673
P57,0.6854,0.6854
P231,0.965,0.965
P263,0.4354,0.4354
P269,0.5324,0.5324
P65,0.7523,0.7523
P69,0.1152,0.1152
P75,0.6741,0.6741
P162,0.4236,0.4236
P167,0.5909,0.5909
P5,0.5597,0.5597
P274,0.7679,0.7679
P234,0.1175,0.1175
P59,0.4851,0.4851
P106,0.1631,0.1631
P107,0.2441,0.2441
P160,0.4616,0.4616
P180,0.4565,0.4565
P169,0.9784,0.9784
P261,0.1499,0.1499
P137,0.8303,0.8303
P92,0.5927,0.5927
P205,0.3271,0.3271
P142,0.7326,0.7326
P83,0.8271,0.8271
P2,0.1676,0.1676
P259,0.5816,0.5816
P297,0.502,0.502
P62,0.2799,0.2799
