partid,parents_partid,qty
P0,null,1
P1,P0,1
P2,P0,1
P3,P0,1
P4,P0,1
P5,P2,1
P6,P2,1
P7,P2,1
P8,P2,1
P9,P2,1
P10,P3,1
P11,P3,1
P12,P4,1
P13,P4,1
P14,P4,1
P15,P4,1
P16,P5,1
P17,P5,1
P18,P6,1
P19,P6,1
P20,P6,1
P21,P6,1
P22,P7,1
P23,P7,1
P24,P7,1
P25,P7,1
P26,P8,1
P27,P8,1
P28,P8,1
P29,P8,1
P30,P8,1
P31,P9,1
P32,P9,1
P33,P12,1
P34,P12,1
P35,P13,1
P36,P13,1
P37,P16,1
P38,P16,1
P39,P18,1
P40,P18,1
P41,P18,1
P42,P18,1
P43,P18,1
P44,P20,1
P45,P20,1
P46,P20,1
P47,P20,1
P48,P20,1
P49,P22,1
P50,P22,1
P51,P22,1
P52,P23,1
P53,P23,1
P54,P24,1
P55,P24,1
P56,P25,1
P57,P25,1
P58,P25,1
P59,P25,1
P60,P25,1
P61,P27,1
P62,P27,1
P63,P27,1
P64,P27,1
P65,P27,1
P66,P29,1
P67,P29,1
P68,P29,1
P69,P30,1
P70,P30,1
P71,P31,1
P72,P31,1
P73,P31,1
P74,P34,1
P75,P34,1
P76,P34,1
P77,P34,1
P78,P34,1
P79,P35,1
P80,P35,1
P81,P35,1
P82,P35,1
P83,P36,1
P84,P36,1
P85,P36,1
P86,P36,1
P87,P36,1
P88,P39,1
P89,P39,1
P90,P40,1
P91,P40,1
P92,P40,1
P93,P41,1
P94,P41,1
P95,P41,1
P96,P41,1
P97,P43,1
P98,P43,1
P99,P46,1
P100,P46,1
P101,P46,1
P102,P46,1
P103,P46,1
P104,P48,1
P105,P48,1
P106,P48,1
P107,P48,1
P108,P49,1
P109,P49,1
P110,P49,1
P111,P49,1
P112,P50,1
P113,P50,1
P114,P50,1
P115,P50,1
P116,P50,1
P117,P51,1
P118,P51,1
P119,P51,1
P120,P51,1
P121,P51,1
P122,P52,1
P123,P52,1
P124,P52,1
P125,P52,1
P126,P53,1
P127,P53,1
P128,P53,1
P129,P54,1
P130,P54,1
P131,P54,1
P132,P54,1
P133,P54,1
P134,P55,1
P135,P55,1
P136,P55,1
P137,P55,1
P138,P55,1
P139,P56,1
P140,P56,1
P141,P56,1
P142,P56,1
P143,P58,1
P144,P58,1
P145,P58,1
P146,P59,1
P147,P59,1
P148,P59,1
P149,P59,1
P150,P59,1
P151,P60,1
P152,P60,1
P153,P60,1
P154,P60,1
P155,P61,1
P156,P61,1
P157,P61,1
P158,P62,1
P159,P62,1
P160,P62,1
P161,P62,1
P162,P62,1
P163,P63,1
P164,P63,1
P165,P63,1
P166,P63,1
P167,P65,1
P168,P65,1
P169,P65,1
P170,P66,1
P171,P66,1
P172,P66,1
P173,P66,1
P174,P66,1
P175,P69,1
P176,P69,1
P177,P69,1
P178,P70,1
P179,P70,1
P180,P70,1
P181,P70,1
P182,P71,1
P183,P71,1
P184,P71,1
P185,P72,1
P186,P72,1
P187,P72,1
P188,P72,1
P189,P74,1
P190,P74,1
P191,P74,1
P192,P78,1
P193,P78,1
P194,P80,1
P195,P80,1
P196,P80,1
P197,P81,1
P198,P81,1
P199,P81,1
P200,P81,1
P201,P81,1
P202,P82,1
P203,P82,1
P204,P82,1
P205,P82,1
P206,P82,1
P207,P83,1
P208,P83,1
P209,P83,1
P210,P83,1
P211,P83,1
P212,P84,1
P213,P84,1
P214,P84,1
P215,P84,1
P216,P85,1
P217,P85,1
P218,P86,1
P219,P86,1
P220,P86,1
P221,P87,1
P222,P87,1
P223,P87,1
P224,P87,1
P225,P87,1
P226,P89,1
P227,P89,1
P228,P90,1
P229,P90,1
P230,P90,1
P231,P91,1
P232,P91,1
P233,P91,1
P234,P91,1
P235,P95,1
P236,P95,1
P237,P95,1
P238,P95,1
P239,P97,1
P240,P97,1
P241,P97,1
P242,P97,1
P243,P97,1
P244,P100,1
P245,P100,1
P246,P100,1
P247,P100,1
P248,P100,1
P249,P101,1
P250,P101,1
P251,P101,1
P252,P108,1
P253,P108,1
P254,P110,1
P255,P110,1
P256,P110,1
P257,P110,1
P258,P110,1
P259,P111,1
P260,P111,1
P261,P111,1
P262,P112,1
P263,P112,1
P264,P114,1
P265,P114,1
P266,P114,1
P267,P114,1
P268,P115,1
P269,P115,1
P270,P115,1
P271,P115,1
P272,P115,1
P273,P116,1
P274,P116,1
P275,P116,1
P276,P116,1
P277,P117,1
P278,P117,1
P279,P117,1
P280,P117,1
P281,P118,1
P282,P118,1
P283,P118,1
P284,P118,1
P285,P118,1
P286,P119,1
P287,P119,1
P288,P119,1
P289,P123,1
P290,P123,1
P291,P123,1
P292,P124,1
P293,P124,1
P294,P124,1
P295,P124,1
P296,P126,1
P297,P126,1
P298,P126,1
P299,P126,1
