partid,assembler
P15328,postgresB
P2256,postgresB
P11818,postgresB
P8610,postgresC
P1810,postgresC
P7121,postgresB
P3579,postgresB
P4428,postgresB
P12845,postgresC
P19601,postgresB
P14597,postgresB
P19164,postgresC
P20058,postgresB
P22510,postgresB
P14716,postgresB
P22154,postgresC
P6428,postgresB
P19773,postgresB
P210,postgresB
P3512,postgresC
P8796,postgresB
P513,postgresC
P22403,postgresB
P8311,postgresC
P9404,postgresC
P9892,postgresC
P5375,postgresB
P13242,postgresC
P20283,postgresB
P13782,postgresC
P5520,postgresB
P10775,postgresB
P9537,postgresC
P4473,postgresC
P20131,postgresC
P9964,postgresC
P20145,postgresB
P5802,postgresC
P12223,postgresB
P16316,postgresB
P4198,postgresB
P2033,postgresC
P15461,postgresC
P7404,postgresC
P11616,postgresC
P8124,postgresC
P2703,postgresC
P20783,postgresC
P17862,postgresB
P20535,postgresC
P4337,postgresB
P18821,postgresC
P10112,postgresC
P7882,postgresB
P231,postgresC
P11963,postgresB
P2206,postgresC
P20779,postgresC
P17321,postgresC
P14318,postgresC
P18317,postgresC
P6758,postgresC
P3205,postgresC
P17598,postgresC
P21708,postgresC
P18765,postgresC
P16261,postgresC
P2905,postgresC
P8516,postgresC
P13144,postgresB
P4565,postgresB
P18080,postgresB
P6098,postgresB
P9052,postgresC
P9014,postgresB
P15920,postgresB
P12551,postgresC
P14824,postgresC
P773,postgresC
P22840,postgresC
P4260,postgresB
P4117,postgresB
P16747,postgresC
P1848,postgresB
P19414,postgresC
P114,postgresB
P7570,postgresC
P12881,postgresC
P12033,postgresB
P1880,postgresC
P11969,postgresB
P14845,postgresC
P4666,postgresC
P7979,postgresC
P10248,postgresC
P14403,postgresC
P9265,postgresB
P11808,postgresC
P10718,postgresC
P22256,postgresB
P22861,postgresC
P16587,postgresC
P6076,postgresC
P1479,postgresB
P4325,postgresC
P14199,postgresC
P15495,postgresB
P21079,postgresB
P5948,postgresB
P7696,postgresC
P3337,postgresC
P16860,postgresC
P20872,postgresB
P11561,postgresB
P12658,postgresB
P14964,postgresC
P14367,postgresC
P2875,postgresC
P8338,postgresB
P5078,postgresC
P9397,postgresB
P9827,postgresC
P9998,postgresC
P21357,postgresC
P21226,postgresC
P6760,postgresB
P19234,postgresC
P12237,postgresB
P22897,postgresB
P17493,postgresC
P6663,postgresB
P13430,postgresB
P13349,postgresB
P1515,postgresC
P17690,postgresC
P8851,postgresB
P18471,postgresC
P13925,postgresC
P15843,postgresB
P8318,postgresB
P21138,postgresC
P7058,postgresC
P13460,postgresC
P14174,postgresC
P11890,postgresB
P20694,postgresC
P15628,postgresC
P19956,postgresB
P4137,postgresC
P5858,postgresB
P7141,postgresB
P2147,postgresC
P20550,postgresC
P5854,postgresB
P22713,postgresC
P11319,postgresB
P7754,postgresC
P5240,postgresC
P4286,postgresB
P12721,postgresB
P22512,postgresC
P19236,postgresB
P21702,postgresB
P7232,postgresB
P1665,postgresC
P2869,postgresC
P18447,postgresB
P8830,postgresC
P15259,postgresB
P616,postgresC
P1851,postgresC
P11643,postgresC
P12599,postgresC
P4509,postgresC
P13420,postgresB
P9413,postgresB
P18463,postgresC
P22600,postgresC
P22117,postgresC
P17046,postgresB
P1927,postgresC
P11420,postgresB
P9815,postgresB
P10064,postgresC
P8186,postgresC
P492,postgresB
P17217,postgresB
P15278,postgresC
P17119,postgresC
P17608,postgresB
P13599,postgresC
P1372,postgresB
P12847,postgresB
P7672,postgresC
P13712,postgresC
P6816,postgresC
P5042,postgresC
P2923,postgresC
P11261,postgresB
P21377,postgresC
P3587,postgresB
P7362,postgresC
P22030,postgresC
P14590,postgresB
P21530,postgresC
P10268,postgresC
P4207,postgresC
P7783,postgresB
P14854,postgresB
P12468,postgresB
P6301,postgresC
P15711,postgresB
P18575,postgresC
P7144,postgresC
P14354,postgresC
P18927,postgresB
P14339,postgresC
P21432,postgresB
P8572,postgresB
P21714,postgresC
P1789,postgresC
P7724,postgresB
P20466,postgresC
P14850,postgresB
P19863,postgresC
P18126,postgresC
P22082,postgresC
P19369,postgresC
P11418,postgresC
P18221,postgresC
P7521,postgresB
P10965,postgresC
P13720,postgresB
P16320,postgresC
P1280,postgresC
P959,postgresC
P10371,postgresC
P6516,postgresC
P15830,postgresC
P6567,postgresC
P15052,postgresB
P2979,postgresC
P9509,postgresC
P22501,postgresB
P13426,postgresC
P17849,postgresC
P19655,postgresB
P16019,postgresB
P6684,postgresC
P21048,postgresC
P11108,postgresB
P3291,postgresB
P1174,postgresB
P15997,postgresC
P588,postgresC
P11350,postgresC
P13323,postgresC
P238,postgresB
P7872,postgresB
P3878,postgresC
P14323,postgresB
P15336,postgresC
P926,postgresB
P2884,postgresC
P3334,postgresC
